    #kx         ky         Energy       Sx      Sy      Sz
    #Grid-Size:    25   47
    #Band-Index:   40
    0.000000    0.000000   -1.908177   0.000   0.018   0.000
    0.000000    0.031381   -1.860910  -0.444   0.000   0.098
    0.000000    0.062763   -1.981378  -0.394   0.000   0.138
    0.000000    0.094144   -2.056173  -0.302   0.000   0.110
    0.000000    0.125526   -2.091369  -0.238   0.000   0.104
    0.000000    0.156907   -2.113818  -0.192   0.000   0.136
    0.000000    0.188288   -2.132964  -0.140   0.000   0.186
    0.000000    0.219670   -2.151531  -0.056   0.000   0.232
    0.000000    0.251051   -2.170479   0.042   0.000   0.252
    0.000000    0.282433   -2.190594   0.138   0.000   0.246
    0.000000    0.313814   -2.212796   0.222   0.000   0.214
    0.000000    0.345195   -2.238048   0.288   0.000   0.172
    0.000000    0.376577   -2.267277   0.336   0.000   0.124
    0.000000    0.407958   -2.301321   0.372   0.000   0.072
    0.000000    0.439340   -2.340868   0.394   0.000   0.024
    0.000000    0.470721   -2.386397   0.406   0.000  -0.024
    0.000000    0.502102   -2.438139   0.412   0.000  -0.068
    0.000000    0.533484   -2.496064   0.410   0.000  -0.110
    0.000000    0.564865   -2.559886   0.404   0.000  -0.144
    0.000000    0.596247   -2.629098   0.394   0.000  -0.174
    0.000000    0.627628   -2.703011   0.384   0.000  -0.200
    0.000000    0.659010   -2.780790   0.372   0.000  -0.224
    0.000000    0.690391   -2.861489   0.358   0.000  -0.244
    0.000000    0.721772   -2.944066   0.342   0.000  -0.262
    0.000000   -0.721772   -2.944066  -0.342   0.000   0.262
    0.000000   -0.690391   -2.861489  -0.358   0.000   0.244
    0.000000   -0.659010   -2.780790  -0.372   0.000   0.224
    0.000000   -0.627628   -2.703011  -0.384   0.000   0.200
    0.000000   -0.596247   -2.629098  -0.394   0.000   0.174
    0.000000   -0.564865   -2.559886  -0.404   0.000   0.144
    0.000000   -0.533484   -2.496064  -0.410   0.000   0.110
    0.000000   -0.502102   -2.438139  -0.412   0.000   0.068
    0.000000   -0.470721   -2.386397  -0.406   0.000   0.024
    0.000000   -0.439340   -2.340868  -0.394   0.000  -0.024
    0.000000   -0.407958   -2.301321  -0.372   0.000  -0.072
    0.000000   -0.376577   -2.267277  -0.336   0.000  -0.124
    0.000000   -0.345195   -2.238048  -0.288   0.000  -0.172
    0.000000   -0.313814   -2.212796  -0.222   0.000  -0.214
    0.000000   -0.282433   -2.190594  -0.138   0.000  -0.246
    0.000000   -0.251051   -2.170479  -0.042   0.000  -0.252
    0.000000   -0.219670   -2.151531   0.056   0.000  -0.232
    0.000000   -0.188288   -2.132964   0.140   0.000  -0.186
    0.000000   -0.156907   -2.113818   0.192   0.000  -0.136
    0.000000   -0.125526   -2.091369   0.238   0.000  -0.104
    0.000000   -0.094144   -2.056173   0.302   0.000  -0.110
    0.000000   -0.062763   -1.981378   0.394   0.000  -0.138
    0.000000   -0.031381   -1.860910   0.444   0.000  -0.098
    0.031465    0.000000   -1.870301   0.000   0.210   0.000
    0.031465    0.031381   -1.876218  -0.422   0.000  -0.040
    0.031465    0.062763   -1.967856  -0.400  -0.162   0.038
    0.031465    0.094144   -2.045910  -0.322  -0.212   0.066
    0.031465    0.125526   -2.089238  -0.258  -0.202   0.078
    0.031465    0.156907   -2.115744  -0.212  -0.188   0.112
    0.031465    0.188288   -2.136333  -0.154  -0.180   0.162
    0.031465    0.219670   -2.155011  -0.068  -0.172   0.212
    0.031465    0.251051   -2.173500   0.036  -0.158   0.234
    0.031465    0.282433   -2.193101   0.132  -0.142   0.226
    0.031465    0.313814   -2.215010   0.216  -0.124   0.198
    0.031465    0.345195   -2.240252   0.280  -0.108   0.160
    0.031465    0.376577   -2.269708   0.330  -0.094   0.116
    0.031465    0.407958   -2.304124   0.364  -0.084   0.066
    0.031465    0.439340   -2.344092   0.388  -0.074   0.018
    0.031465    0.470721   -2.390013   0.400  -0.066  -0.028
    0.031465    0.502102   -2.442068   0.406  -0.058  -0.072
    0.031465    0.533484   -2.500199   0.404  -0.052  -0.110
    0.031465    0.564865   -2.564116   0.400  -0.046  -0.144
    0.031465    0.596247   -2.633317   0.392  -0.040  -0.174
    0.031465    0.627628   -2.707122   0.382  -0.036  -0.200
    0.031465    0.659010   -2.784703   0.370  -0.030  -0.224
    0.031465    0.690391   -2.865112   0.356  -0.024  -0.244
    0.031465    0.721772   -2.947300   0.340  -0.018  -0.262
    0.031465   -0.721772   -2.947300  -0.340  -0.018   0.262
    0.031465   -0.690391   -2.865112  -0.356  -0.024   0.244
    0.031465   -0.659010   -2.784703  -0.370  -0.030   0.224
    0.031465   -0.627628   -2.707122  -0.382  -0.036   0.200
    0.031465   -0.596247   -2.633317  -0.392  -0.040   0.174
    0.031465   -0.564865   -2.564116  -0.400  -0.046   0.144
    0.031465   -0.533484   -2.500199  -0.404  -0.052   0.110
    0.031465   -0.502102   -2.442068  -0.406  -0.058   0.072
    0.031465   -0.470721   -2.390013  -0.400  -0.066   0.028
    0.031465   -0.439340   -2.344092  -0.388  -0.074  -0.018
    0.031465   -0.407958   -2.304124  -0.364  -0.084  -0.066
    0.031465   -0.376577   -2.269708  -0.330  -0.094  -0.116
    0.031465   -0.345195   -2.240252  -0.280  -0.108  -0.160
    0.031465   -0.313814   -2.215010  -0.216  -0.124  -0.198
    0.031465   -0.282433   -2.193101  -0.132  -0.142  -0.226
    0.031465   -0.251051   -2.173500  -0.036  -0.158  -0.234
    0.031465   -0.219670   -2.155011   0.068  -0.172  -0.212
    0.031465   -0.188288   -2.136333   0.154  -0.180  -0.162
    0.031465   -0.156907   -2.115744   0.212  -0.188  -0.112
    0.031465   -0.125526   -2.089238   0.258  -0.202  -0.078
    0.031465   -0.094144   -2.045910   0.322  -0.212  -0.066
    0.031465   -0.062763   -1.967856   0.400  -0.162  -0.038
    0.031465   -0.031381   -1.876218   0.422   0.000   0.040
    0.062930    0.000000   -1.886661   0.000   0.240   0.000
    0.062930    0.031381   -1.899288  -0.394   0.046  -0.102
    0.062930    0.062763   -1.963312  -0.412  -0.140  -0.058
    0.062930    0.094144   -2.037397  -0.356  -0.240  -0.002
    0.062930    0.125526   -2.090140  -0.294  -0.276   0.026
    0.062930    0.156907   -2.123888  -0.246  -0.290   0.056
    0.062930    0.188288   -2.147587  -0.188  -0.310   0.108
    0.062930    0.219670   -2.166368  -0.088  -0.308   0.160
    0.062930    0.251051   -2.183468   0.026  -0.282   0.180
    0.062930    0.282433   -2.201596   0.124  -0.248   0.176
    0.062930    0.313814   -2.222653   0.200  -0.218   0.156
    0.062930    0.345195   -2.247830   0.262  -0.192   0.126
    0.062930    0.376577   -2.277872   0.310  -0.172   0.086
    0.062930    0.407958   -2.313276   0.344  -0.154   0.046
    0.062930    0.439340   -2.354359   0.370  -0.138   0.004
    0.062930    0.470721   -2.401304   0.384  -0.124  -0.038
    0.062930    0.502102   -2.454148   0.390  -0.112  -0.076
    0.062930    0.533484   -2.512762   0.394  -0.100  -0.112
    0.062930    0.564865   -2.576844   0.390  -0.090  -0.146
    0.062930    0.596247   -2.645911   0.384  -0.080  -0.174
    0.062930    0.627628   -2.719311   0.374  -0.070  -0.200
    0.062930    0.659010   -2.796233   0.362  -0.058  -0.224
    0.062930    0.690391   -2.875728   0.350  -0.048  -0.244
    0.062930    0.721772   -2.956719   0.334  -0.034  -0.262
    0.062930   -0.721772   -2.956719  -0.334  -0.034   0.262
    0.062930   -0.690391   -2.875728  -0.350  -0.048   0.244
    0.062930   -0.659010   -2.796233  -0.362  -0.058   0.224
    0.062930   -0.627628   -2.719311  -0.374  -0.070   0.200
    0.062930   -0.596247   -2.645911  -0.384  -0.080   0.174
    0.062930   -0.564865   -2.576844  -0.390  -0.090   0.146
    0.062930   -0.533484   -2.512762  -0.394  -0.100   0.112
    0.062930   -0.502102   -2.454148  -0.390  -0.112   0.076
    0.062930   -0.470721   -2.401304  -0.384  -0.124   0.038
    0.062930   -0.439340   -2.354359  -0.370  -0.138  -0.004
    0.062930   -0.407958   -2.313276  -0.344  -0.154  -0.046
    0.062930   -0.376577   -2.277872  -0.310  -0.172  -0.086
    0.062930   -0.345195   -2.247830  -0.262  -0.192  -0.126
    0.062930   -0.313814   -2.222653  -0.200  -0.218  -0.156
    0.062930   -0.282433   -2.201596  -0.124  -0.248  -0.176
    0.062930   -0.251051   -2.183468  -0.026  -0.282  -0.180
    0.062930   -0.219670   -2.166368   0.088  -0.308  -0.160
    0.062930   -0.188288   -2.147587   0.188  -0.310  -0.108
    0.062930   -0.156907   -2.123888   0.246  -0.290  -0.056
    0.062930   -0.125526   -2.090140   0.294  -0.276  -0.026
    0.062930   -0.094144   -2.037397   0.356  -0.240   0.002
    0.062930   -0.062763   -1.963312   0.412  -0.140   0.058
    0.062930   -0.031381   -1.899288   0.394   0.046   0.102
    0.094395    0.000000   -1.918102   0.000   0.218   0.000
    0.094395    0.031381   -1.927880  -0.390   0.050  -0.112
    0.094395    0.062763   -1.977061  -0.420  -0.108  -0.094
    0.094395    0.094144   -2.044194  -0.382  -0.212  -0.048
    0.094395    0.125526   -2.100847  -0.318  -0.270  -0.024
    0.094395    0.156907   -2.140250  -0.260  -0.312  -0.012
    0.094395    0.188288   -2.167129  -0.188  -0.364   0.018
    0.094395    0.219670   -2.185958  -0.064  -0.372   0.070
    0.094395    0.251051   -2.201335   0.052  -0.330   0.098
    0.094395    0.282433   -2.217730   0.136  -0.296   0.104
    0.094395    0.313814   -2.237838   0.196  -0.266   0.096
    0.094395    0.345195   -2.263038   0.248  -0.244   0.078
    0.094395    0.376577   -2.293933   0.288  -0.222   0.050
    0.094395    0.407958   -2.330677   0.322  -0.202   0.018
    0.094395    0.439340   -2.373215   0.346  -0.184  -0.016
    0.094395    0.470721   -2.421418   0.362  -0.168  -0.052
    0.094395    0.502102   -2.475127   0.372  -0.152  -0.086
    0.094395    0.533484   -2.534132   0.376  -0.140  -0.116
    0.094395    0.564865   -2.598124   0.374  -0.126  -0.146
    0.094395    0.596247   -2.666662   0.370  -0.112  -0.174
    0.094395    0.627628   -2.739135   0.362  -0.098  -0.200
    0.094395    0.659010   -2.814766   0.352  -0.084  -0.222
    0.094395    0.690391   -2.892602   0.342  -0.066  -0.242
    0.094395    0.721772   -2.971499   0.328  -0.048  -0.264
    0.094395   -0.721772   -2.971499  -0.328  -0.048   0.264
    0.094395   -0.690391   -2.892602  -0.342  -0.066   0.242
    0.094395   -0.659010   -2.814766  -0.352  -0.084   0.222
    0.094395   -0.627628   -2.739135  -0.362  -0.098   0.200
    0.094395   -0.596247   -2.666662  -0.370  -0.112   0.174
    0.094395   -0.564865   -2.598124  -0.374  -0.126   0.146
    0.094395   -0.533484   -2.534132  -0.376  -0.140   0.116
    0.094395   -0.502102   -2.475127  -0.372  -0.152   0.086
    0.094395   -0.470721   -2.421418  -0.362  -0.168   0.052
    0.094395   -0.439340   -2.373215  -0.346  -0.184   0.016
    0.094395   -0.407958   -2.330677  -0.322  -0.202  -0.018
    0.094395   -0.376577   -2.293933  -0.288  -0.222  -0.050
    0.094395   -0.345195   -2.263038  -0.248  -0.244  -0.078
    0.094395   -0.313814   -2.237838  -0.196  -0.266  -0.096
    0.094395   -0.282433   -2.217730  -0.136  -0.296  -0.104
    0.094395   -0.251051   -2.201335  -0.052  -0.330  -0.098
