  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.297  -35.6272     0.000     0.998
    0.276  -35.6271     0.000     0.998
    0.255  -35.6272     0.000     0.998
    0.233  -35.6272     0.000     0.998
    0.212  -35.6272     0.000     0.998
    0.191  -35.6271     0.000     0.998
    0.170  -35.6271     0.000     0.998
    0.149  -35.6271     0.000     0.998
    0.127  -35.6271     0.000     0.998
    0.106  -35.6271     0.000     0.998
    0.085  -35.6271     0.000     0.998
    0.064  -35.6271     0.000     0.998
    0.042  -35.6271     0.000     0.998
    0.021  -35.6271     0.000     0.998
    0.000  -35.6271     0.000     0.998
 
# Band-Index:    3
    0.000  -35.6271     0.000     0.998
    0.021  -35.6271     0.000     0.998
    0.042  -35.6271     0.000     0.998
    0.064  -35.6271     0.000     0.998
    0.085  -35.6271     0.000     0.998
    0.106  -35.6271     0.000     0.998
    0.127  -35.6271     0.000     0.998
    0.149  -35.6271     0.000     0.998
    0.170  -35.6271     0.000     0.998
    0.191  -35.6271     0.000     0.998
    0.212  -35.6271     0.000     0.998
    0.233  -35.6271     0.000     0.998
    0.255  -35.6271     0.000     0.998
    0.276  -35.6271     0.000     0.998
    0.297  -35.6271     0.000     0.998
    0.318  -35.6271     0.000     0.998
    0.340  -35.6271     0.000     0.998
    0.361  -35.6271     0.000     0.998
    0.382  -35.6270     0.000     0.998
    0.403  -35.6271     0.000     0.998
    0.403  -35.6271     0.000     0.998
    0.450  -35.6271     0.000     0.998
    0.496  -35.6271     0.000     0.998
    0.542  -35.6271     0.000     0.998
    0.588  -35.6271     0.000     0.998
    0.635  -35.6271     0.000     0.998
    0.681  -35.6270     0.000     0.998
    0.727  -35.6270     0.000     0.998
    0.774  -35.6270     0.000     0.998
    0.820  -35.6270     0.000     0.998
    0.866  -35.6270     0.000     0.998
    0.913  -35.6270     0.000     0.998
    0.959  -35.6269     0.000     0.998
    1.005  -35.6269     0.000     0.998
    1.052  -35.6269     0.000     0.998
    1.098  -35.6269     0.000     0.998
    1.144  -35.6269     0.000     0.998
    1.191  -35.6269     0.000     0.998
    1.237  -35.6269     0.000     0.998
    1.283  -35.6269     0.000     0.998
    1.283  -35.6269     0.000     0.998
    1.330  -35.6269     0.000     0.998
    1.376  -35.6269     0.000     0.998
    1.422  -35.6269     0.000     0.998
    1.469  -35.6269     0.000     0.998
    1.515  -35.6269     0.000     0.998
    1.561  -35.6269     0.000     0.998
    1.608  -35.6269     0.000     0.998
    1.654  -35.6270     0.000     0.998
    1.700  -35.6270     0.000     0.998
    1.746  -35.6270     0.000     0.999
    1.793  -35.6270     0.000     0.998
    1.839  -35.6270     0.000     0.998
    1.885  -35.6270     0.000     0.998
    1.932  -35.6271     0.000     0.998
    1.978  -35.6271     0.000     0.998
    2.024  -35.6271     0.000     0.998
    2.071  -35.6271     0.000     0.998
    2.117  -35.6271     0.000     0.998
    2.163  -35.6271     0.000     0.998
    2.163  -35.6271     0.000     0.998
    2.205  -35.6271     0.000     0.998
    2.246  -35.6271     0.000     0.998
    2.287  -35.6271     0.000     0.998
    2.328  -35.6270     0.000     0.998
    2.369  -35.6270     0.000     0.998
    2.410  -35.6270     0.000     0.998
    2.452  -35.6270     0.000     0.998
    2.493  -35.6270     0.000     0.998
    2.534  -35.6270     0.000     0.998
    2.575  -35.6270     0.000     0.998
    2.616  -35.6270     0.000     0.998
    2.657  -35.6270     0.000     0.998
    2.699  -35.6269     0.000     0.998
    2.740  -35.6269     0.000     0.998
    2.781  -35.6269     0.000     0.998
    2.822  -35.6269     0.000     0.998
    2.863  -35.6269     0.000     0.998
    2.904  -35.6269     0.000     0.998
    2.946  -35.6269     0.000     0.998
 
# Band-Index:    4
    2.946  -35.6269     0.000     0.998
    2.904  -35.6269     0.000     0.998
    2.863  -35.6269     0.000     0.998
    2.822  -35.6269     0.000     0.998
    2.781  -35.6269     0.000     0.998
    2.740  -35.6269     0.000     0.998
    2.699  -35.6269     0.000     0.998
    2.657  -35.6269     0.000     0.998
    2.616  -35.6269     0.000     0.998
    2.575  -35.6269     0.000     0.998
    2.534  -35.6270     0.000     0.998
    2.493  -35.6270     0.000     0.998
    2.452  -35.6270     0.000     0.998
    2.410  -35.6270     0.000     0.998
    2.369  -35.6270     0.000     0.998
    2.328  -35.6270     0.000     0.998
    2.287  -35.6270     0.000     0.998
    2.246  -35.6270     0.000     0.998
    2.205  -35.6270     0.000     0.998
    2.163  -35.6271     0.000     0.998
    2.163  -35.6271     0.000     0.998
    2.117  -35.6270     0.000     0.998
    2.071  -35.6270     0.000     0.998
    2.024  -35.6270     0.000     0.998
    1.978  -35.6270     0.000     0.998
    1.932  -35.6270     0.000     0.998
    1.885  -35.6270     0.000     0.998
    1.839  -35.6270     0.000     0.998
    1.793  -35.6270     0.000     0.998
    1.746  -35.6270     0.000     0.998
    1.700  -35.6269     0.000     0.998
    1.654  -35.6269     0.000     0.998
    1.608  -35.6269     0.000     0.998
    1.561  -35.6269     0.000     0.998
    1.515  -35.6269     0.000     0.998
    1.469  -35.6269     0.000     0.998
    1.422  -35.6269     0.000     0.998
    1.376  -35.6269     0.000     0.998
    1.330  -35.6269     0.000     0.998
    1.283  -35.6269     0.000     0.998
    1.283  -35.6269     0.000     0.998
    1.237  -35.6269     0.000     0.998
    1.191  -35.6269     0.000     0.998
    1.144  -35.6269     0.000     0.998
    1.098  -35.6269     0.000     0.998
    1.052  -35.6269     0.000     0.998
    1.005  -35.6269     0.000     0.998
    0.959  -35.6269     0.000     0.998
    0.913  -35.6269     0.000     0.998
    0.866  -35.6269     0.000     0.998
    0.820  -35.6270     0.000     0.998
    0.774  -35.6270     0.000     0.998
    0.727  -35.6270     0.000     0.998
    0.681  -35.6270     0.000     0.998
    0.635  -35.6270     0.000     0.998
    0.588  -35.6270     0.000     0.998
    0.542  -35.6270     0.000     0.998
    0.496  -35.6270     0.000     0.998
    0.450  -35.6270     0.000     0.998
    0.403  -35.6271     0.000     0.998
    0.403  -35.6271     0.000     0.998
    0.382  -35.6270     0.000     0.998
    0.361  -35.6271     0.000     0.998
    0.340  -35.6271     0.000     0.998
    0.318  -35.6271     0.000     0.998
    0.297  -35.6271     0.000     0.998
    0.276  -35.6271     0.000     0.998
    0.255  -35.6271     0.000     0.998
    0.233  -35.6270     0.000     0.998
    0.212  -35.6270     0.000     0.998
    0.191  -35.6271     0.000     0.998
    0.170  -35.6271     0.000     0.998
    0.149  -35.6271     0.000     0.998
    0.127  -35.6271     0.000     0.998
    0.106  -35.6271     0.000     0.998
    0.085  -35.6271     0.000     0.998
    0.064  -35.6271     0.000     0.998
    0.042  -35.6271     0.000     0.998
    0.021  -35.6271     0.000     0.998
    0.000  -35.6271     0.000     0.998
 
# Band-Index:    5
    0.000  -35.5958     0.000     0.998
    0.021  -35.5958     0.000     0.998
    0.042  -35.5958     0.000     0.998
    0.064  -35.5958     0.000     0.998
    0.085  -35.5958     0.000     0.998
    0.106  -35.5958     0.000     0.998
    0.127  -35.5958     0.000     0.998
    0.149  -35.5958     0.000     0.998
    0.170  -35.5958     0.000     0.998
    0.191  -35.5958     0.000     0.998
    0.212  -35.5958     0.000     0.998
    0.233  -35.5958     0.000     0.998
    0.255  -35.5958     0.000     0.998
    0.276  -35.5958     0.000     0.998
    0.297  -35.5958     0.000     0.998
    0.318  -35.5958     0.000     0.998
    0.340  -35.5958     0.000     0.998
    0.361  -35.5958     0.000     0.998
    0.382  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.450  -35.5958     0.000     0.998
    0.496  -35.5958     0.000     0.998
    0.542  -35.5958     0.000     0.998
    0.588  -35.5958     0.000     0.998
    0.635  -35.5958     0.000     0.998
    0.681  -35.5958     0.000     0.998
    0.727  -35.5958     0.000     0.998
    0.774  -35.5958     0.000     0.998
    0.820  -35.5958     0.000     0.998
    0.866  -35.5958     0.000     0.998
    0.913  -35.5958     0.000     0.998
    0.959  -35.5958     0.000     0.998
    1.005  -35.5958     0.000     0.998
    1.052  -35.5957     0.000     0.998
    1.098  -35.5957     0.000     0.998
    1.144  -35.5957     0.000     0.998
    1.191  -35.5957     0.000     0.998
    1.237  -35.5957     0.000     0.998
    1.283  -35.5957     0.000     0.999
    1.283  -35.5957     0.000     0.998
    1.330  -35.5957     0.000     0.998
    1.376  -35.5957     0.000     0.998
    1.422  -35.5957     0.000     0.998
    1.469  -35.5957     0.000     0.998
    1.515  -35.5957     0.000     0.998
    1.561  -35.5958     0.000     0.998
    1.608  -35.5958     0.000     0.998
    1.654  -35.5958     0.000     0.998
    1.700  -35.5958     0.000     0.998
    1.746  -35.5958     0.000     0.998
    1.793  -35.5958     0.000     0.998
    1.839  -35.5958     0.000     0.998
    1.885  -35.5958     0.000     0.998
    1.932  -35.5958     0.000     0.998
    1.978  -35.5958     0.000     0.998
    2.024  -35.5958     0.000     0.998
    2.071  -35.5958     0.000     0.998
    2.117  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.205  -35.5958     0.000     0.998
    2.246  -35.5958     0.000     0.998
    2.287  -35.5958     0.000     0.998
    2.328  -35.5958     0.000     0.998
    2.369  -35.5958     0.000     0.998
    2.410  -35.5958     0.000     0.998
    2.452  -35.5958     0.000     0.998
    2.493  -35.5958     0.000     0.998
    2.534  -35.5958     0.000     0.998
    2.575  -35.5958     0.000     0.998
    2.616  -35.5958     0.000     0.998
    2.657  -35.5958     0.000     0.998
    2.699  -35.5958     0.000     0.998
    2.740  -35.5958     0.000     0.998
    2.781  -35.5957     0.000     0.998
    2.822  -35.5957     0.000     0.998
    2.863  -35.5957     0.000     0.998
    2.904  -35.5957     0.000     0.998
    2.946  -35.5957     0.000     0.999
 
# Band-Index:    6
    2.946  -35.5957     0.000     0.999
    2.904  -35.5957     0.000     0.998
    2.863  -35.5957     0.000     0.998
    2.822  -35.5957     0.000     0.998
    2.781  -35.5957     0.000     0.998
    2.740  -35.5957     0.000     0.998
    2.699  -35.5958     0.000     0.998
    2.657  -35.5958     0.000     0.998
    2.616  -35.5958     0.000     0.998
    2.575  -35.5958     0.000     0.998
    2.534  -35.5958     0.000     0.998
    2.493  -35.5958     0.000     0.998
    2.452  -35.5958     0.000     0.998
    2.410  -35.5958     0.000     0.998
    2.369  -35.5958     0.000     0.998
    2.328  -35.5958     0.000     0.998
    2.287  -35.5958     0.000     0.998
    2.246  -35.5958     0.000     0.998
    2.205  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.117  -35.5958     0.000     0.998
    2.071  -35.5958     0.000     0.998
    2.024  -35.5958     0.000     0.998
    1.978  -35.5958     0.000     0.998
    1.932  -35.5958     0.000     0.998
    1.885  -35.5958     0.000     0.998
    1.839  -35.5958     0.000     0.998
    1.793  -35.5958     0.000     0.998
    1.746  -35.5958     0.000     0.998
    1.700  -35.5958     0.000     0.998
    1.654  -35.5958     0.000     0.998
    1.608  -35.5958     0.000     0.998
    1.561  -35.5957     0.000     0.998
    1.515  -35.5957     0.000     0.998
    1.469  -35.5957     0.000     0.998
    1.422  -35.5957     0.000     0.998
    1.376  -35.5957     0.000     0.998
    1.330  -35.5957     0.000     0.998
    1.283  -35.5957     0.000     0.998
    1.283  -35.5957     0.000     0.999
    1.237  -35.5957     0.000     0.998
    1.191  -35.5957     0.000     0.998
    1.144  -35.5957     0.000     0.998
    1.098  -35.5957     0.000     0.998
    1.052  -35.5957     0.000     0.998
    1.005  -35.5957     0.000     0.998
    0.959  -35.5958     0.000     0.998
    0.913  -35.5958     0.000     0.998
    0.866  -35.5958     0.000     0.998
    0.820  -35.5958     0.000     0.998
    0.774  -35.5958     0.000     0.998
    0.727  -35.5958     0.000     0.998
    0.681  -35.5958     0.000     0.998
    0.635  -35.5958     0.000     0.998
    0.588  -35.5958     0.000     0.998
    0.542  -35.5958     0.000     0.998
    0.496  -35.5958     0.000     0.998
    0.450  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.382  -35.5958     0.000     0.998
    0.361  -35.5958     0.000     0.998
    0.340  -35.5958     0.000     0.998
    0.318  -35.5958     0.000     0.998
    0.297  -35.5958     0.000     0.998
    0.276  -35.5958     0.000     0.998
    0.255  -35.5958     0.000     0.998
    0.233  -35.5958     0.000     0.998
    0.212  -35.5958     0.000     0.998
    0.191  -35.5958     0.000     0.998
    0.170  -35.5958     0.000     0.998
    0.149  -35.5958     0.000     0.998
    0.127  -35.5958     0.000     0.998
    0.106  -35.5958     0.000     0.998
    0.085  -35.5958     0.000     0.998
    0.064  -35.5958     0.000     0.998
    0.042  -35.5958     0.000     0.998
    0.021  -35.5958     0.000     0.998
    0.000  -35.5958     0.000     0.998
 
# Band-Index:    7
    0.000  -35.5958     0.000     0.998
    0.021  -35.5958     0.000     0.998
    0.042  -35.5958     0.000     0.998
    0.064  -35.5958     0.000     0.998
    0.085  -35.5958     0.000     0.998
    0.106  -35.5958     0.000     0.998
    0.127  -35.5958     0.000     0.998
    0.149  -35.5958     0.000     0.998
    0.170  -35.5958     0.000     0.998
    0.191  -35.5958     0.000     0.998
    0.212  -35.5958     0.000     0.998
    0.233  -35.5958     0.000     0.998
    0.255  -35.5958     0.000     0.998
    0.276  -35.5958     0.000     0.998
    0.297  -35.5958     0.000     0.998
    0.318  -35.5958     0.000     0.998
    0.340  -35.5958     0.000     0.998
    0.361  -35.5958     0.000     0.998
    0.382  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.450  -35.5958     0.000     0.998
    0.496  -35.5958     0.000     0.998
    0.542  -35.5958     0.000     0.998
    0.588  -35.5958     0.000     0.998
    0.635  -35.5958     0.000     0.998
    0.681  -35.5958     0.000     0.998
    0.727  -35.5958     0.000     0.998
    0.774  -35.5958     0.000     0.998
    0.820  -35.5958     0.000     0.998
    0.866  -35.5958     0.000     0.998
    0.913  -35.5957     0.000     0.998
    0.959  -35.5957     0.000     0.998
    1.005  -35.5957     0.000     0.998
    1.052  -35.5957     0.000     0.998
    1.098  -35.5957     0.000     0.998
    1.144  -35.5957     0.000     0.998
    1.191  -35.5957     0.000     0.998
    1.237  -35.5957     0.000     0.998
    1.283  -35.5957     0.000     0.998
    1.283  -35.5957     0.000     0.999
    1.330  -35.5957     0.000     0.999
    1.376  -35.5957     0.000     0.998
    1.422  -35.5957     0.000     0.998
    1.469  -35.5957     0.000     0.998
    1.515  -35.5957     0.000     0.998
    1.561  -35.5957     0.000     0.998
    1.608  -35.5957     0.000     0.998
    1.654  -35.5957     0.000     0.998
    1.700  -35.5958     0.000     0.998
    1.746  -35.5958     0.000     0.998
    1.793  -35.5958     0.000     0.998
    1.839  -35.5958     0.000     0.998
    1.885  -35.5958     0.000     0.998
    1.932  -35.5958     0.000     0.998
    1.978  -35.5958     0.000     0.998
    2.024  -35.5958     0.000     0.998
    2.071  -35.5958     0.000     0.998
    2.117  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.205  -35.5958     0.000     0.998
    2.246  -35.5958     0.000     0.998
    2.287  -35.5958     0.000     0.998
    2.328  -35.5958     0.000     0.998
    2.369  -35.5958     0.000     0.998
    2.410  -35.5958     0.000     0.998
    2.452  -35.5958     0.000     0.998
    2.493  -35.5958     0.000     0.998
    2.534  -35.5958     0.000     0.998
    2.575  -35.5958     0.000     0.998
    2.616  -35.5958     0.000     0.998
    2.657  -35.5958     0.000     0.998
    2.699  -35.5957     0.000     0.998
    2.740  -35.5957     0.000     0.998
    2.781  -35.5957     0.000     0.998
    2.822  -35.5957     0.000     0.998
    2.863  -35.5957     0.000     0.998
    2.904  -35.5957     0.000     0.998
    2.946  -35.5957     0.000     0.999
 
# Band-Index:    8
    2.946  -35.5957     0.000     0.999
    2.904  -35.5957     0.000     0.998
    2.863  -35.5957     0.000     0.998
    2.822  -35.5957     0.000     0.998
    2.781  -35.5957     0.000     0.998
    2.740  -35.5957     0.000     0.998
    2.699  -35.5957     0.000     0.998
    2.657  -35.5957     0.000     0.998
    2.616  -35.5957     0.000     0.998
    2.575  -35.5958     0.000     0.998
    2.534  -35.5958     0.000     0.998
    2.493  -35.5958     0.000     0.998
    2.452  -35.5958     0.000     0.998
    2.410  -35.5958     0.000     0.998
    2.369  -35.5958     0.000     0.998
    2.328  -35.5958     0.000     0.998
    2.287  -35.5958     0.000     0.998
    2.246  -35.5958     0.000     0.998
    2.205  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.163  -35.5958     0.000     0.998
    2.117  -35.5958     0.000     0.998
    2.071  -35.5958     0.000     0.998
    2.024  -35.5958     0.000     0.998
    1.978  -35.5958     0.000     0.998
    1.932  -35.5958     0.000     0.998
    1.885  -35.5958     0.000     0.998
    1.839  -35.5958     0.000     0.998
    1.793  -35.5958     0.000     0.998
    1.746  -35.5958     0.000     0.998
    1.700  -35.5957     0.000     0.998
    1.654  -35.5957     0.000     0.998
    1.608  -35.5957     0.000     0.998
    1.561  -35.5957     0.000     0.998
    1.515  -35.5957     0.000     0.998
    1.469  -35.5957     0.000     0.998
    1.422  -35.5957     0.000     0.998
    1.376  -35.5957     0.000     0.998
    1.330  -35.5957     0.000     0.999
    1.283  -35.5957     0.000     0.999
    1.283  -35.5957     0.000     0.998
    1.237  -35.5957     0.000     0.998
    1.191  -35.5957     0.000     0.998
    1.144  -35.5957     0.000     0.998
    1.098  -35.5957     0.000     0.998
    1.052  -35.5957     0.000     0.998
    1.005  -35.5957     0.000     0.998
    0.959  -35.5957     0.000     0.998
    0.913  -35.5957     0.000     0.998
    0.866  -35.5957     0.000     0.998
    0.820  -35.5958     0.000     0.998
    0.774  -35.5958     0.000     0.998
    0.727  -35.5958     0.000     0.998
    0.681  -35.5958     0.000     0.998
    0.635  -35.5958     0.000     0.998
    0.588  -35.5958     0.000     0.998
    0.542  -35.5958     0.000     0.998
    0.496  -35.5958     0.000     0.998
    0.450  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.403  -35.5958     0.000     0.998
    0.382  -35.5958     0.000     0.998
    0.361  -35.5958     0.000     0.998
    0.340  -35.5958     0.000     0.998
    0.318  -35.5958     0.000     0.998
    0.297  -35.5958     0.000     0.998
    0.276  -35.5958     0.000     0.998
    0.255  -35.5958     0.000     0.998
    0.233  -35.5958     0.000     0.998
    0.212  -35.5958     0.000     0.998
    0.191  -35.5958     0.000     0.998
    0.170  -35.5958     0.000     0.998
    0.149  -35.5958     0.000     0.998
    0.127  -35.5958     0.000     0.998
    0.106  -35.5958     0.000     0.998
    0.085  -35.5958     0.000     0.998
    0.064  -35.5958     0.000     0.998
    0.042  -35.5958     0.000     0.998
    0.021  -35.5958     0.000     0.998
    0.000  -35.5958     0.000     0.998
 
# Band-Index:    9
    0.000  -34.9058     0.000     0.998
    0.021  -34.9058     0.000     0.998
    0.042  -34.9058     0.000     0.998
    0.064  -34.9058     0.000     0.998
    0.085  -34.9058     0.000     0.998
    0.106  -34.9058     0.000     0.998
    0.127  -34.9059     0.000     0.998
    0.149  -34.9059     0.000     0.998
    0.170  -34.9059     0.000     0.998
    0.191  -34.9059     0.000     0.998
    0.212  -34.9059     0.000     0.998
    0.233  -34.9059     0.000     0.998
    0.255  -34.9059     0.000     0.998
    0.276  -34.9059     0.000     0.998
    0.297  -34.9059     0.000     0.998
    0.318  -34.9059     0.000     0.998
    0.340  -34.9059     0.000     0.998
    0.361  -34.9059     0.000     0.998
    0.382  -34.9059     0.000     0.998
    0.403  -34.9059     0.000     0.998
    0.403  -34.9059     0.000     0.998
    0.450  -34.9059     0.000     0.998
    0.496  -34.9059     0.000     0.998
    0.542  -34.9059     0.000     0.998
    0.588  -34.9059     0.000     0.998
    0.635  -34.9059     0.000     0.998
    0.681  -34.9058     0.000     0.998
    0.727  -34.9058     0.000     0.998
    0.774  -34.9058     0.000     0.998
    0.820  -34.9057     0.000     0.998
    0.866  -34.9057     0.000     0.998
    0.913  -34.9056     0.000     0.998
    0.959  -34.9056     0.000     0.998
    1.005  -34.9056     0.000     0.998
    1.052  -34.9056     0.000     0.998
    1.098  -34.9055     0.000     0.998
    1.144  -34.9055     0.000     0.998
    1.191  -34.9055     0.000     0.998
    1.237  -34.9055     0.000     0.998
    1.283  -34.9055     0.000     0.999
    1.283  -34.9055     0.000     0.999
    1.330  -34.9055     0.000     0.998
    1.376  -34.9055     0.000     0.998
    1.422  -34.9055     0.000     0.998
    1.469  -34.9055     0.000     0.998
    1.515  -34.9056     0.000     0.998
    1.561  -34.9056     0.000     0.998
    1.608  -34.9056     0.000     0.998
    1.654  -34.9056     0.000     0.998
    1.700  -34.9057     0.000     0.998
    1.746  -34.9057     0.000     0.998
    1.793  -34.9058     0.000     0.998
    1.839  -34.9058     0.000     0.998
    1.885  -34.9058     0.000     0.998
    1.932  -34.9059     0.000     0.998
    1.978  -34.9059     0.000     0.998
    2.024  -34.9059     0.000     0.998
    2.071  -34.9059     0.000     0.998
    2.117  -34.9059     0.000     0.998
    2.163  -34.9059     0.000     0.998
    2.163  -34.9059     0.000     0.998
    2.205  -34.9059     0.000     0.998
    2.246  -34.9059     0.000     0.998
    2.287  -34.9059     0.000     0.998
    2.328  -34.9059     0.000     0.998
    2.369  -34.9059     0.000     0.998
    2.410  -34.9058     0.000     0.998
    2.452  -34.9058     0.000     0.998
    2.493  -34.9058     0.000     0.998
    2.534  -34.9057     0.000     0.998
    2.575  -34.9057     0.000     0.998
    2.616  -34.9057     0.000     0.998
    2.657  -34.9056     0.000     0.998
    2.699  -34.9056     0.000     0.998
    2.740  -34.9056     0.000     0.998
    2.781  -34.9055     0.000     0.998
    2.822  -34.9055     0.000     0.998
    2.863  -34.9055     0.000     0.998
    2.904  -34.9055     0.000     0.998
    2.946  -34.9055     0.000     0.999
 
# Band-Index:   10
    2.946  -34.9055     0.000     0.999
    2.904  -34.9055     0.000     0.998
    2.863  -34.9055     0.000     0.998
    2.822  -34.9055     0.000     0.998
    2.781  -34.9055     0.000     0.998
    2.740  -34.9055     0.000     0.998
