  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    0.135  -35.7480     0.000     0.998
    0.112  -35.7479     0.000     0.998
    0.090  -35.7479     0.000     0.998
    0.067  -35.7479     0.000     0.998
    0.045  -35.7479     0.000     0.998
    0.022  -35.7479     0.000     0.998
    0.000  -35.7479     0.000     0.998
 
# Band-Index:    3
    0.000  -35.7479     0.000     0.998
    0.022  -35.7479     0.000     0.998
    0.045  -35.7479     0.000     0.998
    0.067  -35.7479     0.000     0.998
    0.090  -35.7479     0.000     0.998
    0.112  -35.7478     0.000     0.998
    0.135  -35.7478     0.000     0.998
    0.157  -35.7478     0.000     0.998
    0.179  -35.7478     0.000     0.998
    0.202  -35.7478     0.000     0.998
    0.224  -35.7478     0.000     0.998
    0.247  -35.7478     0.000     0.998
    0.269  -35.7478     0.000     0.998
    0.291  -35.7478     0.000     0.998
    0.314  -35.7477     0.000     0.998
    0.336  -35.7477     0.000     0.998
    0.359  -35.7477     0.000     0.998
    0.381  -35.7477     0.000     0.998
    0.404  -35.7477     0.000     0.998
    0.426  -35.7477     0.000     0.998
    0.426  -35.7477     0.000     0.998
    0.473  -35.7477     0.000     0.998
    0.520  -35.7477     0.000     0.998
    0.567  -35.7477     0.000     0.998
    0.614  -35.7478     0.000     0.998
    0.660  -35.7478     0.000     0.998
    0.707  -35.7478     0.000     0.998
    0.754  -35.7478     0.000     0.998
    0.801  -35.7478     0.000     0.998
    0.848  -35.7477     0.000     0.998
    0.895  -35.7477     0.000     0.998
    0.942  -35.7477     0.000     0.998
    0.989  -35.7477     0.000     0.998
    1.035  -35.7477     0.000     0.998
    1.082  -35.7477     0.000     0.998
    1.129  -35.7477     0.000     0.998
    1.176  -35.7477     0.000     0.998
    1.223  -35.7477     0.000     0.998
    1.270  -35.7477     0.000     0.998
    1.317  -35.7476     0.000     0.998
    1.317  -35.7476     0.000     0.999
    1.364  -35.7477     0.000     0.998
    1.411  -35.7477     0.000     0.998
    1.457  -35.7477     0.000     0.998
    1.504  -35.7477     0.000     0.998
    1.551  -35.7477     0.000     0.998
    1.598  -35.7477     0.000     0.998
    1.645  -35.7477     0.000     0.998
    1.692  -35.7477     0.000     0.998
    1.739  -35.7477     0.000     0.998
    1.786  -35.7477     0.000     0.998
    1.832  -35.7478     0.000     0.998
    1.879  -35.7478     0.000     0.998
    1.926  -35.7478     0.000     0.998
    1.973  -35.7478     0.000     0.998
    2.020  -35.7478     0.000     0.998
    2.067  -35.7477     0.000     0.998
    2.114  -35.7477     0.000     0.998
    2.161  -35.7477     0.000     0.998
    2.208  -35.7477     0.000     0.998
    2.208  -35.7477     0.000     0.998
    2.249  -35.7477     0.000     0.998
    2.290  -35.7477     0.000     0.998
    2.331  -35.7477     0.000     0.998
    2.372  -35.7477     0.000     0.998
    2.413  -35.7477     0.000     0.998
    2.455  -35.7478     0.000     0.998
    2.496  -35.7477     0.000     0.998
    2.537  -35.7477     0.000     0.998
    2.578  -35.7477     0.000     0.998
    2.619  -35.7477     0.000     0.998
    2.660  -35.7477     0.000     0.998
    2.702  -35.7477     0.000     0.998
    2.743  -35.7477     0.000     0.998
    2.784  -35.7477     0.000     0.998
    2.825  -35.7477     0.000     0.998
    2.866  -35.7477     0.000     0.998
    2.907  -35.7476     0.000     0.998
    2.949  -35.7476     0.000     0.998
    2.990  -35.7476     0.000     0.998
 
# Band-Index:    4
    2.990  -35.7476     0.000     0.998
    2.949  -35.7476     0.000     0.998
    2.907  -35.7476     0.000     0.998
    2.866  -35.7476     0.000     0.998
    2.825  -35.7476     0.000     0.998
    2.784  -35.7476     0.000     0.998
    2.743  -35.7476     0.000     0.998
    2.702  -35.7476     0.000     0.998
    2.660  -35.7476     0.000     0.998
    2.619  -35.7476     0.000     0.998
    2.578  -35.7477     0.000     0.998
    2.537  -35.7477     0.000     0.998
    2.496  -35.7477     0.000     0.998
    2.455  -35.7477     0.000     0.998
    2.413  -35.7477     0.000     0.998
    2.372  -35.7477     0.000     0.998
    2.331  -35.7477     0.000     0.998
    2.290  -35.7477     0.000     0.998
    2.249  -35.7477     0.000     0.998
    2.208  -35.7477     0.000     0.998
    2.208  -35.7477     0.000     0.998
    2.161  -35.7477     0.000     0.998
    2.114  -35.7477     0.000     0.998
    2.067  -35.7477     0.000     0.998
    2.020  -35.7477     0.000     0.998
    1.973  -35.7477     0.000     0.998
    1.926  -35.7477     0.000     0.998
    1.879  -35.7477     0.000     0.998
    1.832  -35.7477     0.000     0.998
    1.786  -35.7477     0.000     0.998
    1.739  -35.7477     0.000     0.998
    1.692  -35.7477     0.000     0.998
    1.645  -35.7477     0.000     0.998
    1.598  -35.7477     0.000     0.998
    1.551  -35.7476     0.000     0.998
    1.504  -35.7476     0.000     0.998
    1.457  -35.7476     0.000     0.998
    1.411  -35.7476     0.000     0.998
    1.364  -35.7476     0.000     0.998
    1.317  -35.7476     0.000     0.998
    1.317  -35.7476     0.000     0.999
    1.270  -35.7476     0.000     0.998
    1.223  -35.7476     0.000     0.998
    1.176  -35.7476     0.000     0.998
    1.129  -35.7476     0.000     0.998
    1.082  -35.7476     0.000     0.998
    1.035  -35.7477     0.000     0.998
    0.989  -35.7477     0.000     0.998
    0.942  -35.7477     0.000     0.998
    0.895  -35.7477     0.000     0.998
    0.848  -35.7477     0.000     0.998
    0.801  -35.7477     0.000     0.998
    0.754  -35.7477     0.000     0.998
    0.707  -35.7477     0.000     0.998
    0.660  -35.7477     0.000     0.998
    0.614  -35.7477     0.000     0.998
    0.567  -35.7477     0.000     0.998
    0.520  -35.7477     0.000     0.998
    0.473  -35.7477     0.000     0.998
    0.426  -35.7477     0.000     0.998
    0.426  -35.7477     0.000     0.998
    0.404  -35.7477     0.000     0.998
    0.381  -35.7477     0.000     0.998
    0.359  -35.7477     0.000     0.998
    0.336  -35.7477     0.000     0.998
    0.314  -35.7477     0.000     0.998
    0.291  -35.7477     0.000     0.998
    0.269  -35.7478     0.000     0.998
    0.247  -35.7478     0.000     0.998
    0.224  -35.7478     0.000     0.998
    0.202  -35.7478     0.000     0.998
    0.179  -35.7478     0.000     0.998
    0.157  -35.7478     0.000     0.998
    0.135  -35.7478     0.000     0.998
    0.112  -35.7478     0.000     0.998
    0.090  -35.7478     0.000     0.998
    0.067  -35.7479     0.000     0.998
    0.045  -35.7479     0.000     0.998
    0.022  -35.7479     0.000     0.998
    0.000  -35.7479     0.000     0.998
 
# Band-Index:    5
    0.000  -35.7213     0.000     0.998
    0.022  -35.7213     0.000     0.998
    0.045  -35.7213     0.000     0.998
    0.067  -35.7212     0.000     0.998
    0.090  -35.7213     0.000     0.998
    0.112  -35.7213     0.000     0.998
    0.135  -35.7213     0.000     0.998
    0.157  -35.7213     0.000     0.998
    0.179  -35.7213     0.000     0.998
    0.202  -35.7213     0.000     0.998
    0.224  -35.7213     0.000     0.998
    0.247  -35.7213     0.000     0.998
    0.269  -35.7213     0.000     0.998
    0.291  -35.7213     0.000     0.998
    0.314  -35.7213     0.000     0.998
    0.336  -35.7213     0.000     0.998
    0.359  -35.7213     0.000     0.998
    0.381  -35.7213     0.000     0.998
    0.404  -35.7213     0.000     0.998
    0.426  -35.7213     0.000     0.998
    0.426  -35.7213     0.000     0.998
    0.473  -35.7213     0.000     0.998
    0.520  -35.7213     0.000     0.998
    0.567  -35.7213     0.000     0.998
    0.614  -35.7213     0.000     0.998
    0.660  -35.7213     0.000     0.998
    0.707  -35.7213     0.000     0.998
    0.754  -35.7213     0.000     0.998
    0.801  -35.7212     0.000     0.998
    0.848  -35.7212     0.000     0.998
    0.895  -35.7212     0.000     0.998
    0.942  -35.7212     0.000     0.998
    0.989  -35.7212     0.000     0.998
    1.035  -35.7212     0.000     0.998
    1.082  -35.7212     0.000     0.998
    1.129  -35.7212     0.000     0.998
    1.176  -35.7212     0.000     0.998
    1.223  -35.7212     0.000     0.998
    1.270  -35.7212     0.000     0.998
    1.317  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.998
    1.364  -35.7212     0.000     0.998
    1.411  -35.7212     0.000     0.998
    1.457  -35.7212     0.000     0.998
    1.504  -35.7212     0.000     0.998
    1.551  -35.7212     0.000     0.998
    1.598  -35.7212     0.000     0.998
    1.645  -35.7212     0.000     0.998
    1.692  -35.7212     0.000     0.998
    1.739  -35.7212     0.000     0.998
    1.786  -35.7212     0.000     0.998
    1.832  -35.7212     0.000     0.998
    1.879  -35.7213     0.000     0.998
    1.926  -35.7213     0.000     0.998
    1.973  -35.7213     0.000     0.998
    2.020  -35.7213     0.000     0.998
    2.067  -35.7213     0.000     0.998
    2.114  -35.7213     0.000     0.998
    2.161  -35.7213     0.000     0.998
    2.208  -35.7213     0.000     0.998
    2.208  -35.7213     0.000     0.998
    2.249  -35.7213     0.000     0.998
    2.290  -35.7213     0.000     0.998
    2.331  -35.7213     0.000     0.998
    2.372  -35.7213     0.000     0.998
    2.413  -35.7213     0.000     0.998
    2.455  -35.7213     0.000     0.998
    2.496  -35.7213     0.000     0.998
    2.537  -35.7213     0.000     0.998
    2.578  -35.7212     0.000     0.998
    2.619  -35.7212     0.000     0.998
    2.660  -35.7212     0.000     0.998
    2.702  -35.7212     0.000     0.998
    2.743  -35.7212     0.000     0.998
    2.784  -35.7212     0.000     0.998
    2.825  -35.7212     0.000     0.998
    2.866  -35.7212     0.000     0.998
    2.907  -35.7212     0.000     0.998
    2.949  -35.7212     0.000     0.998
    2.990  -35.7212     0.000     0.999
 
# Band-Index:    6
    2.990  -35.7212     0.000     0.999
    2.949  -35.7212     0.000     0.998
    2.907  -35.7211     0.000     0.998
    2.866  -35.7211     0.000     0.998
    2.825  -35.7212     0.000     0.998
    2.784  -35.7212     0.000     0.998
    2.743  -35.7212     0.000     0.998
    2.702  -35.7212     0.000     0.998
    2.660  -35.7212     0.000     0.998
    2.619  -35.7212     0.000     0.998
    2.578  -35.7212     0.000     0.998
    2.537  -35.7212     0.000     0.998
    2.496  -35.7212     0.000     0.998
    2.455  -35.7212     0.000     0.998
    2.413  -35.7213     0.000     0.998
    2.372  -35.7213     0.000     0.998
    2.331  -35.7213     0.000     0.998
    2.290  -35.7213     0.000     0.998
    2.249  -35.7213     0.000     0.998
    2.208  -35.7213     0.000     0.998
    2.208  -35.7213     0.000     0.998
    2.161  -35.7213     0.000     0.998
    2.114  -35.7213     0.000     0.998
    2.067  -35.7213     0.000     0.998
    2.020  -35.7213     0.000     0.998
    1.973  -35.7212     0.000     0.998
    1.926  -35.7212     0.000     0.998
    1.879  -35.7212     0.000     0.998
    1.832  -35.7212     0.000     0.998
    1.786  -35.7212     0.000     0.998
    1.739  -35.7212     0.000     0.998
    1.692  -35.7212     0.000     0.998
    1.645  -35.7212     0.000     0.998
    1.598  -35.7212     0.000     0.998
    1.551  -35.7212     0.000     0.998
    1.504  -35.7212     0.000     0.998
    1.457  -35.7212     0.000     0.998
    1.411  -35.7211     0.000     0.998
    1.364  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.998
    1.270  -35.7211     0.000     0.998
    1.223  -35.7211     0.000     0.998
    1.176  -35.7212     0.000     0.998
    1.129  -35.7212     0.000     0.998
    1.082  -35.7212     0.000     0.998
    1.035  -35.7212     0.000     0.998
    0.989  -35.7212     0.000     0.998
    0.942  -35.7212     0.000     0.998
    0.895  -35.7212     0.000     0.998
    0.848  -35.7212     0.000     0.998
    0.801  -35.7212     0.000     0.998
    0.754  -35.7212     0.000     0.998
    0.707  -35.7212     0.000     0.998
    0.660  -35.7212     0.000     0.998
    0.614  -35.7213     0.000     0.998
    0.567  -35.7213     0.000     0.998
    0.520  -35.7213     0.000     0.998
    0.473  -35.7213     0.000     0.998
    0.426  -35.7213     0.000     0.998
    0.426  -35.7213     0.000     0.998
    0.404  -35.7213     0.000     0.998
    0.381  -35.7213     0.000     0.998
    0.359  -35.7213     0.000     0.998
    0.336  -35.7213     0.000     0.998
    0.314  -35.7213     0.000     0.998
    0.291  -35.7213     0.000     0.998
    0.269  -35.7213     0.000     0.998
    0.247  -35.7213     0.000     0.998
    0.224  -35.7213     0.000     0.998
    0.202  -35.7213     0.000     0.998
    0.179  -35.7213     0.000     0.998
    0.157  -35.7213     0.000     0.998
    0.135  -35.7213     0.000     0.998
    0.112  -35.7212     0.000     0.998
    0.090  -35.7212     0.000     0.998
    0.067  -35.7212     0.000     0.998
    0.045  -35.7212     0.000     0.998
    0.022  -35.7212     0.000     0.998
    0.000  -35.7212     0.000     0.998
 
# Band-Index:    7
    0.000  -35.7212     0.000     0.998
    0.022  -35.7212     0.000     0.998
    0.045  -35.7212     0.000     0.998
    0.067  -35.7212     0.000     0.998
    0.090  -35.7212     0.000     0.998
    0.112  -35.7212     0.000     0.998
    0.135  -35.7212     0.000     0.998
    0.157  -35.7212     0.000     0.998
    0.179  -35.7212     0.000     0.998
    0.202  -35.7212     0.000     0.998
    0.224  -35.7212     0.000     0.998
    0.247  -35.7212     0.000     0.998
    0.269  -35.7212     0.000     0.998
    0.291  -35.7212     0.000     0.998
    0.314  -35.7212     0.000     0.998
    0.336  -35.7212     0.000     0.998
    0.359  -35.7212     0.000     0.998
    0.381  -35.7212     0.000     0.998
    0.404  -35.7212     0.000     0.998
    0.426  -35.7212     0.000     0.998
    0.426  -35.7212     0.000     0.998
    0.473  -35.7212     0.000     0.998
    0.520  -35.7212     0.000     0.998
    0.567  -35.7212     0.000     0.998
    0.614  -35.7212     0.000     0.998
    0.660  -35.7212     0.000     0.998
    0.707  -35.7212     0.000     0.998
    0.754  -35.7212     0.000     0.998
    0.801  -35.7212     0.000     0.998
    0.848  -35.7212     0.000     0.998
    0.895  -35.7212     0.000     0.998
    0.942  -35.7212     0.000     0.998
    0.989  -35.7212     0.000     0.998
    1.035  -35.7212     0.000     0.998
    1.082  -35.7211     0.000     0.998
    1.129  -35.7211     0.000     0.998
    1.176  -35.7212     0.000     0.998
    1.223  -35.7211     0.000     0.998
    1.270  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.999
    1.364  -35.7211     0.000     0.998
    1.411  -35.7211     0.000     0.998
    1.457  -35.7212     0.000     0.998
    1.504  -35.7211     0.000     0.998
    1.551  -35.7211     0.000     0.998
    1.598  -35.7212     0.000     0.998
    1.645  -35.7212     0.000     0.998
    1.692  -35.7212     0.000     0.998
    1.739  -35.7212     0.000     0.998
    1.786  -35.7212     0.000     0.998
    1.832  -35.7212     0.000     0.998
    1.879  -35.7212     0.000     0.998
    1.926  -35.7212     0.000     0.998
    1.973  -35.7212     0.000     0.998
    2.020  -35.7212     0.000     0.998
    2.067  -35.7212     0.000     0.998
    2.114  -35.7212     0.000     0.998
    2.161  -35.7212     0.000     0.998
    2.208  -35.7212     0.000     0.998
    2.208  -35.7212     0.000     0.998
    2.249  -35.7212     0.000     0.998
    2.290  -35.7212     0.000     0.998
    2.331  -35.7212     0.000     0.998
    2.372  -35.7212     0.000     0.998
    2.413  -35.7212     0.000     0.998
    2.455  -35.7212     0.000     0.998
    2.496  -35.7212     0.000     0.998
    2.537  -35.7212     0.000     0.998
    2.578  -35.7212     0.000     0.998
    2.619  -35.7212     0.000     0.998
    2.660  -35.7212     0.000     0.998
    2.702  -35.7212     0.000     0.998
    2.743  -35.7212     0.000     0.998
    2.784  -35.7211     0.000     0.998
    2.825  -35.7211     0.000     0.998
    2.866  -35.7211     0.000     0.998
    2.907  -35.7211     0.000     0.998
    2.949  -35.7211     0.000     0.998
    2.990  -35.7212     0.000     0.999
 
# Band-Index:    8
    2.990  -35.7212     0.000     0.999
    2.949  -35.7211     0.000     0.998
    2.907  -35.7211     0.000     0.998
    2.866  -35.7211     0.000     0.998
    2.825  -35.7211     0.000     0.998
    2.784  -35.7211     0.000     0.998
    2.743  -35.7212     0.000     0.998
    2.702  -35.7211     0.000     0.998
    2.660  -35.7211     0.000     0.998
    2.619  -35.7212     0.000     0.998
    2.578  -35.7212     0.000     0.998
    2.537  -35.7212     0.000     0.998
    2.496  -35.7212     0.000     0.998
    2.455  -35.7212     0.000     0.998
    2.413  -35.7212     0.000     0.998
    2.372  -35.7212     0.000     0.998
    2.331  -35.7212     0.000     0.998
    2.290  -35.7212     0.000     0.998
    2.249  -35.7212     0.000     0.998
    2.208  -35.7212     0.000     0.998
    2.208  -35.7212     0.000     0.998
    2.161  -35.7212     0.000     0.998
    2.114  -35.7212     0.000     0.998
    2.067  -35.7212     0.000     0.998
    2.020  -35.7212     0.000     0.998
    1.973  -35.7212     0.000     0.998
    1.926  -35.7212     0.000     0.998
    1.879  -35.7212     0.000     0.998
    1.832  -35.7212     0.000     0.998
    1.786  -35.7212     0.000     0.998
    1.739  -35.7212     0.000     0.998
    1.692  -35.7212     0.000     0.998
    1.645  -35.7212     0.000     0.998
    1.598  -35.7211     0.000     0.998
    1.551  -35.7211     0.000     0.998
    1.504  -35.7211     0.000     0.998
    1.457  -35.7211     0.000     0.998
    1.411  -35.7211     0.000     0.998
    1.364  -35.7211     0.000     0.998
    1.317  -35.7211     0.000     0.999
    1.317  -35.7211     0.000     0.998
    1.270  -35.7211     0.000     0.998
    1.223  -35.7211     0.000     0.998
    1.176  -35.7211     0.000     0.998
    1.129  -35.7211     0.000     0.998
    1.082  -35.7211     0.000     0.998
    1.035  -35.7211     0.000     0.998
    0.989  -35.7212     0.000     0.998
    0.942  -35.7212     0.000     0.998
    0.895  -35.7212     0.000     0.998
    0.848  -35.7212     0.000     0.998
    0.801  -35.7212     0.000     0.998
    0.754  -35.7212     0.000     0.998
    0.707  -35.7212     0.000     0.998
    0.660  -35.7212     0.000     0.998
    0.614  -35.7212     0.000     0.998
    0.567  -35.7212     0.000     0.998
    0.520  -35.7212     0.000     0.998
    0.473  -35.7212     0.000     0.998
    0.426  -35.7212     0.000     0.998
    0.426  -35.7212     0.000     0.998
    0.404  -35.7212     0.000     0.998
    0.381  -35.7212     0.000     0.998
    0.359  -35.7212     0.000     0.998
    0.336  -35.7212     0.000     0.998
    0.314  -35.7212     0.000     0.998
    0.291  -35.7212     0.000     0.998
    0.269  -35.7212     0.000     0.998
    0.247  -35.7212     0.000     0.998
    0.224  -35.7212     0.000     0.998
    0.202  -35.7212     0.000     0.998
    0.179  -35.7212     0.000     0.998
    0.157  -35.7212     0.000     0.998
    0.135  -35.7212     0.000     0.998
    0.112  -35.7212     0.000     0.998
    0.090  -35.7212     0.000     0.998
    0.067  -35.7212     0.000     0.998
    0.045  -35.7212     0.000     0.998
    0.022  -35.7212     0.000     0.998
    0.000  -35.7212     0.000     0.998
 
# Band-Index:    9
    0.000  -35.0258     0.000     0.998
    0.022  -35.0259     0.000     0.998
    0.045  -35.0259     0.000     0.998
    0.067  -35.0259     0.000     0.998
    0.090  -35.0259     0.000     0.998
    0.112  -35.0259     0.000     0.998
    0.135  -35.0259     0.000     0.998
    0.157  -35.0260     0.000     0.998
    0.179  -35.0260     0.000     0.998
    0.202  -35.0260     0.000     0.998
    0.224  -35.0260     0.000     0.998
    0.247  -35.0260     0.000     0.998
    0.269  -35.0260     0.000     0.998
    0.291  -35.0260     0.000     0.998
    0.314  -35.0260     0.000     0.998
    0.336  -35.0260     0.000     0.998
    0.359  -35.0260     0.000     0.998
    0.381  -35.0261     0.000     0.998
    0.404  -35.0260     0.000     0.998
    0.426  -35.0260     0.000     0.998
    0.426  -35.0260     0.000     0.998
    0.473  -35.0260     0.000     0.998
    0.520  -35.0260     0.000     0.998
    0.567  -35.0260     0.000     0.998
    0.614  -35.0260     0.000     0.998
    0.660  -35.0260     0.000     0.998
    0.707  -35.0259     0.000     0.998
    0.754  -35.0259     0.000     0.998
    0.801  -35.0258     0.000     0.998
    0.848  -35.0258     0.000     0.998
    0.895  -35.0257     0.000     0.998
    0.942  -35.0257     0.000     0.998
    0.989  -35.0257     0.000     0.998
    1.035  -35.0256     0.000     0.998
    1.082  -35.0256     0.000     0.998
    1.129  -35.0255     0.000     0.998
    1.176  -35.0255     0.000     0.998
    1.223  -35.0255     0.000     0.998
    1.270  -35.0255     0.000     0.998
    1.317  -35.0255     0.000     0.998
    1.317  -35.0255     0.000     0.999
    1.364  -35.0255     0.000     0.998
    1.411  -35.0255     0.000     0.998
    1.457  -35.0255     0.000     0.998
    1.504  -35.0255     0.000     0.998
    1.551  -35.0256     0.000     0.998
    1.598  -35.0256     0.000     0.998
    1.645  -35.0257     0.000     0.998
    1.692  -35.0257     0.000     0.998
    1.739  -35.0257     0.000     0.998
    1.786  -35.0258     0.000     0.998
    1.832  -35.0258     0.000     0.998
    1.879  -35.0259     0.000     0.998
    1.926  -35.0259     0.000     0.998
    1.973  -35.0260     0.000     0.998
    2.020  -35.0260     0.000     0.998
    2.067  -35.0260     0.000     0.998
    2.114  -35.0260     0.000     0.998
    2.161  -35.0260     0.000     0.998
    2.208  -35.0260     0.000     0.998
    2.208  -35.0260     0.000     0.998
    2.249  -35.0260     0.000     0.998
    2.290  -35.0260     0.000     0.998
    2.331  -35.0260     0.000     0.998
    2.372  -35.0260     0.000     0.998
    2.413  -35.0260     0.000     0.998
    2.455  -35.0259     0.000     0.998
    2.496  -35.0259     0.000     0.998
    2.537  -35.0259     0.000     0.998
    2.578  -35.0258     0.000     0.998
    2.619  -35.0258     0.000     0.998
    2.660  -35.0257     0.000     0.998
    2.702  -35.0256     0.000     0.998
    2.743  -35.0256     0.000     0.998
    2.784  -35.0256     0.000     0.998
    2.825  -35.0255     0.000     0.998
    2.866  -35.0255     0.000     0.998
    2.907  -35.0255     0.000     0.998
    2.949  -35.0255     0.000     0.998
    2.990  -35.0255     0.000     0.998
 
# Band-Index:   10
    2.990  -35.0255     0.000     0.998
    2.949  -35.0255     0.000     0.998
    2.907  -35.0255     0.000     0.998
    2.866  -35.0255     0.000     0.998
    2.825  -35.0255     0.000     0.998
    2.784  -35.0255     0.000     0.998
