  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    2.837  -35.8653     0.000     0.998
    2.877  -35.8653     0.000     0.998
    2.918  -35.8653     0.000     0.998
    2.958  -35.8653     0.000     0.998
    2.999  -35.8653     0.000     0.998
 
# Band-Index:    2
    2.999  -35.8653     0.000     0.998
    2.958  -35.8652     0.000     0.998
    2.918  -35.8652     0.000     0.998
    2.877  -35.8653     0.000     0.998
    2.837  -35.8653     0.000     0.998
    2.797  -35.8653     0.000     0.998
    2.756  -35.8653     0.000     0.998
    2.716  -35.8654     0.000     0.998
    2.676  -35.8654     0.000     0.998
    2.635  -35.8654     0.000     0.998
    2.595  -35.8655     0.000     0.998
    2.555  -35.8655     0.000     0.998
    2.514  -35.8655     0.000     0.998
    2.474  -35.8656     0.000     0.998
    2.433  -35.8656     0.000     0.998
    2.393  -35.8656     0.000     0.998
    2.353  -35.8657     0.000     0.998
    2.312  -35.8657     0.000     0.998
    2.272  -35.8657     0.000     0.998
    2.232  -35.8657     0.000     0.998
    2.232  -35.8657     0.000     0.998
    2.185  -35.8657     0.000     0.998
    2.138  -35.8657     0.000     0.998
    2.091  -35.8656     0.000     0.998
    2.044  -35.8656     0.000     0.998
    1.997  -35.8656     0.000     0.998
    1.951  -35.8656     0.000     0.998
    1.904  -35.8655     0.000     0.998
    1.857  -35.8655     0.000     0.998
    1.810  -35.8654     0.000     0.998
    1.763  -35.8654     0.000     0.998
    1.716  -35.8654     0.000     0.998
    1.669  -35.8653     0.000     0.998
    1.623  -35.8653     0.000     0.998
    1.576  -35.8653     0.000     0.998
    1.529  -35.8652     0.000     0.998
    1.482  -35.8652     0.000     0.998
    1.435  -35.8652     0.000     0.998
    1.388  -35.8652     0.000     0.998
    1.342  -35.8652     0.000     0.998
    1.342  -35.8652     0.000     0.999
    1.295  -35.8652     0.000     0.998
    1.248  -35.8652     0.000     0.998
    1.201  -35.8652     0.000     0.998
    1.154  -35.8652     0.000     0.998
    1.107  -35.8653     0.000     0.998
    1.061  -35.8653     0.000     0.998
    1.014  -35.8653     0.000     0.998
    0.967  -35.8654     0.000     0.998
    0.920  -35.8654     0.000     0.998
    0.873  -35.8654     0.000     0.998
    0.826  -35.8655     0.000     0.998
    0.779  -35.8655     0.000     0.998
    0.733  -35.8656     0.000     0.998
    0.686  -35.8656     0.000     0.998
    0.639  -35.8656     0.000     0.998
    0.592  -35.8656     0.000     0.998
    0.545  -35.8657     0.000     0.998
    0.498  -35.8657     0.000     0.998
    0.452  -35.8657     0.000     0.998
    0.452  -35.8657     0.000     0.998
    0.428  -35.8657     0.000     0.998
    0.404  -35.8657     0.000     0.998
    0.380  -35.8657     0.000     0.998
    0.357  -35.8657     0.000     0.998
    0.333  -35.8657     0.000     0.998
    0.309  -35.8656     0.000     0.998
    0.285  -35.8656     0.000     0.998
    0.261  -35.8656     0.000     0.998
    0.238  -35.8656     0.000     0.998
    0.214  -35.8656     0.000     0.998
    0.190  -35.8656     0.000     0.998
    0.166  -35.8656     0.000     0.998
    0.143  -35.8655     0.000     0.998
    0.119  -35.8655     0.000     0.998
    0.095  -35.8655     0.000     0.998
    0.071  -35.8655     0.000     0.998
    0.048  -35.8655     0.000     0.998
    0.024  -35.8654     0.000     0.998
    0.000  -35.8654     0.000     0.998
 
# Band-Index:    3
    0.000  -35.8654     0.000     0.998
    0.024  -35.8654     0.000     0.998
    0.048  -35.8654     0.000     0.998
    0.071  -35.8654     0.000     0.998
    0.095  -35.8653     0.000     0.998
    0.119  -35.8653     0.000     0.998
    0.143  -35.8653     0.000     0.998
    0.166  -35.8653     0.000     0.998
    0.190  -35.8653     0.000     0.998
    0.214  -35.8652     0.000     0.998
    0.238  -35.8652     0.000     0.998
    0.261  -35.8652     0.000     0.998
    0.285  -35.8652     0.000     0.998
    0.309  -35.8652     0.000     0.998
    0.333  -35.8652     0.000     0.998
    0.357  -35.8652     0.000     0.998
    0.380  -35.8652     0.000     0.998
    0.404  -35.8652     0.000     0.998
    0.428  -35.8652     0.000     0.998
    0.452  -35.8652     0.000     0.998
    0.452  -35.8652     0.000     0.998
    0.498  -35.8652     0.000     0.998
    0.545  -35.8652     0.000     0.998
    0.592  -35.8652     0.000     0.998
    0.639  -35.8652     0.000     0.998
    0.686  -35.8652     0.000     0.998
    0.733  -35.8652     0.000     0.998
    0.779  -35.8652     0.000     0.998
    0.826  -35.8652     0.000     0.998
    0.873  -35.8652     0.000     0.998
    0.920  -35.8652     0.000     0.998
    0.967  -35.8652     0.000     0.998
    1.014  -35.8652     0.000     0.998
    1.061  -35.8652     0.000     0.998
    1.107  -35.8652     0.000     0.998
    1.154  -35.8652     0.000     0.998
    1.201  -35.8652     0.000     0.998
    1.248  -35.8652     0.000     0.998
    1.295  -35.8652     0.000     0.998
    1.342  -35.8652     0.000     0.999
    1.342  -35.8652     0.000     0.999
    1.388  -35.8652     0.000     0.998
    1.435  -35.8652     0.000     0.998
    1.482  -35.8652     0.000     0.998
    1.529  -35.8652     0.000     0.998
    1.576  -35.8652     0.000     0.998
    1.623  -35.8652     0.000     0.998
    1.669  -35.8652     0.000     0.998
    1.716  -35.8652     0.000     0.998
    1.763  -35.8652     0.000     0.998
    1.810  -35.8652     0.000     0.998
    1.857  -35.8652     0.000     0.998
    1.904  -35.8652     0.000     0.998
    1.951  -35.8652     0.000     0.998
    1.997  -35.8652     0.000     0.998
    2.044  -35.8652     0.000     0.998
    2.091  -35.8652     0.000     0.998
    2.138  -35.8652     0.000     0.998
    2.185  -35.8652     0.000     0.998
    2.232  -35.8652     0.000     0.998
    2.232  -35.8652     0.000     0.998
    2.272  -35.8652     0.000     0.998
    2.312  -35.8652     0.000     0.998
    2.353  -35.8652     0.000     0.998
    2.393  -35.8652     0.000     0.998
    2.433  -35.8652     0.000     0.998
    2.474  -35.8652     0.000     0.998
    2.514  -35.8652     0.000     0.998
    2.555  -35.8652     0.000     0.998
    2.595  -35.8652     0.000     0.998
    2.635  -35.8652     0.000     0.998
    2.676  -35.8652     0.000     0.998
    2.716  -35.8652     0.000     0.998
    2.756  -35.8652     0.000     0.998
    2.797  -35.8652     0.000     0.998
    2.837  -35.8652     0.000     0.998
    2.877  -35.8652     0.000     0.998
    2.918  -35.8652     0.000     0.998
    2.958  -35.8652     0.000     0.998
    2.999  -35.8652     0.000     0.998
 
# Band-Index:    4
    2.999  -35.8652     0.000     0.998
    2.958  -35.8651     0.000     0.998
    2.918  -35.8651     0.000     0.998
    2.877  -35.8651     0.000     0.998
    2.837  -35.8651     0.000     0.998
    2.797  -35.8651     0.000     0.998
    2.756  -35.8651     0.000     0.998
    2.716  -35.8651     0.000     0.998
    2.676  -35.8651     0.000     0.998
    2.635  -35.8651     0.000     0.998
    2.595  -35.8651     0.000     0.998
    2.555  -35.8651     0.000     0.998
    2.514  -35.8651     0.000     0.998
    2.474  -35.8651     0.000     0.998
    2.433  -35.8651     0.000     0.998
    2.393  -35.8651     0.000     0.998
    2.353  -35.8651     0.000     0.998
    2.312  -35.8651     0.000     0.998
    2.272  -35.8652     0.000     0.998
    2.232  -35.8652     0.000     0.998
    2.232  -35.8652     0.000     0.998
    2.185  -35.8652     0.000     0.998
    2.138  -35.8652     0.000     0.998
    2.091  -35.8651     0.000     0.998
    2.044  -35.8651     0.000     0.998
    1.997  -35.8651     0.000     0.998
    1.951  -35.8651     0.000     0.998
    1.904  -35.8652     0.000     0.998
    1.857  -35.8652     0.000     0.998
    1.810  -35.8652     0.000     0.998
    1.763  -35.8652     0.000     0.998
    1.716  -35.8652     0.000     0.998
    1.669  -35.8652     0.000     0.998
    1.623  -35.8652     0.000     0.998
    1.576  -35.8652     0.000     0.998
    1.529  -35.8652     0.000     0.998
    1.482  -35.8652     0.000     0.998
    1.435  -35.8652     0.000     0.998
    1.388  -35.8652     0.000     0.998
    1.342  -35.8652     0.000     0.999
    1.342  -35.8652     0.000     0.999
    1.295  -35.8652     0.000     0.998
    1.248  -35.8652     0.000     0.998
    1.201  -35.8652     0.000     0.998
    1.154  -35.8652     0.000     0.998
    1.107  -35.8652     0.000     0.998
    1.061  -35.8652     0.000     0.998
    1.014  -35.8652     0.000     0.998
    0.967  -35.8652     0.000     0.998
    0.920  -35.8652     0.000     0.998
    0.873  -35.8652     0.000     0.998
    0.826  -35.8652     0.000     0.998
    0.779  -35.8652     0.000     0.998
    0.733  -35.8651     0.000     0.998
    0.686  -35.8651     0.000     0.998
    0.639  -35.8651     0.000     0.998
    0.592  -35.8651     0.000     0.998
    0.545  -35.8652     0.000     0.998
    0.498  -35.8652     0.000     0.998
    0.452  -35.8652     0.000     0.998
    0.452  -35.8652     0.000     0.998
    0.428  -35.8652     0.000     0.998
    0.404  -35.8652     0.000     0.998
    0.380  -35.8652     0.000     0.998
    0.357  -35.8652     0.000     0.998
    0.333  -35.8652     0.000     0.998
    0.309  -35.8652     0.000     0.998
    0.285  -35.8652     0.000     0.998
    0.261  -35.8652     0.000     0.998
    0.238  -35.8652     0.000     0.998
    0.214  -35.8652     0.000     0.998
    0.190  -35.8653     0.000     0.998
    0.166  -35.8653     0.000     0.998
    0.143  -35.8653     0.000     0.998
    0.119  -35.8653     0.000     0.998
    0.095  -35.8653     0.000     0.998
    0.071  -35.8654     0.000     0.998
    0.048  -35.8654     0.000     0.998
    0.024  -35.8654     0.000     0.998
    0.000  -35.8654     0.000     0.998
 
# Band-Index:    5
    0.000  -35.8426     0.000     0.998
    0.024  -35.8427     0.000     0.998
    0.048  -35.8427     0.000     0.998
    0.071  -35.8427     0.000     0.998
    0.095  -35.8427     0.000     0.998
    0.119  -35.8427     0.000     0.998
    0.143  -35.8427     0.000     0.998
    0.166  -35.8427     0.000     0.998
    0.190  -35.8427     0.000     0.998
    0.214  -35.8427     0.000     0.998
    0.238  -35.8427     0.000     0.998
    0.261  -35.8427     0.000     0.998
    0.285  -35.8427     0.000     0.998
    0.309  -35.8427     0.000     0.998
    0.333  -35.8427     0.000     0.998
    0.357  -35.8427     0.000     0.998
    0.380  -35.8427     0.000     0.998
    0.404  -35.8427     0.000     0.998
    0.428  -35.8427     0.000     0.998
    0.452  -35.8427     0.000     0.998
    0.452  -35.8427     0.000     0.998
    0.498  -35.8427     0.000     0.998
    0.545  -35.8427     0.000     0.998
    0.592  -35.8427     0.000     0.998
    0.639  -35.8427     0.000     0.998
    0.686  -35.8427     0.000     0.998
    0.733  -35.8427     0.000     0.998
    0.779  -35.8427     0.000     0.998
    0.826  -35.8427     0.000     0.998
    0.873  -35.8427     0.000     0.998
    0.920  -35.8426     0.000     0.998
    0.967  -35.8426     0.000     0.998
    1.014  -35.8426     0.000     0.998
    1.061  -35.8426     0.000     0.998
    1.107  -35.8426     0.000     0.998
    1.154  -35.8426     0.000     0.998
    1.201  -35.8426     0.000     0.998
    1.248  -35.8426     0.000     0.998
    1.295  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.998
    1.388  -35.8426     0.000     0.998
    1.435  -35.8426     0.000     0.998
    1.482  -35.8426     0.000     0.998
    1.529  -35.8426     0.000     0.998
    1.576  -35.8426     0.000     0.998
    1.623  -35.8426     0.000     0.998
    1.669  -35.8426     0.000     0.998
    1.716  -35.8426     0.000     0.998
    1.763  -35.8426     0.000     0.998
    1.810  -35.8427     0.000     0.998
    1.857  -35.8427     0.000     0.998
    1.904  -35.8427     0.000     0.998
    1.951  -35.8427     0.000     0.998
    1.997  -35.8427     0.000     0.998
    2.044  -35.8427     0.000     0.998
    2.091  -35.8427     0.000     0.998
    2.138  -35.8427     0.000     0.998
    2.185  -35.8427     0.000     0.998
    2.232  -35.8427     0.000     0.998
    2.232  -35.8427     0.000     0.998
    2.272  -35.8427     0.000     0.998
    2.312  -35.8427     0.000     0.998
    2.353  -35.8427     0.000     0.998
    2.393  -35.8427     0.000     0.998
    2.433  -35.8427     0.000     0.998
    2.474  -35.8427     0.000     0.998
    2.514  -35.8427     0.000     0.998
    2.555  -35.8427     0.000     0.998
    2.595  -35.8427     0.000     0.998
    2.635  -35.8427     0.000     0.998
    2.676  -35.8426     0.000     0.998
    2.716  -35.8426     0.000     0.998
    2.756  -35.8426     0.000     0.998
    2.797  -35.8426     0.000     0.998
    2.837  -35.8426     0.000     0.998
    2.877  -35.8426     0.000     0.998
    2.918  -35.8426     0.000     0.998
    2.958  -35.8426     0.000     0.998
    2.999  -35.8426     0.000     0.999
 
# Band-Index:    6
    2.999  -35.8426     0.000     0.999
    2.958  -35.8426     0.000     0.998
    2.918  -35.8426     0.000     0.998
    2.877  -35.8426     0.000     0.998
    2.837  -35.8426     0.000     0.998
    2.797  -35.8426     0.000     0.998
    2.756  -35.8426     0.000     0.998
    2.716  -35.8426     0.000     0.998
    2.676  -35.8426     0.000     0.998
    2.635  -35.8426     0.000     0.998
    2.595  -35.8427     0.000     0.998
    2.555  -35.8427     0.000     0.998
    2.514  -35.8427     0.000     0.998
    2.474  -35.8427     0.000     0.998
    2.433  -35.8427     0.000     0.998
    2.393  -35.8427     0.000     0.998
    2.353  -35.8427     0.000     0.998
    2.312  -35.8427     0.000     0.998
    2.272  -35.8427     0.000     0.998
    2.232  -35.8427     0.000     0.998
    2.232  -35.8427     0.000     0.998
    2.185  -35.8427     0.000     0.998
    2.138  -35.8427     0.000     0.998
    2.091  -35.8427     0.000     0.998
    2.044  -35.8427     0.000     0.998
    1.997  -35.8427     0.000     0.998
    1.951  -35.8427     0.000     0.998
    1.904  -35.8427     0.000     0.998
    1.857  -35.8426     0.000     0.998
    1.810  -35.8426     0.000     0.998
    1.763  -35.8426     0.000     0.998
    1.716  -35.8426     0.000     0.998
    1.669  -35.8426     0.000     0.998
    1.623  -35.8426     0.000     0.998
    1.576  -35.8426     0.000     0.998
    1.529  -35.8426     0.000     0.998
    1.482  -35.8426     0.000     0.998
    1.435  -35.8426     0.000     0.998
    1.388  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.998
    1.295  -35.8426     0.000     0.998
    1.248  -35.8426     0.000     0.998
    1.201  -35.8426     0.000     0.998
    1.154  -35.8426     0.000     0.998
    1.107  -35.8426     0.000     0.998
    1.061  -35.8426     0.000     0.998
    1.014  -35.8426     0.000     0.998
    0.967  -35.8426     0.000     0.998
    0.920  -35.8426     0.000     0.998
    0.873  -35.8426     0.000     0.998
    0.826  -35.8426     0.000     0.998
    0.779  -35.8427     0.000     0.998
    0.733  -35.8427     0.000     0.998
    0.686  -35.8427     0.000     0.998
    0.639  -35.8427     0.000     0.998
    0.592  -35.8427     0.000     0.998
    0.545  -35.8427     0.000     0.998
    0.498  -35.8427     0.000     0.998
    0.452  -35.8427     0.000     0.998
    0.452  -35.8427     0.000     0.998
    0.428  -35.8427     0.000     0.998
    0.404  -35.8427     0.000     0.998
    0.380  -35.8427     0.000     0.998
    0.357  -35.8427     0.000     0.998
    0.333  -35.8427     0.000     0.998
    0.309  -35.8427     0.000     0.998
    0.285  -35.8427     0.000     0.998
    0.261  -35.8427     0.000     0.998
    0.238  -35.8427     0.000     0.998
    0.214  -35.8427     0.000     0.998
    0.190  -35.8427     0.000     0.998
    0.166  -35.8427     0.000     0.998
    0.143  -35.8426     0.000     0.998
    0.119  -35.8426     0.000     0.998
    0.095  -35.8426     0.000     0.998
    0.071  -35.8426     0.000     0.998
    0.048  -35.8426     0.000     0.998
    0.024  -35.8426     0.000     0.998
    0.000  -35.8426     0.000     0.998
 
# Band-Index:    7
    0.000  -35.8426     0.000     0.998
    0.024  -35.8426     0.000     0.998
    0.048  -35.8426     0.000     0.998
    0.071  -35.8426     0.000     0.998
    0.095  -35.8426     0.000     0.998
    0.119  -35.8426     0.000     0.998
    0.143  -35.8426     0.000     0.998
    0.166  -35.8426     0.000     0.998
    0.190  -35.8426     0.000     0.998
    0.214  -35.8426     0.000     0.998
    0.238  -35.8426     0.000     0.998
    0.261  -35.8426     0.000     0.998
    0.285  -35.8426     0.000     0.998
    0.309  -35.8426     0.000     0.998
    0.333  -35.8425     0.000     0.998
    0.357  -35.8425     0.000     0.998
    0.380  -35.8425     0.000     0.998
    0.404  -35.8425     0.000     0.998
    0.428  -35.8425     0.000     0.998
    0.452  -35.8425     0.000     0.998
    0.452  -35.8425     0.000     0.998
    0.498  -35.8425     0.000     0.998
    0.545  -35.8426     0.000     0.998
    0.592  -35.8426     0.000     0.998
    0.639  -35.8426     0.000     0.998
    0.686  -35.8426     0.000     0.998
    0.733  -35.8426     0.000     0.998
    0.779  -35.8426     0.000     0.998
    0.826  -35.8426     0.000     0.998
    0.873  -35.8426     0.000     0.998
    0.920  -35.8426     0.000     0.998
    0.967  -35.8426     0.000     0.998
    1.014  -35.8426     0.000     0.998
    1.061  -35.8426     0.000     0.998
    1.107  -35.8426     0.000     0.998
    1.154  -35.8426     0.000     0.998
    1.201  -35.8426     0.000     0.998
    1.248  -35.8426     0.000     0.998
    1.295  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.999
    1.342  -35.8426     0.000     0.998
    1.388  -35.8426     0.000     0.998
    1.435  -35.8426     0.000     0.998
    1.482  -35.8426     0.000     0.998
    1.529  -35.8426     0.000     0.998
    1.576  -35.8426     0.000     0.998
    1.623  -35.8426     0.000     0.998
    1.669  -35.8426     0.000     0.998
    1.716  -35.8426     0.000     0.998
    1.763  -35.8426     0.000     0.998
    1.810  -35.8426     0.000     0.998
    1.857  -35.8426     0.000     0.998
    1.904  -35.8426     0.000     0.998
    1.951  -35.8426     0.000     0.998
    1.997  -35.8426     0.000     0.998
    2.044  -35.8426     0.000     0.998
    2.091  -35.8426     0.000     0.998
    2.138  -35.8426     0.000     0.998
    2.185  -35.8425     0.000     0.998
    2.232  -35.8425     0.000     0.998
    2.232  -35.8425     0.000     0.998
    2.272  -35.8425     0.000     0.998
    2.312  -35.8425     0.000     0.998
    2.353  -35.8425     0.000     0.998
    2.393  -35.8425     0.000     0.998
    2.433  -35.8426     0.000     0.998
    2.474  -35.8425     0.000     0.998
    2.514  -35.8425     0.000     0.998
    2.555  -35.8425     0.000     0.998
    2.595  -35.8425     0.000     0.998
    2.635  -35.8425     0.000     0.998
    2.676  -35.8425     0.000     0.998
    2.716  -35.8425     0.000     0.998
    2.756  -35.8425     0.000     0.998
    2.797  -35.8425     0.000     0.998
    2.837  -35.8425     0.000     0.998
    2.877  -35.8425     0.000     0.998
    2.918  -35.8426     0.000     0.998
    2.958  -35.8426     0.000     0.998
    2.999  -35.8426     0.000     0.999
 
# Band-Index:    8
    2.999  -35.8426     0.000     0.999
    2.958  -35.8425     0.000     0.998
    2.918  -35.8425     0.000     0.998
    2.877  -35.8425     0.000     0.998
    2.837  -35.8425     0.000     0.998
    2.797  -35.8425     0.000     0.998
    2.756  -35.8425     0.000     0.998
    2.716  -35.8425     0.000     0.998
    2.676  -35.8425     0.000     0.998
    2.635  -35.8425     0.000     0.998
    2.595  -35.8425     0.000     0.998
    2.555  -35.8425     0.000     0.998
    2.514  -35.8425     0.000     0.998
    2.474  -35.8425     0.000     0.998
    2.433  -35.8425     0.000     0.998
    2.393  -35.8425     0.000     0.998
    2.353  -35.8425     0.000     0.998
    2.312  -35.8425     0.000     0.998
    2.272  -35.8425     0.000     0.998
    2.232  -35.8425     0.000     0.998
    2.232  -35.8425     0.000     0.998
    2.185  -35.8425     0.000     0.998
    2.138  -35.8425     0.000     0.998
    2.091  -35.8425     0.000     0.998
    2.044  -35.8425     0.000     0.998
    1.997  -35.8425     0.000     0.998
    1.951  -35.8425     0.000     0.998
    1.904  -35.8425     0.000     0.998
    1.857  -35.8426     0.000     0.998
    1.810  -35.8426     0.000     0.998
    1.763  -35.8426     0.000     0.998
    1.716  -35.8426     0.000     0.998
    1.669  -35.8426     0.000     0.998
    1.623  -35.8426     0.000     0.998
    1.576  -35.8426     0.000     0.998
    1.529  -35.8426     0.000     0.998
    1.482  -35.8426     0.000     0.998
    1.435  -35.8426     0.000     0.998
    1.388  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.998
    1.342  -35.8426     0.000     0.999
    1.295  -35.8426     0.000     0.998
    1.248  -35.8426     0.000     0.998
    1.201  -35.8426     0.000     0.998
    1.154  -35.8426     0.000     0.998
    1.107  -35.8426     0.000     0.998
    1.061  -35.8426     0.000     0.998
    1.014  -35.8426     0.000     0.998
    0.967  -35.8426     0.000     0.998
    0.920  -35.8426     0.000     0.998
    0.873  -35.8426     0.000     0.998
    0.826  -35.8426     0.000     0.998
    0.779  -35.8425     0.000     0.998
    0.733  -35.8425     0.000     0.998
    0.686  -35.8425     0.000     0.998
    0.639  -35.8425     0.000     0.998
    0.592  -35.8425     0.000     0.998
    0.545  -35.8425     0.000     0.998
    0.498  -35.8425     0.000     0.998
    0.452  -35.8425     0.000     0.998
    0.452  -35.8425     0.000     0.998
    0.428  -35.8425     0.000     0.998
    0.404  -35.8425     0.000     0.998
    0.380  -35.8425     0.000     0.998
    0.357  -35.8425     0.000     0.998
    0.333  -35.8425     0.000     0.998
    0.309  -35.8425     0.000     0.998
    0.285  -35.8425     0.000     0.998
    0.261  -35.8425     0.000     0.998
    0.238  -35.8425     0.000     0.998
    0.214  -35.8425     0.000     0.998
    0.190  -35.8426     0.000     0.998
    0.166  -35.8426     0.000     0.998
    0.143  -35.8426     0.000     0.998
    0.119  -35.8426     0.000     0.998
    0.095  -35.8426     0.000     0.998
    0.071  -35.8426     0.000     0.998
    0.048  -35.8426     0.000     0.998
    0.024  -35.8426     0.000     0.998
    0.000  -35.8426     0.000     0.998
 
# Band-Index:    9
    0.000  -35.1428     0.000     0.998
    0.024  -35.1428     0.000     0.998
    0.048  -35.1428     0.000     0.998
    0.071  -35.1429     0.000     0.998
    0.095  -35.1429     0.000     0.998
    0.119  -35.1429     0.000     0.998
    0.143  -35.1430     0.000     0.998
    0.166  -35.1430     0.000     0.998
    0.190  -35.1430     0.000     0.998
    0.214  -35.1430     0.000     0.998
    0.238  -35.1431     0.000     0.998
    0.261  -35.1431     0.000     0.998
    0.285  -35.1431     0.000     0.998
    0.309  -35.1431     0.000     0.998
    0.333  -35.1431     0.000     0.998
    0.357  -35.1431     0.000     0.998
    0.380  -35.1431     0.000     0.998
    0.404  -35.1432     0.000     0.998
    0.428  -35.1432     0.000     0.998
    0.452  -35.1432     0.000     0.998
    0.452  -35.1432     0.000     0.998
    0.498  -35.1431     0.000     0.998
    0.545  -35.1431     0.000     0.998
    0.592  -35.1431     0.000     0.998
    0.639  -35.1431     0.000     0.998
    0.686  -35.1430     0.000     0.998
    0.733  -35.1430     0.000     0.998
    0.779  -35.1429     0.000     0.998
    0.826  -35.1429     0.000     0.998
    0.873  -35.1428     0.000     0.998
    0.920  -35.1427     0.000     0.998
    0.967  -35.1427     0.000     0.998
    1.014  -35.1426     0.000     0.998
    1.061  -35.1426     0.000     0.998
    1.107  -35.1425     0.000     0.998
    1.154  -35.1425     0.000     0.998
    1.201  -35.1425     0.000     0.998
    1.248  -35.1424     0.000     0.998
    1.295  -35.1424     0.000     0.998
    1.342  -35.1424     0.000     0.998
    1.342  -35.1424     0.000     0.999
    1.388  -35.1424     0.000     0.998
    1.435  -35.1424     0.000     0.998
    1.482  -35.1425     0.000     0.998
    1.529  -35.1425     0.000     0.998
    1.576  -35.1425     0.000     0.998
    1.623  -35.1426     0.000     0.998
    1.669  -35.1426     0.000     0.998
    1.716  -35.1427     0.000     0.998
    1.763  -35.1427     0.000     0.998
    1.810  -35.1428     0.000     0.998
    1.857  -35.1429     0.000     0.998
    1.904  -35.1429     0.000     0.998
    1.951  -35.1430     0.000     0.998
    1.997  -35.1430     0.000     0.998
    2.044  -35.1431     0.000     0.998
    2.091  -35.1431     0.000     0.998
    2.138  -35.1431     0.000     0.998
    2.185  -35.1431     0.000     0.998
    2.232  -35.1432     0.000     0.998
    2.232  -35.1432     0.000     0.998
    2.272  -35.1431     0.000     0.998
    2.312  -35.1431     0.000     0.998
    2.353  -35.1431     0.000     0.998
    2.393  -35.1431     0.000     0.998
    2.433  -35.1431     0.000     0.998
    2.474  -35.1430     0.000     0.998
    2.514  -35.1430     0.000     0.998
    2.555  -35.1429     0.000     0.998
    2.595  -35.1429     0.000     0.998
    2.635  -35.1428     0.000     0.998
    2.676  -35.1428     0.000     0.998
    2.716  -35.1427     0.000     0.998
    2.756  -35.1427     0.000     0.998
    2.797  -35.1426     0.000     0.998
    2.837  -35.1426     0.000     0.998
    2.877  -35.1426     0.000     0.998
    2.918  -35.1425     0.000     0.998
    2.958  -35.1425     0.000     0.998
    2.999  -35.1425     0.000     0.998
 
# Band-Index:   10
    2.999  -35.1425     0.000     0.998
    2.958  -35.1424     0.000     0.998
    2.918  -35.1425     0.000     0.998
    2.877  -35.1425     0.000     0.998
    2.837  -35.1426     0.000     0.998
    2.797  -35.1426     0.000     0.998
