  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  77
# Band-Index:    1
    1.283  -35.6463     0.000     0.998
    1.327  -35.6463     0.000     0.998
    1.371  -35.6463     0.000     0.998
    1.415  -35.6463     0.000     0.998
    1.458  -35.6463     0.000     0.998
    1.502  -35.6463     0.000     0.998
    1.546  -35.6463     0.000     0.998
    1.590  -35.6463     0.000     0.998
    1.634  -35.6462     0.000     0.998
    1.677  -35.6462     0.000     0.998
    1.721  -35.6462     0.000     0.998
    1.765  -35.6462     0.000     0.998
    1.809  -35.6462     0.000     0.998
    1.852  -35.6462     0.000     0.998
    1.896  -35.6462     0.000     0.998
    1.940  -35.6462     0.000     0.998
    1.984  -35.6462     0.000     0.998
    2.028  -35.6462     0.000     0.998
    2.071  -35.6462     0.000     0.998
    2.115  -35.6462     0.000     0.998
    2.115  -35.6462     0.000     0.998
    2.152  -35.6462     0.000     0.998
    2.189  -35.6462     0.000     0.998
    2.225  -35.6462     0.000     0.998
    2.262  -35.6462     0.000     0.998
    2.299  -35.6462     0.000     0.998
    2.336  -35.6462     0.000     0.998
    2.372  -35.6462     0.000     0.998
    2.409  -35.6462     0.000     0.998
    2.446  -35.6462     0.000     0.998
    2.483  -35.6462     0.000     0.998
    2.519  -35.6462     0.000     0.998
    2.556  -35.6462     0.000     0.998
    2.593  -35.6462     0.000     0.998
    2.630  -35.6462     0.000     0.998
    2.666  -35.6463     0.000     0.998
    2.703  -35.6463     0.000     0.998
    2.740  -35.6463     0.000     0.998
    2.777  -35.6462     0.000     0.998
    2.814  -35.6462     0.000     0.999
 
# Band-Index:    4
    2.814  -35.6462     0.000     0.999
    2.777  -35.6462     0.000     0.998
    2.740  -35.6462     0.000     0.998
    2.703  -35.6462     0.000     0.998
    2.666  -35.6462     0.000     0.998
    2.630  -35.6462     0.000     0.998
    2.593  -35.6462     0.000     0.998
    2.556  -35.6462     0.000     0.998
    2.519  -35.6462     0.000     0.998
    2.483  -35.6462     0.000     0.998
    2.446  -35.6462     0.000     0.998
    2.409  -35.6461     0.000     0.998
    2.372  -35.6462     0.000     0.998
    2.336  -35.6462     0.000     0.998
    2.299  -35.6462     0.000     0.998
    2.262  -35.6462     0.000     0.998
    2.225  -35.6462     0.000     0.998
    2.189  -35.6462     0.000     0.998
    2.152  -35.6462     0.000     0.998
    2.115  -35.6462     0.000     0.998
    2.115  -35.6462     0.000     0.998
    2.071  -35.6462     0.000     0.998
    2.028  -35.6462     0.000     0.998
    1.984  -35.6462     0.000     0.998
    1.940  -35.6462     0.000     0.998
    1.896  -35.6462     0.000     0.998
    1.852  -35.6462     0.000     0.998
    1.809  -35.6462     0.000     0.998
    1.765  -35.6462     0.000     0.998
    1.721  -35.6462     0.000     0.998
    1.677  -35.6462     0.000     0.998
    1.634  -35.6462     0.000     0.998
    1.590  -35.6462     0.000     0.998
    1.546  -35.6462     0.000     0.998
    1.502  -35.6462     0.000     0.998
    1.458  -35.6462     0.000     0.998
    1.415  -35.6463     0.000     0.998
    1.371  -35.6463     0.000     0.998
    1.327  -35.6463     0.000     0.998
    1.283  -35.6463     0.000     0.998
    1.283  -35.6463     0.000     0.999
    1.240  -35.6463     0.000     0.998
    1.196  -35.6463     0.000     0.998
    1.152  -35.6463     0.000     0.998
    1.108  -35.6462     0.000     0.998
    1.064  -35.6462     0.000     0.998
    1.021  -35.6462     0.000     0.998
    0.977  -35.6462     0.000     0.998
    0.933  -35.6462     0.000     0.998
    0.889  -35.6462     0.000     0.998
    0.846  -35.6462     0.000     0.998
    0.802  -35.6462     0.000     0.998
    0.758  -35.6462     0.000     0.998
    0.714  -35.6462     0.000     0.998
    0.670  -35.6462     0.000     0.998
    0.627  -35.6462     0.000     0.998
    0.583  -35.6462     0.000     0.998
    0.539  -35.6462     0.000     0.998
    0.495  -35.6462     0.000     0.998
    0.452  -35.6462     0.000     0.998
    0.452  -35.6462     0.000     0.998
    0.428  -35.6462     0.000     0.998
    0.404  -35.6462     0.000     0.998
    0.380  -35.6462     0.000     0.998
    0.357  -35.6462     0.000     0.998
    0.333  -35.6462     0.000     0.998
    0.309  -35.6462     0.000     0.998
    0.285  -35.6462     0.000     0.998
    0.261  -35.6462     0.000     0.998
    0.238  -35.6462     0.000     0.998
    0.214  -35.6462     0.000     0.998
    0.190  -35.6462     0.000     0.998
    0.166  -35.6462     0.000     0.998
    0.143  -35.6462     0.000     0.998
    0.119  -35.6462     0.000     0.998
    0.095  -35.6463     0.000     0.998
    0.071  -35.6463     0.000     0.998
    0.048  -35.6463     0.000     0.998
    0.024  -35.6463     0.000     0.998
    0.000  -35.6463     0.000     0.998
 
# Band-Index:    5
    0.000  -35.6152     0.000     0.998
    0.024  -35.6152     0.000     0.998
    0.048  -35.6152     0.000     0.998
    0.071  -35.6153     0.000     0.998
    0.095  -35.6153     0.000     0.998
    0.119  -35.6153     0.000     0.998
    0.143  -35.6153     0.000     0.998
    0.166  -35.6153     0.000     0.998
    0.190  -35.6153     0.000     0.998
    0.214  -35.6153     0.000     0.998
    0.238  -35.6153     0.000     0.998
    0.261  -35.6153     0.000     0.998
    0.285  -35.6153     0.000     0.998
    0.309  -35.6153     0.000     0.998
    0.333  -35.6153     0.000     0.998
    0.357  -35.6153     0.000     0.998
    0.380  -35.6153     0.000     0.998
    0.404  -35.6153     0.000     0.998
    0.428  -35.6153     0.000     0.998
    0.452  -35.6153     0.000     0.998
    0.452  -35.6153     0.000     0.998
    0.495  -35.6153     0.000     0.998
    0.539  -35.6153     0.000     0.998
    0.583  -35.6153     0.000     0.998
    0.627  -35.6153     0.000     0.998
    0.670  -35.6153     0.000     0.998
    0.714  -35.6153     0.000     0.998
    0.758  -35.6153     0.000     0.998
    0.802  -35.6153     0.000     0.998
    0.846  -35.6153     0.000     0.998
    0.889  -35.6153     0.000     0.998
    0.933  -35.6152     0.000     0.998
    0.977  -35.6152     0.000     0.998
    1.021  -35.6152     0.000     0.998
    1.064  -35.6152     0.000     0.998
    1.108  -35.6152     0.000     0.998
    1.152  -35.6152     0.000     0.998
    1.196  -35.6152     0.000     0.998
    1.240  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.327  -35.6152     0.000     0.998
    1.371  -35.6152     0.000     0.998
    1.415  -35.6152     0.000     0.998
    1.458  -35.6152     0.000     0.998
    1.502  -35.6152     0.000     0.998
    1.546  -35.6152     0.000     0.998
    1.590  -35.6152     0.000     0.998
    1.634  -35.6152     0.000     0.998
    1.677  -35.6153     0.000     0.998
    1.721  -35.6153     0.000     0.998
    1.765  -35.6153     0.000     0.998
    1.809  -35.6153     0.000     0.998
    1.852  -35.6153     0.000     0.998
    1.896  -35.6153     0.000     0.998
    1.940  -35.6153     0.000     0.998
    1.984  -35.6153     0.000     0.998
    2.028  -35.6153     0.000     0.998
    2.071  -35.6153     0.000     0.998
    2.115  -35.6153     0.000     0.998
    2.115  -35.6153     0.000     0.998
    2.152  -35.6153     0.000     0.998
    2.189  -35.6153     0.000     0.998
    2.225  -35.6153     0.000     0.998
    2.262  -35.6153     0.000     0.998
    2.299  -35.6153     0.000     0.998
    2.336  -35.6153     0.000     0.998
    2.372  -35.6153     0.000     0.998
    2.409  -35.6153     0.000     0.998
    2.446  -35.6153     0.000     0.998
    2.483  -35.6153     0.000     0.998
    2.519  -35.6153     0.000     0.998
    2.556  -35.6152     0.000     0.998
    2.593  -35.6152     0.000     0.998
    2.630  -35.6152     0.000     0.998
    2.666  -35.6152     0.000     0.998
    2.703  -35.6152     0.000     0.998
    2.740  -35.6152     0.000     0.998
    2.777  -35.6152     0.000     0.998
    2.814  -35.6152     0.000     0.999
 
# Band-Index:    6
    2.814  -35.6152     0.000     0.999
    2.777  -35.6152     0.000     0.998
    2.740  -35.6152     0.000     0.998
    2.703  -35.6152     0.000     0.998
    2.666  -35.6152     0.000     0.998
    2.630  -35.6152     0.000     0.998
    2.593  -35.6152     0.000     0.998
    2.556  -35.6152     0.000     0.998
    2.519  -35.6152     0.000     0.998
    2.483  -35.6153     0.000     0.998
    2.446  -35.6153     0.000     0.998
    2.409  -35.6153     0.000     0.998
    2.372  -35.6153     0.000     0.998
    2.336  -35.6153     0.000     0.998
    2.299  -35.6153     0.000     0.998
    2.262  -35.6153     0.000     0.998
    2.225  -35.6153     0.000     0.998
    2.189  -35.6153     0.000     0.998
    2.152  -35.6153     0.000     0.998
    2.115  -35.6153     0.000     0.998
    2.115  -35.6153     0.000     0.998
    2.071  -35.6153     0.000     0.998
    2.028  -35.6153     0.000     0.998
    1.984  -35.6153     0.000     0.998
    1.940  -35.6153     0.000     0.998
    1.896  -35.6153     0.000     0.998
    1.852  -35.6153     0.000     0.998
    1.809  -35.6153     0.000     0.998
    1.765  -35.6152     0.000     0.998
    1.721  -35.6152     0.000     0.998
    1.677  -35.6152     0.000     0.998
    1.634  -35.6152     0.000     0.998
    1.590  -35.6152     0.000     0.998
    1.546  -35.6152     0.000     0.998
    1.502  -35.6152     0.000     0.998
    1.458  -35.6152     0.000     0.998
    1.415  -35.6152     0.000     0.998
    1.371  -35.6152     0.000     0.998
    1.327  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.240  -35.6152     0.000     0.998
    1.196  -35.6152     0.000     0.998
    1.152  -35.6152     0.000     0.998
    1.108  -35.6152     0.000     0.998
    1.064  -35.6152     0.000     0.999
    1.021  -35.6152     0.000     0.998
    0.977  -35.6152     0.000     0.998
    0.933  -35.6152     0.000     0.998
    0.889  -35.6152     0.000     0.998
    0.846  -35.6152     0.000     0.998
    0.802  -35.6152     0.000     0.998
    0.758  -35.6153     0.000     0.998
    0.714  -35.6153     0.000     0.998
    0.670  -35.6153     0.000     0.998
    0.627  -35.6153     0.000     0.998
    0.583  -35.6153     0.000     0.998
    0.539  -35.6153     0.000     0.998
    0.495  -35.6153     0.000     0.998
    0.452  -35.6153     0.000     0.998
    0.452  -35.6153     0.000     0.998
    0.428  -35.6153     0.000     0.998
    0.404  -35.6153     0.000     0.998
    0.380  -35.6153     0.000     0.998
    0.357  -35.6153     0.000     0.998
    0.333  -35.6153     0.000     0.998
    0.309  -35.6153     0.000     0.998
    0.285  -35.6153     0.000     0.998
    0.261  -35.6153     0.000     0.998
    0.238  -35.6153     0.000     0.998
    0.214  -35.6153     0.000     0.998
    0.190  -35.6153     0.000     0.998
    0.166  -35.6152     0.000     0.998
    0.143  -35.6152     0.000     0.998
    0.119  -35.6152     0.000     0.998
    0.095  -35.6152     0.000     0.998
    0.071  -35.6152     0.000     0.998
    0.048  -35.6152     0.000     0.998
    0.024  -35.6152     0.000     0.998
    0.000  -35.6152     0.000     0.998
 
# Band-Index:    7
    0.000  -35.6152     0.000     0.998
    0.024  -35.6152     0.000     0.998
    0.048  -35.6152     0.000     0.998
    0.071  -35.6152     0.000     0.998
    0.095  -35.6152     0.000     0.998
    0.119  -35.6152     0.000     0.998
    0.143  -35.6152     0.000     0.998
    0.166  -35.6152     0.000     0.998
    0.190  -35.6152     0.000     0.998
    0.214  -35.6152     0.000     0.998
    0.238  -35.6152     0.000     0.998
    0.261  -35.6152     0.000     0.998
    0.285  -35.6152     0.000     0.998
    0.309  -35.6152     0.000     0.998
    0.333  -35.6152     0.000     0.998
    0.357  -35.6152     0.000     0.998
    0.380  -35.6152     0.000     0.998
    0.404  -35.6152     0.000     0.998
    0.428  -35.6152     0.000     0.998
    0.452  -35.6152     0.000     0.998
    0.452  -35.6152     0.000     0.998
    0.495  -35.6152     0.000     0.998
    0.539  -35.6152     0.000     0.998
    0.583  -35.6152     0.000     0.998
    0.627  -35.6152     0.000     0.998
    0.670  -35.6152     0.000     0.998
    0.714  -35.6152     0.000     0.998
    0.758  -35.6152     0.000     0.998
    0.802  -35.6152     0.000     0.998
    0.846  -35.6152     0.000     0.998
    0.889  -35.6152     0.000     0.998
    0.933  -35.6152     0.000     0.998
    0.977  -35.6152     0.000     0.998
    1.021  -35.6152     0.000     0.998
    1.064  -35.6152     0.000     0.999
    1.108  -35.6152     0.000     0.998
    1.152  -35.6152     0.000     0.998
    1.196  -35.6152     0.000     0.998
    1.240  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.327  -35.6152     0.000     0.998
    1.371  -35.6152     0.000     0.998
    1.415  -35.6152     0.000     0.998
    1.458  -35.6152     0.000     0.998
    1.502  -35.6152     0.000     0.998
    1.546  -35.6152     0.000     0.998
    1.590  -35.6152     0.000     0.998
    1.634  -35.6152     0.000     0.998
    1.677  -35.6152     0.000     0.998
    1.721  -35.6152     0.000     0.998
    1.765  -35.6152     0.000     0.998
    1.809  -35.6152     0.000     0.998
    1.852  -35.6152     0.000     0.998
    1.896  -35.6152     0.000     0.998
    1.940  -35.6152     0.000     0.998
    1.984  -35.6152     0.000     0.998
    2.028  -35.6152     0.000     0.998
    2.071  -35.6152     0.000     0.998
    2.115  -35.6152     0.000     0.998
    2.115  -35.6152     0.000     0.998
    2.152  -35.6152     0.000     0.998
    2.189  -35.6152     0.000     0.998
    2.225  -35.6152     0.000     0.998
    2.262  -35.6152     0.000     0.998
    2.299  -35.6152     0.000     0.998
    2.336  -35.6152     0.000     0.998
    2.372  -35.6152     0.000     0.998
    2.409  -35.6152     0.000     0.998
    2.446  -35.6152     0.000     0.998
    2.483  -35.6152     0.000     0.998
    2.519  -35.6152     0.000     0.998
    2.556  -35.6152     0.000     0.998
    2.593  -35.6152     0.000     0.998
    2.630  -35.6152     0.000     0.998
    2.666  -35.6152     0.000     0.998
    2.703  -35.6152     0.000     0.998
    2.740  -35.6152     0.000     0.998
    2.777  -35.6152     0.000     0.998
    2.814  -35.6152     0.000     0.998
 
# Band-Index:    8
    2.814  -35.6152     0.000     0.998
    2.777  -35.6152     0.000     0.998
    2.740  -35.6152     0.000     0.998
    2.703  -35.6152     0.000     0.998
    2.666  -35.6152     0.000     0.998
    2.630  -35.6152     0.000     0.998
    2.593  -35.6152     0.000     0.998
    2.556  -35.6152     0.000     0.998
    2.519  -35.6152     0.000     0.998
    2.483  -35.6152     0.000     0.998
    2.446  -35.6152     0.000     0.998
    2.409  -35.6152     0.000     0.998
    2.372  -35.6152     0.000     0.998
    2.336  -35.6152     0.000     0.998
    2.299  -35.6152     0.000     0.998
    2.262  -35.6152     0.000     0.998
    2.225  -35.6152     0.000     0.998
    2.189  -35.6152     0.000     0.998
    2.152  -35.6152     0.000     0.998
    2.115  -35.6152     0.000     0.998
    2.115  -35.6152     0.000     0.998
    2.071  -35.6152     0.000     0.998
    2.028  -35.6152     0.000     0.998
    1.984  -35.6152     0.000     0.998
    1.940  -35.6152     0.000     0.998
    1.896  -35.6152     0.000     0.998
    1.852  -35.6152     0.000     0.998
    1.809  -35.6152     0.000     0.998
    1.765  -35.6152     0.000     0.998
    1.721  -35.6152     0.000     0.998
    1.677  -35.6152     0.000     0.998
    1.634  -35.6152     0.000     0.998
    1.590  -35.6152     0.000     0.998
    1.546  -35.6152     0.000     0.998
    1.502  -35.6152     0.000     0.998
    1.458  -35.6152     0.000     0.998
    1.415  -35.6152     0.000     0.998
    1.371  -35.6152     0.000     0.998
    1.327  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.283  -35.6152     0.000     0.998
    1.240  -35.6152     0.000     0.998
    1.196  -35.6152     0.000     0.998
    1.152  -35.6152     0.000     0.998
    1.108  -35.6152     0.000     0.998
    1.064  -35.6152     0.000     0.998
    1.021  -35.6152     0.000     0.998
    0.977  -35.6152     0.000     0.998
    0.933  -35.6152     0.000     0.998
    0.889  -35.6152     0.000     0.998
    0.846  -35.6152     0.000     0.998
    0.802  -35.6152     0.000     0.998
    0.758  -35.6152     0.000     0.998
    0.714  -35.6152     0.000     0.998
    0.670  -35.6152     0.000     0.998
    0.627  -35.6152     0.000     0.998
    0.583  -35.6152     0.000     0.998
    0.539  -35.6152     0.000     0.998
    0.495  -35.6152     0.000     0.998
    0.452  -35.6152     0.000     0.998
    0.452  -35.6152     0.000     0.998
    0.428  -35.6152     0.000     0.998
    0.404  -35.6152     0.000     0.998
    0.380  -35.6152     0.000     0.998
    0.357  -35.6152     0.000     0.998
    0.333  -35.6152     0.000     0.998
    0.309  -35.6152     0.000     0.998
    0.285  -35.6152     0.000     0.998
    0.261  -35.6152     0.000     0.998
    0.238  -35.6152     0.000     0.998
    0.214  -35.6152     0.000     0.998
    0.190  -35.6152     0.000     0.998
    0.166  -35.6152     0.000     0.998
    0.143  -35.6152     0.000     0.998
    0.119  -35.6152     0.000     0.998
    0.095  -35.6152     0.000     0.998
    0.071  -35.6152     0.000     0.998
    0.048  -35.6152     0.000     0.998
    0.024  -35.6152     0.000     0.998
    0.000  -35.6152     0.000     0.998
 
# Band-Index:    9
    0.000  -34.9251     0.000     0.998
    0.024  -34.9251     0.000     0.998
    0.048  -34.9251     0.000     0.998
    0.071  -34.9251     0.000     0.998
    0.095  -34.9251     0.000     0.998
    0.119  -34.9252     0.000     0.998
    0.143  -34.9252     0.000     0.998
    0.166  -34.9252     0.000     0.998
    0.190  -34.9252     0.000     0.998
    0.214  -34.9252     0.000     0.998
    0.238  -34.9253     0.000     0.998
    0.261  -34.9253     0.000     0.998
    0.285  -34.9253     0.000     0.998
    0.309  -34.9253     0.000     0.998
    0.333  -34.9253     0.000     0.998
    0.357  -34.9253     0.000     0.998
    0.380  -34.9253     0.000     0.998
    0.404  -34.9253     0.000     0.998
    0.428  -34.9253     0.000     0.998
    0.452  -34.9253     0.000     0.998
    0.452  -34.9253     0.000     0.998
    0.495  -34.9253     0.000     0.998
    0.539  -34.9253     0.000     0.998
    0.583  -34.9253     0.000     0.998
    0.627  -34.9253     0.000     0.998
    0.670  -34.9253     0.000     0.998
    0.714  -34.9252     0.000     0.998
    0.758  -34.9252     0.000     0.998
    0.802  -34.9252     0.000     0.998
    0.846  -34.9252     0.000     0.998
    0.889  -34.9251     0.000     0.998
    0.933  -34.9251     0.000     0.998
    0.977  -34.9251     0.000     0.998
    1.021  -34.9251     0.000     0.998
    1.064  -34.9250     0.000     0.998
    1.108  -34.9250     0.000     0.998
    1.152  -34.9250     0.000     0.998
    1.196  -34.9250     0.000     0.998
    1.240  -34.9250     0.000     0.998
    1.283  -34.9250     0.000     0.999
    1.283  -34.9250     0.000     0.999
    1.327  -34.9250     0.000     0.998
    1.371  -34.9250     0.000     0.998
    1.415  -34.9250     0.000     0.998
    1.458  -34.9250     0.000     0.998
    1.502  -34.9250     0.000     0.998
    1.546  -34.9251     0.000     0.998
    1.590  -34.9251     0.000     0.998
    1.634  -34.9251     0.000     0.998
    1.677  -34.9251     0.000     0.998
    1.721  -34.9252     0.000     0.998
    1.765  -34.9252     0.000     0.998
    1.809  -34.9252     0.000     0.998
    1.852  -34.9252     0.000     0.998
    1.896  -34.9253     0.000     0.998
    1.940  -34.9253     0.000     0.998
    1.984  -34.9253     0.000     0.998
    2.028  -34.9253     0.000     0.998
    2.071  -34.9253     0.000     0.998
    2.115  -34.9253     0.000     0.998
    2.115  -34.9253     0.000     0.998
    2.152  -34.9253     0.000     0.998
    2.189  -34.9253     0.000     0.998
    2.225  -34.9253     0.000     0.998
    2.262  -34.9253     0.000     0.998
    2.299  -34.9253     0.000     0.998
    2.336  -34.9253     0.000     0.998
    2.372  -34.9253     0.000     0.998
    2.409  -34.9253     0.000     0.998
    2.446  -34.9252     0.000     0.998
    2.483  -34.9252     0.000     0.998
    2.519  -34.9252     0.000     0.998
    2.556  -34.9251     0.000     0.998
    2.593  -34.9251     0.000     0.998
    2.630  -34.9251     0.000     0.998
    2.666  -34.9251     0.000     0.998
    2.703  -34.9251     0.000     0.998
    2.740  -34.9250     0.000     0.998
    2.777  -34.9250     0.000     0.998
    2.814  -34.9250     0.000     0.998
 
# Band-Index:   10
    2.814  -34.9250     0.000     0.998
    2.777  -34.9250     0.000     0.998
    2.740  -34.9250     0.000     0.998
    2.703  -34.9250     0.000     0.998
    2.666  -34.9250     0.000     0.998
    2.630  -34.9250     0.000     0.998
