  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80  55
# Band-Index:    1
    0.000  -24.2123     0.984     0.000
    0.022  -24.2124     0.984     0.000
    0.045  -24.2125     0.984     0.000
    0.067  -24.2127     0.984     0.000
    0.089  -24.2128     0.984     0.000
    0.112  -24.2129     0.984     0.000
    0.134  -24.2130     0.984     0.000
    0.156  -24.2130     0.984     0.000
    0.179  -24.2131     0.984     0.000
    0.201  -24.2132     0.984     0.000
    0.224  -24.2133     0.984     0.000
    0.246  -24.2133     0.984     0.000
    0.268  -24.2134     0.984     0.000
    0.291  -24.2135     0.984     0.000
    0.313  -24.2135     0.984     0.000
    0.335  -24.2135     0.984     0.000
    0.358  -24.2135     0.984     0.000
    0.380  -24.2135     0.984     0.000
    0.402  -24.2135     0.984     0.000
    0.425  -24.2135     0.984     0.000
    0.425  -24.2135     0.984     0.000
    0.466  -24.2136     0.984     0.000
    0.507  -24.2136     0.984     0.000
    0.548  -24.2135     0.984     0.000
    0.590  -24.2135     0.984     0.000
    0.631  -24.2134     0.984     0.000
    0.672  -24.2133     0.984     0.000
    0.713  -24.2132     0.984     0.000
    0.755  -24.2131     0.984     0.000
    0.796  -24.2129     0.984     0.000
    0.837  -24.2128     0.984     0.000
    0.878  -24.2126     0.984     0.000
    0.920  -24.2125     0.984     0.000
    0.961  -24.2123     0.984     0.000
    1.002  -24.2123     0.984     0.000
    1.043  -24.2122     0.984     0.000
    1.085  -24.2121     0.984     0.000
    1.126  -24.2120     0.984     0.000
    1.167  -24.2119     0.984     0.000
    1.208  -24.2117     0.984     0.000
    1.208  -24.2117     0.985     0.000
    1.250  -24.2119     0.984     0.000
    1.291  -24.2120     0.984     0.000
    1.332  -24.2121     0.984     0.000
    1.373  -24.2122     0.984     0.000
    1.415  -24.2123     0.984     0.000
    1.456  -24.2123     0.984     0.000
    1.497  -24.2125     0.984     0.000
    1.538  -24.2126     0.984     0.000
    1.580  -24.2128     0.984     0.000
    1.621  -24.2129     0.984     0.000
    1.662  -24.2131     0.984     0.000
    1.703  -24.2132     0.984     0.000
    1.744  -24.2133     0.984     0.000
    1.786  -24.2134     0.984     0.000
    1.827  -24.2135     0.984     0.000
    1.868  -24.2135     0.984     0.000
    1.909  -24.2136     0.984     0.000
    1.951  -24.2136     0.984     0.000
    1.992  -24.2135     0.984     0.000
    1.992  -24.2135     0.984     0.000
    2.027  -24.2136     0.984     0.000
    2.061  -24.2136     0.984     0.000
    2.096  -24.2136     0.984     0.000
    2.131  -24.2136     0.984     0.000
    2.165  -24.2135     0.984     0.000
    2.200  -24.2135     0.984     0.000
    2.235  -24.2135     0.984     0.000
    2.269  -24.2134     0.984     0.000
    2.304  -24.2134     0.984     0.000
    2.338  -24.2133     0.984     0.000
    2.373  -24.2133     0.984     0.000
    2.408  -24.2132     0.984     0.000
    2.442  -24.2132     0.984     0.000
    2.477  -24.2131     0.984     0.000
    2.512  -24.2131     0.984     0.000
    2.546  -24.2130     0.984     0.000
    2.581  -24.2130     0.984     0.000
    2.616  -24.2129     0.984     0.000
    2.650  -24.2129     0.984     0.000
 
# Band-Index:    2
    2.650  -24.2129     0.984     0.000
    2.616  -24.2128     0.984     0.000
    2.581  -24.2127     0.984     0.000
    2.546  -24.2127     0.984     0.000
    2.512  -24.2126     0.984     0.000
    2.477  -24.2125     0.984     0.000
    2.442  -24.2125     0.984     0.000
    2.408  -24.2124     0.984     0.000
    2.373  -24.2123     0.984     0.000
    2.338  -24.2124     0.984     0.000
    2.304  -24.2125     0.984     0.000
    2.269  -24.2127     0.984     0.000
    2.235  -24.2129     0.984     0.000
    2.200  -24.2130     0.984     0.000
    2.165  -24.2132     0.984     0.000
    2.131  -24.2133     0.984     0.000
    2.096  -24.2134     0.984     0.000
    2.061  -24.2134     0.984     0.000
    2.027  -24.2135     0.984     0.000
    1.992  -24.2135     0.984     0.000
    1.992  -24.2135     0.984     0.000
    1.951  -24.2135     0.984     0.000
    1.909  -24.2134     0.984     0.000
    1.868  -24.2133     0.984     0.000
    1.827  -24.2132     0.984     0.000
    1.786  -24.2131     0.984     0.000
    1.744  -24.2129     0.984     0.000
    1.703  -24.2128     0.984     0.000
    1.662  -24.2126     0.984     0.000
    1.621  -24.2125     0.984     0.000
    1.580  -24.2123     0.984     0.000
    1.538  -24.2123     0.984     0.000
    1.497  -24.2123     0.984     0.000
    1.456  -24.2123     0.984     0.000
    1.415  -24.2122     0.984     0.000
    1.373  -24.2120     0.984     0.000
    1.332  -24.2119     0.984     0.000
    1.291  -24.2118     0.984     0.000
    1.250  -24.2118     0.984     0.000
    1.208  -24.2117     0.985     0.000
    1.208  -24.2117     0.984     0.000
    1.167  -24.2118     0.984     0.000
    1.126  -24.2118     0.984     0.000
    1.085  -24.2119     0.984     0.000
    1.043  -24.2120     0.984     0.000
    1.002  -24.2122     0.984     0.000
    0.961  -24.2123     0.984     0.000
    0.920  -24.2123     0.984     0.000
    0.878  -24.2123     0.984     0.000
    0.837  -24.2123     0.984     0.000
    0.796  -24.2125     0.984     0.000
    0.755  -24.2126     0.984     0.000
    0.713  -24.2128     0.984     0.000
    0.672  -24.2129     0.984     0.000
    0.631  -24.2131     0.984     0.000
    0.590  -24.2132     0.984     0.000
    0.548  -24.2133     0.984     0.000
    0.507  -24.2134     0.984     0.000
    0.466  -24.2135     0.984     0.000
    0.425  -24.2135     0.984     0.000
    0.425  -24.2135     0.984     0.000
    0.402  -24.2135     0.984     0.000
    0.380  -24.2135     0.984     0.000
    0.358  -24.2134     0.984     0.000
    0.335  -24.2134     0.984     0.000
    0.313  -24.2133     0.984     0.000
    0.291  -24.2133     0.984     0.000
    0.268  -24.2132     0.984     0.000
    0.246  -24.2131     0.984     0.000
    0.224  -24.2130     0.984     0.000
    0.201  -24.2129     0.984     0.000
    0.179  -24.2128     0.984     0.000
    0.156  -24.2127     0.984     0.000
    0.134  -24.2126     0.984     0.000
    0.112  -24.2125     0.984     0.000
    0.089  -24.2124     0.984     0.000
    0.067  -24.2123     0.984     0.000
    0.045  -24.2121     0.984     0.000
    0.022  -24.2122     0.984     0.000
    0.000  -24.2123     0.984     0.000
 
# Band-Index:    3
    0.000  -24.2119     0.984     0.000
    0.022  -24.2120     0.984     0.000
    0.045  -24.2121     0.984     0.000
    0.067  -24.2120     0.984     0.000
    0.089  -24.2119     0.984     0.000
    0.112  -24.2117     0.984     0.000
    0.134  -24.2116     0.984     0.000
    0.156  -24.2115     0.984     0.000
    0.179  -24.2114     0.984     0.000
    0.201  -24.2113     0.984     0.000
    0.224  -24.2112     0.984     0.000
    0.246  -24.2111     0.984     0.000
    0.268  -24.2111     0.984     0.000
    0.291  -24.2110     0.984     0.000
    0.313  -24.2109     0.984     0.000
    0.335  -24.2109     0.984     0.000
    0.358  -24.2108     0.984     0.000
    0.380  -24.2108     0.984     0.000
    0.402  -24.2107     0.984     0.000
    0.425  -24.2107     0.984     0.000
    0.425  -24.2107     0.984     0.000
    0.466  -24.2109     0.984     0.000
    0.507  -24.2111     0.984     0.000
    0.548  -24.2112     0.984     0.000
    0.590  -24.2114     0.984     0.000
    0.631  -24.2116     0.984     0.000
    0.672  -24.2118     0.984     0.000
    0.713  -24.2119     0.984     0.000
    0.755  -24.2120     0.984     0.000
    0.796  -24.2122     0.984     0.000
    0.837  -24.2122     0.984     0.000
    0.878  -24.2122     0.984     0.000
    0.920  -24.2121     0.984     0.000
    0.961  -24.2119     0.984     0.000
    1.002  -24.2118     0.984     0.000
    1.043  -24.2118     0.984     0.000
    1.085  -24.2117     0.984     0.000
    1.126  -24.2117     0.984     0.000
    1.167  -24.2117     0.984     0.000
    1.208  -24.2117     0.984     0.000
    1.208  -24.2117     0.985     0.000
    1.250  -24.2117     0.984     0.000
    1.291  -24.2117     0.984     0.000
    1.332  -24.2117     0.984     0.000
    1.373  -24.2118     0.984     0.000
    1.415  -24.2118     0.984     0.000
    1.456  -24.2119     0.984     0.000
    1.497  -24.2121     0.984     0.000
    1.538  -24.2122     0.984     0.000
    1.580  -24.2122     0.984     0.000
    1.621  -24.2122     0.984     0.000
    1.662  -24.2120     0.984     0.000
    1.703  -24.2119     0.984     0.000
    1.744  -24.2118     0.984     0.000
    1.786  -24.2116     0.984     0.000
    1.827  -24.2114     0.984     0.000
    1.868  -24.2112     0.984     0.000
    1.909  -24.2111     0.984     0.000
    1.951  -24.2109     0.984     0.000
    1.992  -24.2107     0.984     0.000
    1.992  -24.2107     0.984     0.000
    2.027  -24.2109     0.984     0.000
    2.061  -24.2110     0.984     0.000
    2.096  -24.2112     0.984     0.000
    2.131  -24.2114     0.984     0.000
    2.165  -24.2115     0.984     0.000
    2.200  -24.2117     0.984     0.000
    2.235  -24.2118     0.984     0.000
    2.269  -24.2119     0.984     0.000
    2.304  -24.2121     0.984     0.000
    2.338  -24.2122     0.984     0.000
    2.373  -24.2122     0.984     0.000
    2.408  -24.2120     0.984     0.000
    2.442  -24.2118     0.984     0.000
    2.477  -24.2115     0.984     0.000
    2.512  -24.2113     0.984     0.000
    2.546  -24.2111     0.984     0.000
    2.581  -24.2109     0.984     0.000
    2.616  -24.2107     0.984     0.000
    2.650  -24.2105     0.984     0.000
 
# Band-Index:    4
    2.650  -24.2105     0.984     0.000
    2.616  -24.2103     0.984     0.000
    2.581  -24.2102     0.984     0.000
    2.546  -24.2100     0.984     0.000
    2.512  -24.2099     0.984     0.000
    2.477  -24.2098     0.984     0.000
    2.442  -24.2097     0.984     0.000
    2.408  -24.2097     0.984     0.000
    2.373  -24.2096     0.984     0.000
    2.338  -24.2096     0.984     0.000
    2.304  -24.2096     0.984     0.000
    2.269  -24.2097     0.984     0.000
    2.235  -24.2098     0.984     0.000
    2.200  -24.2099     0.984     0.000
    2.165  -24.2100     0.984     0.000
    2.131  -24.2101     0.984     0.000
    2.096  -24.2102     0.984     0.000
    2.061  -24.2104     0.984     0.000
    2.027  -24.2105     0.984     0.000
    1.992  -24.2107     0.984     0.000
    1.992  -24.2107     0.984     0.000
    1.951  -24.2105     0.984     0.000
    1.909  -24.2104     0.984     0.000
    1.868  -24.2103     0.984     0.000
    1.827  -24.2102     0.984     0.000
    1.786  -24.2101     0.984     0.000
    1.744  -24.2101     0.984     0.000
    1.703  -24.2101     0.984     0.000
    1.662  -24.2101     0.984     0.000
    1.621  -24.2101     0.984     0.000
    1.580  -24.2102     0.984     0.000
    1.538  -24.2103     0.984     0.000
    1.497  -24.2105     0.984     0.000
    1.456  -24.2106     0.984     0.000
    1.415  -24.2108     0.984     0.000
    1.373  -24.2110     0.984     0.000
    1.332  -24.2112     0.984     0.000
    1.291  -24.2114     0.984     0.000
    1.250  -24.2115     0.984     0.000
    1.208  -24.2117     0.985     0.000
    1.208  -24.2117     0.984     0.000
    1.167  -24.2115     0.984     0.000
    1.126  -24.2114     0.984     0.000
    1.085  -24.2112     0.984     0.000
    1.043  -24.2110     0.984     0.000
    1.002  -24.2108     0.984     0.000
    0.961  -24.2106     0.984     0.000
    0.920  -24.2105     0.984     0.000
    0.878  -24.2103     0.984     0.000
    0.837  -24.2102     0.984     0.000
    0.796  -24.2101     0.984     0.000
    0.755  -24.2101     0.984     0.000
    0.713  -24.2101     0.984     0.000
    0.672  -24.2101     0.984     0.000
    0.631  -24.2101     0.984     0.000
    0.590  -24.2102     0.984     0.000
    0.548  -24.2103     0.984     0.000
    0.507  -24.2104     0.984     0.000
    0.466  -24.2105     0.984     0.000
    0.425  -24.2107     0.984     0.000
    0.425  -24.2107     0.984     0.000
    0.402  -24.2107     0.984     0.000
    0.380  -24.2107     0.984     0.000
    0.358  -24.2107     0.984     0.000
    0.335  -24.2107     0.984     0.000
    0.313  -24.2107     0.984     0.000
    0.291  -24.2108     0.984     0.000
    0.268  -24.2108     0.984     0.000
    0.246  -24.2109     0.984     0.000
    0.224  -24.2109     0.984     0.000
    0.201  -24.2110     0.984     0.000
    0.179  -24.2111     0.984     0.000
    0.156  -24.2112     0.984     0.000
    0.134  -24.2113     0.984     0.000
    0.112  -24.2114     0.984     0.000
    0.089  -24.2115     0.984     0.000
    0.067  -24.2116     0.984     0.000
    0.045  -24.2117     0.984     0.000
    0.022  -24.2118     0.984     0.000
    0.000  -24.2119     0.984     0.000
 
# Band-Index:    5
    0.000  -24.1851     0.984     0.000
    0.022  -24.1851     0.984     0.000
    0.045  -24.1851     0.984     0.000
    0.067  -24.1851     0.984     0.000
    0.089  -24.1851     0.984     0.000
    0.112  -24.1851     0.984     0.000
    0.134  -24.1850     0.984     0.000
    0.156  -24.1850     0.984     0.000
    0.179  -24.1850     0.984     0.000
    0.201  -24.1850     0.984     0.000
    0.224  -24.1850     0.984     0.000
    0.246  -24.1849     0.984     0.000
    0.268  -24.1849     0.984     0.000
    0.291  -24.1849     0.984     0.000
    0.313  -24.1848     0.984     0.000
    0.335  -24.1848     0.984     0.000
    0.358  -24.1848     0.984     0.000
    0.380  -24.1847     0.984     0.000
    0.402  -24.1847     0.984     0.000
    0.425  -24.1846     0.984     0.000
    0.425  -24.1846     0.984     0.000
    0.466  -24.1847     0.984     0.000
    0.507  -24.1848     0.984     0.000
    0.548  -24.1848     0.984     0.000
    0.590  -24.1849     0.984     0.000
    0.631  -24.1850     0.984     0.000
    0.672  -24.1850     0.984     0.000
    0.713  -24.1850     0.984     0.000
    0.755  -24.1850     0.984     0.000
    0.796  -24.1850     0.984     0.000
    0.837  -24.1850     0.984     0.000
    0.878  -24.1850     0.984     0.000
    0.920  -24.1850     0.984     0.000
    0.961  -24.1849     0.984     0.000
    1.002  -24.1849     0.984     0.000
    1.043  -24.1848     0.984     0.000
    1.085  -24.1847     0.984     0.000
    1.126  -24.1847     0.984     0.000
    1.167  -24.1846     0.984     0.000
    1.208  -24.1845     0.984     0.000
    1.208  -24.1845     0.984     0.000
    1.250  -24.1846     0.984     0.000
    1.291  -24.1847     0.984     0.000
    1.332  -24.1847     0.984     0.000
    1.373  -24.1848     0.984     0.000
    1.415  -24.1849     0.984     0.000
    1.456  -24.1849     0.984     0.000
    1.497  -24.1850     0.984     0.000
    1.538  -24.1850     0.984     0.000
    1.580  -24.1850     0.984     0.000
    1.621  -24.1850     0.984     0.000
    1.662  -24.1850     0.984     0.000
    1.703  -24.1850     0.984     0.000
    1.744  -24.1850     0.984     0.000
    1.786  -24.1850     0.984     0.000
    1.827  -24.1849     0.984     0.000
    1.868  -24.1848     0.984     0.000
    1.909  -24.1848     0.984     0.000
    1.951  -24.1847     0.984     0.000
    1.992  -24.1846     0.984     0.000
    1.992  -24.1846     0.984     0.000
    2.027  -24.1847     0.984     0.000
    2.061  -24.1848     0.984     0.000
    2.096  -24.1848     0.984     0.000
    2.131  -24.1849     0.984     0.000
    2.165  -24.1849     0.984     0.000
    2.200  -24.1850     0.984     0.000
    2.235  -24.1850     0.984     0.000
    2.269  -24.1850     0.984     0.000
    2.304  -24.1851     0.984     0.000
    2.338  -24.1851     0.984     0.000
    2.373  -24.1851     0.984     0.000
    2.408  -24.1851     0.984     0.000
    2.442  -24.1851     0.984     0.000
    2.477  -24.1851     0.984     0.000
    2.512  -24.1851     0.984     0.000
    2.546  -24.1851     0.984     0.000
    2.581  -24.1851     0.984     0.000
    2.616  -24.1850     0.984     0.000
    2.650  -24.1850     0.984     0.000
 
# Band-Index:    6
    2.650  -24.1850     0.984     0.000
    2.616  -24.1850     0.984     0.000
    2.581  -24.1850     0.984     0.000
    2.546  -24.1850     0.984     0.000
    2.512  -24.1849     0.984     0.000
    2.477  -24.1849     0.984     0.000
    2.442  -24.1849     0.984     0.000
    2.408  -24.1849     0.984     0.000
    2.373  -24.1849     0.984     0.000
    2.338  -24.1849     0.984     0.000
    2.304  -24.1848     0.984     0.000
    2.269  -24.1848     0.984     0.000
    2.235  -24.1848     0.984     0.000
    2.200  -24.1848     0.984     0.000
    2.165  -24.1848     0.984     0.000
    2.131  -24.1847     0.984     0.000
    2.096  -24.1847     0.984     0.000
    2.061  -24.1847     0.984     0.000
    2.027  -24.1846     0.984     0.000
    1.992  -24.1846     0.984     0.000
    1.992  -24.1846     0.984     0.000
    1.951  -24.1846     0.984     0.000
    1.909  -24.1847     0.984     0.000
    1.868  -24.1847     0.984     0.000
    1.827  -24.1848     0.984     0.000
    1.786  -24.1848     0.984     0.000
    1.744  -24.1849     0.984     0.000
    1.703  -24.1849     0.984     0.000
    1.662  -24.1849     0.984     0.000
    1.621  -24.1849     0.984     0.000
    1.580  -24.1849     0.984     0.000
    1.538  -24.1849     0.984     0.000
    1.497  -24.1849     0.984     0.000
    1.456  -24.1848     0.984     0.000
    1.415  -24.1848     0.984     0.000
    1.373  -24.1847     0.984     0.000
    1.332  -24.1847     0.984     0.000
    1.291  -24.1846     0.984     0.000
    1.250  -24.1846     0.984     0.000
    1.208  -24.1845     0.984     0.000
    1.208  -24.1845     0.984     0.000
    1.167  -24.1846     0.984     0.000
    1.126  -24.1846     0.984     0.000
    1.085  -24.1847     0.984     0.000
    1.043  -24.1847     0.984     0.000
    1.002  -24.1848     0.984     0.000
    0.961  -24.1848     0.984     0.000
    0.920  -24.1849     0.984     0.000
    0.878  -24.1849     0.984     0.000
    0.837  -24.1849     0.984     0.000
    0.796  -24.1849     0.984     0.000
    0.755  -24.1849     0.984     0.000
    0.713  -24.1849     0.984     0.000
    0.672  -24.1849     0.984     0.000
    0.631  -24.1848     0.984     0.000
    0.590  -24.1848     0.984     0.000
    0.548  -24.1847     0.984     0.000
    0.507  -24.1847     0.984     0.000
    0.466  -24.1846     0.984     0.000
    0.425  -24.1846     0.984     0.000
    0.425  -24.1846     0.984     0.000
    0.402  -24.1846     0.984     0.000
    0.380  -24.1847     0.984     0.000
    0.358  -24.1847     0.984     0.000
    0.335  -24.1847     0.984     0.000
    0.313  -24.1848     0.984     0.000
    0.291  -24.1848     0.984     0.000
    0.268  -24.1848     0.984     0.000
    0.246  -24.1849     0.984     0.000
    0.224  -24.1849     0.984     0.000
    0.201  -24.1849     0.984     0.000
    0.179  -24.1850     0.984     0.000
    0.156  -24.1850     0.984     0.000
    0.134  -24.1850     0.984     0.000
    0.112  -24.1850     0.984     0.000
    0.089  -24.1850     0.984     0.000
    0.067  -24.1851     0.984     0.000
    0.045  -24.1851     0.984     0.000
    0.022  -24.1851     0.984     0.000
    0.000  -24.1851     0.984     0.000
 
# Band-Index:    7
    0.000  -24.1841     0.984     0.000
    0.022  -24.1842     0.984     0.000
    0.045  -24.1842     0.984     0.000
    0.067  -24.1842     0.984     0.000
    0.089  -24.1842     0.984     0.000
    0.112  -24.1842     0.984     0.000
    0.134  -24.1842     0.984     0.000
    0.156  -24.1842     0.984     0.000
