  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    3.057  -35.1057     0.000     0.999
    3.110  -35.1057     0.000     0.999
    3.164  -35.1058     0.000     0.999
    3.218  -35.1058     0.000     0.999
    3.271  -35.1059     0.000     0.999
    3.325  -35.1059     0.000     0.999
    3.379  -35.1059     0.000     0.999
    3.432  -35.1059     0.000     0.999
 
# Band-Index:    6
    3.432  -35.1059     0.000     0.999
    3.379  -35.1059     0.000     0.999
    3.325  -35.1059     0.000     0.999
    3.271  -35.1059     0.000     0.999
    3.218  -35.1058     0.000     0.999
    3.164  -35.1058     0.000     0.999
    3.110  -35.1057     0.000     0.999
    3.057  -35.1057     0.000     0.999
    3.003  -35.1056     0.000     0.999
    2.949  -35.1055     0.000     0.999
    2.896  -35.1055     0.000     0.999
    2.842  -35.1054     0.000     0.999
    2.788  -35.1054     0.000     0.999
    2.735  -35.1053     0.000     0.999
    2.681  -35.1053     0.000     0.999
    2.627  -35.1052     0.000     0.999
    2.574  -35.1052     0.000     0.999
    2.520  -35.1052     0.000     0.999
    2.466  -35.1052     0.000     0.999
    2.413  -35.1052     0.000     0.999
    2.413  -35.1052     0.000     0.999
    2.386  -35.1052     0.000     0.999
    2.359  -35.1052     0.000     0.999
    2.332  -35.1052     0.000     0.999
    2.305  -35.1052     0.000     0.999
    2.278  -35.1052     0.000     0.999
    2.252  -35.1052     0.000     0.999
    2.225  -35.1052     0.000     0.999
    2.198  -35.1052     0.000     0.999
    2.171  -35.1052     0.000     0.999
    2.144  -35.1052     0.000     0.999
    2.117  -35.1052     0.000     0.999
    2.091  -35.1053     0.000     0.999
    2.064  -35.1053     0.000     0.999
    2.037  -35.1053     0.000     0.999
    2.010  -35.1053     0.000     0.999
    1.983  -35.1053     0.000     0.999
    1.956  -35.1053     0.000     0.999
    1.930  -35.1053     0.000     0.999
    1.903  -35.1053     0.000     0.999
    1.903  -35.1053     0.000     0.999
    1.856  -35.1053     0.000     0.999
    1.810  -35.1053     0.000     0.999
    1.763  -35.1053     0.000     0.999
    1.717  -35.1053     0.000     0.999
    1.670  -35.1054     0.000     0.999
    1.624  -35.1054     0.000     0.999
    1.577  -35.1054     0.000     0.999
    1.531  -35.1055     0.000     0.999
    1.484  -35.1055     0.000     0.999
    1.438  -35.1056     0.000     0.999
    1.392  -35.1057     0.000     0.999
    1.345  -35.1057     0.000     0.999
    1.299  -35.1058     0.000     0.999
    1.252  -35.1058     0.000     0.999
    1.206  -35.1059     0.000     0.999
    1.159  -35.1059     0.000     0.999
    1.113  -35.1059     0.000     0.999
    1.066  -35.1059     0.000     0.999
    1.020  -35.1059     0.000     0.999
    1.020  -35.1059     0.000     0.999
    0.966  -35.1059     0.000     0.999
    0.912  -35.1059     0.000     0.999
    0.859  -35.1059     0.000     0.999
    0.805  -35.1058     0.000     0.999
    0.751  -35.1058     0.000     0.999
    0.698  -35.1057     0.000     0.999
    0.644  -35.1057     0.000     0.999
    0.590  -35.1056     0.000     0.999
    0.537  -35.1055     0.000     0.999
    0.483  -35.1055     0.000     0.999
    0.429  -35.1054     0.000     0.999
    0.376  -35.1054     0.000     0.999
    0.322  -35.1053     0.000     0.999
    0.268  -35.1053     0.000     0.999
    0.215  -35.1052     0.000     0.999
    0.161  -35.1052     0.000     0.999
    0.107  -35.1052     0.000     0.999
    0.054  -35.1052     0.000     0.999
    0.000  -35.1052     0.000     0.999
 
# Band-Index:    7
    0.000  -35.0851     0.000     0.999
    0.054  -35.0851     0.000     0.999
    0.107  -35.0851     0.000     0.999
    0.161  -35.0851     0.000     0.999
    0.215  -35.0851     0.000     0.999
    0.268  -35.0851     0.000     0.999
    0.322  -35.0851     0.000     0.999
    0.376  -35.0851     0.000     0.999
    0.429  -35.0851     0.000     0.999
    0.483  -35.0851     0.000     0.999
    0.537  -35.0851     0.000     0.999
    0.590  -35.0851     0.000     0.999
    0.644  -35.0851     0.000     0.999
    0.698  -35.0851     0.000     0.999
    0.751  -35.0851     0.000     0.999
    0.805  -35.0851     0.000     0.999
    0.859  -35.0850     0.000     0.999
    0.912  -35.0851     0.000     0.999
    0.966  -35.0851     0.000     0.999
    1.020  -35.0851     0.000     0.999
    1.020  -35.0851     0.000     0.999
    1.066  -35.0851     0.000     0.999
    1.113  -35.0851     0.000     0.999
    1.159  -35.0851     0.000     0.999
    1.206  -35.0851     0.000     0.999
    1.252  -35.0850     0.000     0.999
    1.299  -35.0851     0.000     0.999
    1.345  -35.0850     0.000     0.999
    1.392  -35.0851     0.000     0.999
    1.438  -35.0850     0.000     0.999
    1.484  -35.0850     0.000     0.999
    1.531  -35.0850     0.000     0.999
    1.577  -35.0850     0.000     0.999
    1.624  -35.0850     0.000     0.999
    1.670  -35.0850     0.000     0.999
    1.717  -35.0850     0.000     0.999
    1.763  -35.0850     0.000     0.999
    1.810  -35.0850     0.000     0.999
    1.856  -35.0850     0.000     0.999
    1.903  -35.0850     0.000     0.999
    1.903  -35.0850     0.000     0.999
    1.930  -35.0850     0.000     0.999
    1.956  -35.0851     0.000     0.999
    1.983  -35.0851     0.000     0.999
    2.010  -35.0851     0.000     0.999
    2.037  -35.0851     0.000     0.999
    2.064  -35.0851     0.000     0.999
    2.091  -35.0851     0.000     0.999
    2.117  -35.0851     0.000     0.999
    2.144  -35.0851     0.000     0.999
    2.171  -35.0851     0.000     0.999
    2.198  -35.0851     0.000     0.999
    2.225  -35.0851     0.000     0.999
    2.252  -35.0851     0.000     0.999
    2.278  -35.0851     0.000     0.999
    2.305  -35.0851     0.000     0.999
    2.332  -35.0851     0.000     0.999
    2.359  -35.0851     0.000     0.999
    2.386  -35.0851     0.000     0.999
    2.413  -35.0851     0.000     0.999
    2.413  -35.0851     0.000     0.999
    2.466  -35.0851     0.000     0.999
    2.520  -35.0851     0.000     0.999
    2.574  -35.0851     0.000     0.999
    2.627  -35.0851     0.000     0.999
    2.681  -35.0851     0.000     0.999
    2.735  -35.0851     0.000     0.999
    2.788  -35.0851     0.000     0.999
    2.842  -35.0851     0.000     0.999
    2.896  -35.0851     0.000     0.999
    2.949  -35.0851     0.000     0.999
    3.003  -35.0851     0.000     0.999
    3.057  -35.0851     0.000     0.999
    3.110  -35.0851     0.000     0.999
    3.164  -35.0851     0.000     0.999
    3.218  -35.0851     0.000     0.999
    3.271  -35.0850     0.000     0.999
    3.325  -35.0851     0.000     0.999
    3.379  -35.0851     0.000     0.999
    3.432  -35.0851     0.000     0.999
 
# Band-Index:    8
    3.432  -35.0851     0.000     0.999
    3.379  -35.0851     0.000     0.999
    3.325  -35.0851     0.000     0.999
    3.271  -35.0850     0.000     0.999
    3.218  -35.0851     0.000     0.999
    3.164  -35.0850     0.000     0.999
    3.110  -35.0850     0.000     0.999
    3.057  -35.0850     0.000     0.999
    3.003  -35.0850     0.000     0.999
    2.949  -35.0850     0.000     0.999
    2.896  -35.0850     0.000     0.999
    2.842  -35.0850     0.000     0.999
    2.788  -35.0850     0.000     0.999
    2.735  -35.0850     0.000     0.999
    2.681  -35.0850     0.000     0.999
    2.627  -35.0850     0.000     0.999
    2.574  -35.0850     0.000     0.999
    2.520  -35.0850     0.000     0.999
    2.466  -35.0850     0.000     0.999
    2.413  -35.0850     0.000     0.999
    2.413  -35.0850     0.000     0.999
    2.386  -35.0850     0.000     0.999
    2.359  -35.0850     0.000     0.999
    2.332  -35.0850     0.000     0.999
    2.305  -35.0850     0.000     0.999
    2.278  -35.0850     0.000     0.999
    2.252  -35.0850     0.000     0.999
    2.225  -35.0850     0.000     0.999
    2.198  -35.0850     0.000     0.999
    2.171  -35.0850     0.000     0.999
    2.144  -35.0850     0.000     0.999
    2.117  -35.0850     0.000     0.999
    2.091  -35.0850     0.000     0.999
    2.064  -35.0850     0.000     0.999
    2.037  -35.0850     0.000     0.999
    2.010  -35.0850     0.000     0.999
    1.983  -35.0850     0.000     0.999
    1.956  -35.0850     0.000     0.999
    1.930  -35.0850     0.000     0.999
    1.903  -35.0850     0.000     0.999
    1.903  -35.0850     0.000     0.999
    1.856  -35.0850     0.000     0.999
    1.810  -35.0850     0.000     0.999
    1.763  -35.0850     0.000     0.999
    1.717  -35.0850     0.000     0.999
    1.670  -35.0850     0.000     0.999
    1.624  -35.0850     0.000     0.999
    1.577  -35.0850     0.000     0.999
    1.531  -35.0850     0.000     0.999
    1.484  -35.0850     0.000     0.999
    1.438  -35.0850     0.000     0.999
    1.392  -35.0851     0.000     0.999
    1.345  -35.0850     0.000     0.999
    1.299  -35.0851     0.000     0.999
    1.252  -35.0850     0.000     0.999
    1.206  -35.0851     0.000     0.999
    1.159  -35.0851     0.000     0.999
    1.113  -35.0851     0.000     0.999
    1.066  -35.0851     0.000     0.999
    1.020  -35.0851     0.000     0.999
    1.020  -35.0851     0.000     0.999
    0.966  -35.0851     0.000     0.999
    0.912  -35.0851     0.000     0.999
    0.859  -35.0850     0.000     0.999
    0.805  -35.0851     0.000     0.999
    0.751  -35.0850     0.000     0.999
    0.698  -35.0850     0.000     0.999
    0.644  -35.0850     0.000     0.999
    0.590  -35.0850     0.000     0.999
    0.537  -35.0850     0.000     0.999
    0.483  -35.0850     0.000     0.999
    0.429  -35.0850     0.000     0.999
    0.376  -35.0850     0.000     0.999
    0.322  -35.0850     0.000     0.999
    0.268  -35.0850     0.000     0.999
    0.215  -35.0850     0.000     0.999
    0.161  -35.0850     0.000     0.999
    0.107  -35.0850     0.000     0.999
    0.054  -35.0850     0.000     0.999
    0.000  -35.0850     0.000     0.999
 
# Band-Index:    9
    0.000  -35.0725     0.000     0.999
    0.054  -35.0725     0.000     0.999
    0.107  -35.0725     0.000     0.999
    0.161  -35.0725     0.000     0.999
    0.215  -35.0725     0.000     0.999
    0.268  -35.0725     0.000     0.999
    0.322  -35.0725     0.000     0.999
    0.376  -35.0726     0.000     0.999
    0.429  -35.0726     0.000     0.999
    0.483  -35.0726     0.000     0.999
    0.537  -35.0726     0.000     0.999
    0.590  -35.0727     0.000     0.999
    0.644  -35.0727     0.000     0.999
    0.698  -35.0727     0.000     0.999
    0.751  -35.0728     0.000     0.999
    0.805  -35.0728     0.000     0.999
    0.859  -35.0728     0.000     0.999
    0.912  -35.0728     0.000     0.999
    0.966  -35.0728     0.000     0.999
    1.020  -35.0728     0.000     0.999
    1.020  -35.0728     0.000     0.999
    1.066  -35.0728     0.000     0.999
    1.113  -35.0728     0.000     0.999
    1.159  -35.0728     0.000     0.999
    1.206  -35.0728     0.000     0.999
    1.252  -35.0728     0.000     0.999
    1.299  -35.0728     0.000     0.999
    1.345  -35.0727     0.000     0.999
    1.392  -35.0727     0.000     0.999
    1.438  -35.0727     0.000     0.999
    1.484  -35.0727     0.000     0.999
    1.531  -35.0726     0.000     0.999
    1.577  -35.0726     0.000     0.999
    1.624  -35.0726     0.000     0.999
    1.670  -35.0726     0.000     0.999
    1.717  -35.0726     0.000     0.999
    1.763  -35.0725     0.000     0.999
    1.810  -35.0725     0.000     0.999
    1.856  -35.0725     0.000     0.999
    1.903  -35.0725     0.000     0.999
    1.903  -35.0725     0.000     0.999
    1.930  -35.0725     0.000     0.999
    1.956  -35.0725     0.000     0.999
    1.983  -35.0725     0.000     0.999
    2.010  -35.0725     0.000     0.999
    2.037  -35.0725     0.000     0.999
    2.064  -35.0725     0.000     0.999
    2.091  -35.0725     0.000     0.999
    2.117  -35.0725     0.000     0.999
    2.144  -35.0725     0.000     0.999
    2.171  -35.0725     0.000     0.999
    2.198  -35.0725     0.000     0.999
    2.225  -35.0725     0.000     0.999
    2.252  -35.0725     0.000     0.999
    2.278  -35.0725     0.000     0.999
    2.305  -35.0725     0.000     0.999
    2.332  -35.0725     0.000     0.999
    2.359  -35.0725     0.000     0.999
    2.386  -35.0725     0.000     0.999
    2.413  -35.0725     0.000     0.999
    2.413  -35.0725     0.000     0.999
    2.466  -35.0725     0.000     0.999
    2.520  -35.0725     0.000     0.999
    2.574  -35.0725     0.000     0.999
    2.627  -35.0725     0.000     0.999
    2.681  -35.0725     0.000     0.999
    2.735  -35.0725     0.000     0.999
    2.788  -35.0726     0.000     0.999
    2.842  -35.0726     0.000     0.999
    2.896  -35.0726     0.000     0.999
    2.949  -35.0726     0.000     0.999
    3.003  -35.0727     0.000     0.999
    3.057  -35.0727     0.000     0.999
    3.110  -35.0727     0.000     0.999
    3.164  -35.0728     0.000     0.999
    3.218  -35.0728     0.000     0.999
    3.271  -35.0728     0.000     0.999
    3.325  -35.0728     0.000     0.999
    3.379  -35.0728     0.000     0.999
    3.432  -35.0728     0.000     0.999
 
# Band-Index:   10
    3.432  -35.0728     0.000     0.999
    3.379  -35.0728     0.000     0.999
    3.325  -35.0728     0.000     0.999
    3.271  -35.0728     0.000     0.999
    3.218  -35.0728     0.000     0.999
    3.164  -35.0727     0.000     0.999
