  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    2.834  -35.6616     0.000     0.999
    2.785  -35.6615     0.000     0.999
    2.735  -35.6615     0.000     0.999
    2.685  -35.6615     0.000     0.999
    2.635  -35.6615     0.000     0.999
    2.586  -35.6615     0.000     0.999
    2.536  -35.6615     0.000     0.999
    2.486  -35.6615     0.000     0.999
    2.436  -35.6615     0.000     0.999
    2.386  -35.6615     0.000     0.999
    2.337  -35.6615     0.000     0.999
    2.287  -35.6615     0.000     0.999
    2.237  -35.6615     0.000     0.999
    2.237  -35.6615     0.000     0.999
    2.212  -35.6615     0.000     0.999
    2.187  -35.6615     0.000     0.999
    2.163  -35.6615     0.000     0.999
    2.138  -35.6615     0.000     0.999
    2.113  -35.6615     0.000     0.999
    2.088  -35.6615     0.000     0.999
    2.063  -35.6615     0.000     0.999
    2.038  -35.6615     0.000     0.999
    2.013  -35.6615     0.000     0.999
    1.988  -35.6615     0.000     0.999
    1.963  -35.6615     0.000     0.999
    1.939  -35.6615     0.000     0.999
    1.914  -35.6615     0.000     0.999
    1.889  -35.6615     0.000     0.999
    1.864  -35.6615     0.000     0.999
    1.839  -35.6615     0.000     0.999
    1.814  -35.6615     0.000     0.999
    1.789  -35.6615     0.000     0.999
    1.764  -35.6615     0.000     0.999
    1.764  -35.6615     0.000     0.999
    1.721  -35.6615     0.000     0.999
    1.678  -35.6615     0.000     0.999
    1.635  -35.6615     0.000     0.999
    1.592  -35.6615     0.000     0.999
    1.549  -35.6615     0.000     0.999
    1.506  -35.6615     0.000     0.999
    1.463  -35.6615     0.000     0.999
    1.420  -35.6615     0.000     0.999
    1.377  -35.6615     0.000     0.999
    1.333  -35.6615     0.000     0.999
    1.290  -35.6615     0.000     0.999
    1.247  -35.6616     0.000     0.999
    1.204  -35.6616     0.000     0.999
    1.161  -35.6616     0.000     0.999
    1.118  -35.6616     0.000     0.999
    1.075  -35.6616     0.000     0.999
    1.032  -35.6616     0.000     0.999
    0.989  -35.6616     0.000     0.999
    0.946  -35.6616     0.000     0.999
    0.946  -35.6616     0.000     0.999
    0.896  -35.6616     0.000     0.999
    0.846  -35.6616     0.000     0.999
    0.796  -35.6616     0.000     0.999
    0.746  -35.6616     0.000     0.999
    0.697  -35.6616     0.000     0.999
    0.647  -35.6616     0.000     0.999
    0.597  -35.6616     0.000     0.999
    0.547  -35.6615     0.000     0.999
    0.498  -35.6615     0.000     0.999
    0.448  -35.6615     0.000     0.999
    0.398  -35.6615     0.000     0.999
    0.348  -35.6615     0.000     0.999
    0.299  -35.6615     0.000     0.999
    0.249  -35.6615     0.000     0.999
    0.199  -35.6615     0.000     0.999
    0.149  -35.6615     0.000     0.999
    0.100  -35.6615     0.000     0.999
    0.050  -35.6615     0.000     0.999
    0.000  -35.6615     0.000     0.999
 
# Band-Index:    3
    0.000  -35.6258     0.000     0.999
    0.050  -35.6258     0.000     0.999
    0.100  -35.6258     0.000     0.999
    0.149  -35.6258     0.000     0.999
    0.199  -35.6258     0.000     0.999
    0.249  -35.6258     0.000     0.999
    0.299  -35.6258     0.000     0.999
    0.348  -35.6258     0.000     0.999
    0.398  -35.6258     0.000     0.999
    0.448  -35.6258     0.000     0.999
    0.498  -35.6258     0.000     0.999
    0.547  -35.6258     0.000     0.999
    0.597  -35.6258     0.000     0.999
    0.647  -35.6258     0.000     0.999
    0.697  -35.6258     0.000     0.999
    0.746  -35.6258     0.000     0.999
    0.796  -35.6258     0.000     0.999
    0.846  -35.6258     0.000     0.999
    0.896  -35.6258     0.000     0.999
    0.946  -35.6258     0.000     0.999
    0.946  -35.6258     0.000     0.999
    0.989  -35.6258     0.000     0.999
    1.032  -35.6258     0.000     0.999
    1.075  -35.6258     0.000     0.999
    1.118  -35.6258     0.000     0.999
    1.161  -35.6258     0.000     0.999
    1.204  -35.6258     0.000     0.999
    1.247  -35.6258     0.000     0.999
    1.290  -35.6258     0.000     0.999
    1.333  -35.6258     0.000     0.999
    1.377  -35.6258     0.000     0.999
    1.420  -35.6258     0.000     0.999
    1.463  -35.6258     0.000     0.999
    1.506  -35.6258     0.000     0.999
    1.549  -35.6258     0.000     0.999
    1.592  -35.6258     0.000     0.999
    1.635  -35.6258     0.000     0.999
    1.678  -35.6258     0.000     0.999
    1.721  -35.6258     0.000     0.999
    1.764  -35.6258     0.000     0.999
    1.764  -35.6258     0.000     0.999
    1.789  -35.6258     0.000     0.999
    1.814  -35.6258     0.000     0.999
    1.839  -35.6258     0.000     0.999
    1.864  -35.6258     0.000     0.999
    1.889  -35.6258     0.000     0.999
    1.914  -35.6258     0.000     0.999
    1.939  -35.6258     0.000     0.999
    1.963  -35.6258     0.000     0.999
    1.988  -35.6258     0.000     0.999
    2.013  -35.6258     0.000     0.999
    2.038  -35.6258     0.000     0.999
    2.063  -35.6258     0.000     0.999
    2.088  -35.6258     0.000     0.999
    2.113  -35.6258     0.000     0.999
    2.138  -35.6258     0.000     0.999
    2.163  -35.6258     0.000     0.999
    2.187  -35.6258     0.000     0.999
    2.212  -35.6258     0.000     0.999
    2.237  -35.6258     0.000     0.999
    2.237  -35.6258     0.000     0.999
    2.287  -35.6258     0.000     0.999
    2.337  -35.6258     0.000     0.999
    2.386  -35.6258     0.000     0.999
    2.436  -35.6258     0.000     0.999
    2.486  -35.6258     0.000     0.999
    2.536  -35.6258     0.000     0.999
    2.586  -35.6258     0.000     0.999
    2.635  -35.6258     0.000     0.999
    2.685  -35.6258     0.000     0.999
    2.735  -35.6258     0.000     0.999
    2.785  -35.6258     0.000     0.999
    2.834  -35.6258     0.000     0.999
    2.884  -35.6258     0.000     0.999
    2.934  -35.6258     0.000     0.999
    2.984  -35.6258     0.000     0.999
    3.033  -35.6258     0.000     0.999
    3.083  -35.6258     0.000     0.999
    3.133  -35.6258     0.000     0.999
    3.183  -35.6258     0.000     0.999
 
# Band-Index:    4
    3.183  -35.6258     0.000     0.999
    3.133  -35.6258     0.000     0.999
    3.083  -35.6258     0.000     0.999
    3.033  -35.6258     0.000     0.999
    2.984  -35.6258     0.000     0.999
    2.934  -35.6258     0.000     0.999
    2.884  -35.6258     0.000     0.999
    2.834  -35.6258     0.000     0.999
    2.785  -35.6258     0.000     0.999
    2.735  -35.6258     0.000     0.999
    2.685  -35.6258     0.000     0.999
    2.635  -35.6258     0.000     0.999
    2.586  -35.6258     0.000     0.999
    2.536  -35.6258     0.000     0.999
    2.486  -35.6258     0.000     0.999
    2.436  -35.6258     0.000     0.999
    2.386  -35.6258     0.000     0.999
    2.337  -35.6258     0.000     0.999
    2.287  -35.6258     0.000     0.999
    2.237  -35.6258     0.000     0.999
    2.237  -35.6258     0.000     0.999
    2.212  -35.6258     0.000     0.999
    2.187  -35.6258     0.000     0.999
    2.163  -35.6258     0.000     0.999
    2.138  -35.6258     0.000     0.999
    2.113  -35.6258     0.000     0.999
    2.088  -35.6258     0.000     0.999
    2.063  -35.6258     0.000     0.999
    2.038  -35.6258     0.000     0.999
    2.013  -35.6258     0.000     0.999
    1.988  -35.6258     0.000     0.999
    1.963  -35.6258     0.000     0.999
    1.939  -35.6258     0.000     0.999
    1.914  -35.6258     0.000     0.999
    1.889  -35.6258     0.000     0.999
    1.864  -35.6258     0.000     0.999
    1.839  -35.6258     0.000     0.999
    1.814  -35.6258     0.000     0.999
    1.789  -35.6258     0.000     0.999
    1.764  -35.6258     0.000     0.999
    1.764  -35.6258     0.000     0.999
    1.721  -35.6258     0.000     0.999
    1.678  -35.6258     0.000     0.999
    1.635  -35.6258     0.000     0.999
    1.592  -35.6258     0.000     0.999
    1.549  -35.6258     0.000     0.999
    1.506  -35.6258     0.000     0.999
    1.463  -35.6258     0.000     0.999
    1.420  -35.6258     0.000     0.999
    1.377  -35.6258     0.000     0.999
    1.333  -35.6258     0.000     0.999
    1.290  -35.6258     0.000     0.999
    1.247  -35.6258     0.000     0.999
    1.204  -35.6258     0.000     0.999
    1.161  -35.6258     0.000     0.999
    1.118  -35.6258     0.000     0.999
    1.075  -35.6258     0.000     0.999
    1.032  -35.6258     0.000     0.999
    0.989  -35.6258     0.000     0.999
    0.946  -35.6258     0.000     0.999
    0.946  -35.6258     0.000     0.999
    0.896  -35.6258     0.000     0.999
    0.846  -35.6258     0.000     0.999
    0.796  -35.6258     0.000     0.999
    0.746  -35.6258     0.000     0.999
    0.697  -35.6258     0.000     0.999
    0.647  -35.6258     0.000     0.999
    0.597  -35.6258     0.000     0.999
    0.547  -35.6258     0.000     0.999
    0.498  -35.6258     0.000     0.999
    0.448  -35.6258     0.000     0.999
    0.398  -35.6258     0.000     0.999
    0.348  -35.6258     0.000     0.999
    0.299  -35.6258     0.000     0.999
    0.249  -35.6258     0.000     0.999
    0.199  -35.6258     0.000     0.999
    0.149  -35.6258     0.000     0.999
    0.100  -35.6258     0.000     0.999
    0.050  -35.6258     0.000     0.999
    0.000  -35.6258     0.000     0.999
 
# Band-Index:    5
    0.000  -34.9412     0.000     0.999
    0.050  -34.9412     0.000     0.999
    0.100  -34.9412     0.000     0.999
    0.149  -34.9412     0.000     0.999
    0.199  -34.9412     0.000     0.999
    0.249  -34.9412     0.000     0.999
    0.299  -34.9412     0.000     0.999
    0.348  -34.9412     0.000     0.999
    0.398  -34.9412     0.000     0.999
    0.448  -34.9412     0.000     0.999
    0.498  -34.9412     0.000     0.999
    0.547  -34.9413     0.000     0.999
    0.597  -34.9413     0.000     0.999
    0.647  -34.9413     0.000     0.999
    0.697  -34.9413     0.000     0.999
    0.746  -34.9413     0.000     0.999
    0.796  -34.9413     0.000     0.999
    0.846  -34.9414     0.000     0.999
    0.896  -34.9413     0.000     0.999
    0.946  -34.9413     0.000     0.999
    0.946  -34.9413     0.000     0.999
    0.989  -34.9413     0.000     0.999
    1.032  -34.9413     0.000     0.999
    1.075  -34.9413     0.000     0.999
    1.118  -34.9413     0.000     0.999
    1.161  -34.9413     0.000     0.999
    1.204  -34.9413     0.000     0.999
    1.247  -34.9413     0.000     0.999
    1.290  -34.9413     0.000     0.999
    1.333  -34.9413     0.000     0.999
    1.377  -34.9412     0.000     0.999
    1.420  -34.9412     0.000     0.999
    1.463  -34.9412     0.000     0.999
    1.506  -34.9412     0.000     0.999
    1.549  -34.9412     0.000     0.999
    1.592  -34.9412     0.000     0.999
    1.635  -34.9412     0.000     0.999
    1.678  -34.9412     0.000     0.999
    1.721  -34.9412     0.000     0.999
    1.764  -34.9412     0.000     0.999
    1.764  -34.9412     0.000     0.999
    1.789  -34.9412     0.000     0.999
    1.814  -34.9412     0.000     0.999
    1.839  -34.9412     0.000     0.999
    1.864  -34.9412     0.000     0.999
    1.889  -34.9412     0.000     0.999
    1.914  -34.9412     0.000     0.999
    1.939  -34.9412     0.000     0.999
    1.963  -34.9412     0.000     0.999
    1.988  -34.9412     0.000     0.999
    2.013  -34.9412     0.000     0.999
    2.038  -34.9412     0.000     0.999
    2.063  -34.9412     0.000     0.999
    2.088  -34.9412     0.000     0.999
    2.113  -34.9412     0.000     0.999
    2.138  -34.9412     0.000     0.999
    2.163  -34.9412     0.000     0.999
    2.187  -34.9412     0.000     0.999
    2.212  -34.9412     0.000     0.999
    2.237  -34.9412     0.000     0.999
    2.237  -34.9412     0.000     0.999
    2.287  -34.9412     0.000     0.999
    2.337  -34.9412     0.000     0.999
    2.386  -34.9412     0.000     0.999
    2.436  -34.9412     0.000     0.999
    2.486  -34.9412     0.000     0.999
    2.536  -34.9412     0.000     0.999
    2.586  -34.9412     0.000     0.999
    2.635  -34.9412     0.000     0.999
    2.685  -34.9412     0.000     0.999
    2.735  -34.9412     0.000     0.999
    2.785  -34.9413     0.000     0.999
    2.834  -34.9413     0.000     0.999
    2.884  -34.9413     0.000     0.999
    2.934  -34.9413     0.000     0.999
    2.984  -34.9413     0.000     0.999
    3.033  -34.9413     0.000     0.999
    3.083  -34.9414     0.000     0.999
    3.133  -34.9413     0.000     0.999
    3.183  -34.9413     0.000     0.999
 
# Band-Index:    6
    3.183  -34.9413     0.000     0.999
    3.133  -34.9413     0.000     0.999
    3.083  -34.9414     0.000     0.999
    3.033  -34.9413     0.000     0.999
    2.984  -34.9413     0.000     0.999
    2.934  -34.9413     0.000     0.999
    2.884  -34.9413     0.000     0.999
    2.834  -34.9413     0.000     0.999
    2.785  -34.9413     0.000     0.999
    2.735  -34.9412     0.000     0.999
    2.685  -34.9412     0.000     0.999
    2.635  -34.9412     0.000     0.999
    2.586  -34.9412     0.000     0.999
    2.536  -34.9412     0.000     0.999
    2.486  -34.9412     0.000     0.999
    2.436  -34.9412     0.000     0.999
    2.386  -34.9412     0.000     0.999
    2.337  -34.9412     0.000     0.999
    2.287  -34.9412     0.000     0.999
    2.237  -34.9412     0.000     0.999
    2.237  -34.9412     0.000     0.999
    2.212  -34.9412     0.000     0.999
    2.187  -34.9412     0.000     0.999
    2.163  -34.9412     0.000     0.999
    2.138  -34.9412     0.000     0.999
    2.113  -34.9412     0.000     0.999
    2.088  -34.9412     0.000     0.999
    2.063  -34.9412     0.000     0.999
    2.038  -34.9412     0.000     0.999
    2.013  -34.9412     0.000     0.999
    1.988  -34.9412     0.000     0.999
    1.963  -34.9412     0.000     0.999
    1.939  -34.9412     0.000     0.999
    1.914  -34.9412     0.000     0.999
    1.889  -34.9412     0.000     0.999
    1.864  -34.9412     0.000     0.999
    1.839  -34.9412     0.000     0.999
    1.814  -34.9412     0.000     0.999
    1.789  -34.9412     0.000     0.999
    1.764  -34.9412     0.000     0.999
    1.764  -34.9412     0.000     0.999
    1.721  -34.9412     0.000     0.999
    1.678  -34.9412     0.000     0.999
    1.635  -34.9412     0.000     0.999
    1.592  -34.9412     0.000     0.999
    1.549  -34.9412     0.000     0.999
    1.506  -34.9412     0.000     0.999
    1.463  -34.9412     0.000     0.999
    1.420  -34.9412     0.000     0.999
    1.377  -34.9412     0.000     0.999
    1.333  -34.9412     0.000     0.999
    1.290  -34.9413     0.000     0.999
    1.247  -34.9413     0.000     0.999
    1.204  -34.9413     0.000     0.999
    1.161  -34.9413     0.000     0.999
    1.118  -34.9413     0.000     0.999
    1.075  -34.9413     0.000     0.999
    1.032  -34.9413     0.000     0.999
    0.989  -34.9413     0.000     0.999
    0.946  -34.9413     0.000     0.999
    0.946  -34.9413     0.000     0.999
    0.896  -34.9413     0.000     0.999
    0.846  -34.9414     0.000     0.999
    0.796  -34.9413     0.000     0.999
    0.746  -34.9413     0.000     0.999
    0.697  -34.9413     0.000     0.999
    0.647  -34.9413     0.000     0.999
    0.597  -34.9413     0.000     0.999
    0.547  -34.9413     0.000     0.999
    0.498  -34.9412     0.000     0.999
    0.448  -34.9412     0.000     0.999
    0.398  -34.9412     0.000     0.999
    0.348  -34.9412     0.000     0.999
    0.299  -34.9412     0.000     0.999
    0.249  -34.9412     0.000     0.999
    0.199  -34.9412     0.000     0.999
    0.149  -34.9412     0.000     0.999
    0.100  -34.9412     0.000     0.999
    0.050  -34.9412     0.000     0.999
    0.000  -34.9412     0.000     0.999
 
# Band-Index:    7
    0.000  -34.9110     0.000     0.999
    0.050  -34.9110     0.000     0.999
    0.100  -34.9110     0.000     0.999
    0.149  -34.9110     0.000     0.999
    0.199  -34.9110     0.000     0.999
    0.249  -34.9110     0.000     0.999
    0.299  -34.9110     0.000     0.999
    0.348  -34.9110     0.000     0.999
    0.398  -34.9110     0.000     0.999
    0.448  -34.9110     0.000     0.999
    0.498  -34.9110     0.000     0.999
    0.547  -34.9110     0.000     0.999
    0.597  -34.9110     0.000     0.999
    0.647  -34.9110     0.000     0.999
    0.697  -34.9110     0.000     0.999
    0.746  -34.9110     0.000     0.999
    0.796  -34.9110     0.000     0.999
    0.846  -34.9110     0.000     0.999
    0.896  -34.9110     0.000     0.999
    0.946  -34.9110     0.000     0.999
    0.946  -34.9110     0.000     0.999
    0.989  -34.9110     0.000     0.999
    1.032  -34.9110     0.000     0.999
    1.075  -34.9110     0.000     0.999
    1.118  -34.9110     0.000     0.999
    1.161  -34.9110     0.000     0.999
    1.204  -34.9110     0.000     0.999
    1.247  -34.9110     0.000     0.999
    1.290  -34.9110     0.000     0.999
    1.333  -34.9110     0.000     0.999
    1.377  -34.9110     0.000     0.999
    1.420  -34.9110     0.000     0.999
    1.463  -34.9110     0.000     0.999
    1.506  -34.9110     0.000     0.999
    1.549  -34.9110     0.000     0.999
    1.592  -34.9110     0.000     0.999
    1.635  -34.9110     0.000     0.999
    1.678  -34.9110     0.000     0.999
    1.721  -34.9110     0.000     0.999
    1.764  -34.9110     0.000     0.999
    1.764  -34.9110     0.000     0.999
    1.789  -34.9110     0.000     0.999
    1.814  -34.9110     0.000     0.999
    1.839  -34.9110     0.000     0.999
    1.864  -34.9110     0.000     0.999
    1.889  -34.9110     0.000     0.999
    1.914  -34.9110     0.000     0.999
    1.939  -34.9110     0.000     0.999
    1.963  -34.9110     0.000     0.999
    1.988  -34.9110     0.000     0.999
    2.013  -34.9110     0.000     0.999
    2.038  -34.9110     0.000     0.999
    2.063  -34.9110     0.000     0.999
    2.088  -34.9110     0.000     0.999
    2.113  -34.9110     0.000     0.999
    2.138  -34.9110     0.000     0.999
    2.163  -34.9110     0.000     0.999
    2.187  -34.9110     0.000     0.999
    2.212  -34.9110     0.000     0.999
    2.237  -34.9110     0.000     0.999
    2.237  -34.9110     0.000     0.999
    2.287  -34.9110     0.000     0.999
    2.337  -34.9110     0.000     0.999
    2.386  -34.9110     0.000     0.999
    2.436  -34.9110     0.000     0.999
    2.486  -34.9110     0.000     0.999
    2.536  -34.9110     0.000     0.999
    2.586  -34.9110     0.000     0.999
    2.635  -34.9110     0.000     0.999
    2.685  -34.9110     0.000     0.999
    2.735  -34.9110     0.000     0.999
    2.785  -34.9110     0.000     0.999
    2.834  -34.9110     0.000     0.999
    2.884  -34.9110     0.000     0.999
    2.934  -34.9110     0.000     0.999
    2.984  -34.9110     0.000     0.999
    3.033  -34.9110     0.000     0.999
    3.083  -34.9110     0.000     0.999
    3.133  -34.9110     0.000     0.999
    3.183  -34.9110     0.000     0.999
 
# Band-Index:    8
    3.183  -34.9110     0.000     0.999
    3.133  -34.9110     0.000     0.999
    3.083  -34.9110     0.000     0.999
    3.033  -34.9110     0.000     0.999
    2.984  -34.9110     0.000     0.999
    2.934  -34.9110     0.000     0.999
    2.884  -34.9110     0.000     0.999
    2.834  -34.9110     0.000     0.999
    2.785  -34.9110     0.000     0.999
    2.735  -34.9110     0.000     0.999
    2.685  -34.9110     0.000     0.999
    2.635  -34.9110     0.000     0.999
    2.586  -34.9110     0.000     0.999
    2.536  -34.9110     0.000     0.999
    2.486  -34.9110     0.000     0.999
    2.436  -34.9110     0.000     0.999
    2.386  -34.9110     0.000     0.999
    2.337  -34.9110     0.000     0.999
    2.287  -34.9110     0.000     0.999
    2.237  -34.9110     0.000     0.999
    2.237  -34.9110     0.000     0.999
    2.212  -34.9110     0.000     0.999
    2.187  -34.9110     0.000     0.999
    2.163  -34.9110     0.000     0.999
    2.138  -34.9110     0.000     0.999
    2.113  -34.9110     0.000     0.999
    2.088  -34.9110     0.000     0.999
    2.063  -34.9110     0.000     0.999
    2.038  -34.9110     0.000     0.999
    2.013  -34.9110     0.000     0.999
    1.988  -34.9110     0.000     0.999
    1.963  -34.9110     0.000     0.999
    1.939  -34.9110     0.000     0.999
    1.914  -34.9110     0.000     0.999
    1.889  -34.9110     0.000     0.999
    1.864  -34.9110     0.000     0.999
    1.839  -34.9110     0.000     0.999
    1.814  -34.9110     0.000     0.999
    1.789  -34.9110     0.000     0.999
    1.764  -34.9110     0.000     0.999
    1.764  -34.9110     0.000     0.999
    1.721  -34.9110     0.000     0.999
    1.678  -34.9110     0.000     0.999
    1.635  -34.9110     0.000     0.999
    1.592  -34.9110     0.000     0.999
    1.549  -34.9110     0.000     0.999
    1.506  -34.9110     0.000     0.999
    1.463  -34.9110     0.000     0.999
    1.420  -34.9110     0.000     0.999
    1.377  -34.9110     0.000     0.999
    1.333  -34.9110     0.000     0.999
    1.290  -34.9110     0.000     0.999
    1.247  -34.9110     0.000     0.999
    1.204  -34.9110     0.000     0.999
    1.161  -34.9110     0.000     0.999
    1.118  -34.9110     0.000     0.999
    1.075  -34.9110     0.000     0.999
    1.032  -34.9110     0.000     0.999
    0.989  -34.9110     0.000     0.999
    0.946  -34.9110     0.000     0.999
    0.946  -34.9110     0.000     0.999
    0.896  -34.9110     0.000     0.999
    0.846  -34.9110     0.000     0.999
    0.796  -34.9110     0.000     0.999
    0.746  -34.9110     0.000     0.999
    0.697  -34.9110     0.000     0.999
    0.647  -34.9110     0.000     0.999
    0.597  -34.9110     0.000     0.999
    0.547  -34.9110     0.000     0.999
    0.498  -34.9110     0.000     0.999
    0.448  -34.9110     0.000     0.999
    0.398  -34.9110     0.000     0.999
    0.348  -34.9110     0.000     0.999
    0.299  -34.9110     0.000     0.999
    0.249  -34.9110     0.000     0.999
    0.199  -34.9110     0.000     0.999
    0.149  -34.9110     0.000     0.999
    0.100  -34.9110     0.000     0.999
    0.050  -34.9110     0.000     0.999
    0.000  -34.9110     0.000     0.999
 
# Band-Index:    9
    0.000  -34.8951     0.000     0.999
    0.050  -34.8951     0.000     0.999
    0.100  -34.8951     0.000     0.999
    0.149  -34.8951     0.000     0.999
    0.199  -34.8951     0.000     0.999
    0.249  -34.8951     0.000     0.999
    0.299  -34.8951     0.000     0.999
    0.348  -34.8951     0.000     0.999
    0.398  -34.8951     0.000     0.999
    0.448  -34.8951     0.000     0.999
    0.498  -34.8952     0.000     0.999
    0.547  -34.8952     0.000     0.999
    0.597  -34.8952     0.000     0.999
    0.647  -34.8952     0.000     0.999
    0.697  -34.8952     0.000     0.999
    0.746  -34.8952     0.000     0.999
    0.796  -34.8952     0.000     0.999
    0.846  -34.8952     0.000     0.999
    0.896  -34.8952     0.000     0.999
    0.946  -34.8952     0.000     0.999
    0.946  -34.8952     0.000     0.999
    0.989  -34.8952     0.000     0.999
    1.032  -34.8952     0.000     0.999
    1.075  -34.8952     0.000     0.999
    1.118  -34.8952     0.000     0.999
    1.161  -34.8952     0.000     0.999
    1.204  -34.8952     0.000     0.999
    1.247  -34.8952     0.000     0.999
    1.290  -34.8952     0.000     0.999
    1.333  -34.8952     0.000     0.999
    1.377  -34.8952     0.000     0.999
    1.420  -34.8952     0.000     0.999
    1.463  -34.8951     0.000     0.999
    1.506  -34.8951     0.000     0.999
    1.549  -34.8951     0.000     0.999
    1.592  -34.8951     0.000     0.999
    1.635  -34.8951     0.000     0.999
    1.678  -34.8951     0.000     0.999
    1.721  -34.8951     0.000     0.999
    1.764  -34.8951     0.000     0.999
    1.764  -34.8951     0.000     0.999
    1.789  -34.8951     0.000     0.999
    1.814  -34.8951     0.000     0.999
    1.839  -34.8951     0.000     0.999
    1.864  -34.8951     0.000     0.999
    1.889  -34.8951     0.000     0.999
    1.914  -34.8951     0.000     0.999
    1.939  -34.8951     0.000     0.999
    1.963  -34.8951     0.000     0.999
    1.988  -34.8951     0.000     0.999
    2.013  -34.8951     0.000     0.999
    2.038  -34.8951     0.000     0.999
    2.063  -34.8951     0.000     0.999
    2.088  -34.8951     0.000     0.999
    2.113  -34.8951     0.000     0.999
    2.138  -34.8951     0.000     0.999
    2.163  -34.8951     0.000     0.999
    2.187  -34.8951     0.000     0.999
    2.212  -34.8951     0.000     0.999
    2.237  -34.8951     0.000     0.999
    2.237  -34.8951     0.000     0.999
    2.287  -34.8951     0.000     0.999
    2.337  -34.8951     0.000     0.999
    2.386  -34.8951     0.000     0.999
    2.436  -34.8951     0.000     0.999
    2.486  -34.8951     0.000     0.999
    2.536  -34.8951     0.000     0.999
    2.586  -34.8951     0.000     0.999
    2.635  -34.8951     0.000     0.999
    2.685  -34.8951     0.000     0.999
    2.735  -34.8952     0.000     0.999
    2.785  -34.8952     0.000     0.999
    2.834  -34.8952     0.000     0.999
    2.884  -34.8952     0.000     0.999
    2.934  -34.8952     0.000     0.999
    2.984  -34.8952     0.000     0.999
    3.033  -34.8952     0.000     0.999
    3.083  -34.8952     0.000     0.999
    3.133  -34.8952     0.000     0.999
    3.183  -34.8952     0.000     0.999
 
# Band-Index:   10
    3.183  -34.8952     0.000     0.999
    3.133  -34.8952     0.000     0.999
    3.083  -34.8952     0.000     0.999
    3.033  -34.8952     0.000     0.999
    2.984  -34.8952     0.000     0.999
    2.934  -34.8952     0.000     0.999
