  #K-Path    Energy        Bi        As
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    1.768  -35.7805     0.000     0.999
    1.744  -35.7805     0.000     0.999
    1.720  -35.7805     0.000     0.999
    1.697  -35.7805     0.000     0.999
    1.673  -35.7805     0.000     0.999
    1.673  -35.7805     0.000     0.999
    1.632  -35.7805     0.000     0.999
    1.591  -35.7805     0.000     0.999
    1.551  -35.7805     0.000     0.999
    1.510  -35.7805     0.000     0.999
    1.469  -35.7805     0.000     0.999
    1.428  -35.7805     0.000     0.999
    1.387  -35.7805     0.000     0.999
    1.346  -35.7805     0.000     0.999
    1.305  -35.7805     0.000     0.999
    1.264  -35.7806     0.000     0.999
    1.224  -35.7806     0.000     0.999
    1.183  -35.7806     0.000     0.999
    1.142  -35.7806     0.000     0.999
    1.101  -35.7806     0.000     0.999
    1.060  -35.7806     0.000     0.999
    1.019  -35.7806     0.000     0.999
    0.978  -35.7806     0.000     0.999
    0.937  -35.7806     0.000     0.999
    0.897  -35.7806     0.000     0.999
    0.897  -35.7806     0.000     0.999
    0.849  -35.7806     0.000     0.999
    0.802  -35.7806     0.000     0.999
    0.755  -35.7806     0.000     0.999
    0.708  -35.7806     0.000     0.999
    0.661  -35.7806     0.000     0.999
    0.613  -35.7806     0.000     0.999
    0.566  -35.7806     0.000     0.999
    0.519  -35.7806     0.000     0.999
    0.472  -35.7805     0.000     0.999
    0.425  -35.7805     0.000     0.999
    0.378  -35.7805     0.000     0.999
    0.330  -35.7805     0.000     0.999
    0.283  -35.7805     0.000     0.999
    0.236  -35.7805     0.000     0.999
    0.189  -35.7805     0.000     0.999
    0.142  -35.7805     0.000     0.999
    0.094  -35.7805     0.000     0.999
    0.047  -35.7805     0.000     0.999
    0.000  -35.7805     0.000     0.999
 
# Band-Index:    3
    0.000  -35.7450     0.000     0.999
    0.047  -35.7450     0.000     0.999
    0.094  -35.7450     0.000     0.999
    0.142  -35.7450     0.000     0.999
    0.189  -35.7450     0.000     0.999
    0.236  -35.7450     0.000     0.999
    0.283  -35.7450     0.000     0.999
    0.330  -35.7450     0.000     0.999
    0.378  -35.7450     0.000     0.999
    0.425  -35.7450     0.000     0.999
    0.472  -35.7450     0.000     0.999
    0.519  -35.7450     0.000     0.999
    0.566  -35.7450     0.000     0.999
    0.613  -35.7450     0.000     0.999
    0.661  -35.7450     0.000     0.999
    0.708  -35.7450     0.000     0.999
    0.755  -35.7450     0.000     0.999
    0.802  -35.7450     0.000     0.999
    0.849  -35.7450     0.000     0.999
    0.897  -35.7450     0.000     0.999
    0.897  -35.7450     0.000     0.999
    0.937  -35.7450     0.000     0.999
    0.978  -35.7450     0.000     0.999
    1.019  -35.7450     0.000     0.999
    1.060  -35.7450     0.000     0.999
    1.101  -35.7450     0.000     0.999
    1.142  -35.7450     0.000     0.999
    1.183  -35.7450     0.000     0.999
    1.224  -35.7450     0.000     0.999
    1.264  -35.7450     0.000     0.999
    1.305  -35.7450     0.000     0.999
    1.346  -35.7450     0.000     0.999
    1.387  -35.7450     0.000     0.999
    1.428  -35.7450     0.000     0.999
    1.469  -35.7450     0.000     0.999
    1.510  -35.7450     0.000     0.999
    1.551  -35.7450     0.000     0.999
    1.591  -35.7450     0.000     0.999
    1.632  -35.7450     0.000     0.999
    1.673  -35.7450     0.000     0.999
    1.673  -35.7450     0.000     0.999
    1.697  -35.7450     0.000     0.999
    1.720  -35.7450     0.000     0.999
    1.744  -35.7450     0.000     0.999
    1.768  -35.7450     0.000     0.999
    1.791  -35.7450     0.000     0.999
    1.815  -35.7450     0.000     0.999
    1.838  -35.7450     0.000     0.999
    1.862  -35.7450     0.000     0.999
    1.885  -35.7450     0.000     0.999
    1.909  -35.7450     0.000     0.999
    1.933  -35.7450     0.000     0.999
    1.956  -35.7450     0.000     0.999
    1.980  -35.7450     0.000     0.999
    2.003  -35.7450     0.000     0.999
    2.027  -35.7450     0.000     0.999
    2.051  -35.7450     0.000     0.999
    2.074  -35.7450     0.000     0.999
    2.098  -35.7450     0.000     0.999
    2.121  -35.7450     0.000     0.999
    2.121  -35.7450     0.000     0.999
    2.169  -35.7450     0.000     0.999
    2.216  -35.7450     0.000     0.999
    2.263  -35.7450     0.000     0.999
    2.310  -35.7450     0.000     0.999
    2.357  -35.7450     0.000     0.999
    2.405  -35.7450     0.000     0.999
    2.452  -35.7450     0.000     0.999
    2.499  -35.7450     0.000     0.999
    2.546  -35.7450     0.000     0.999
    2.593  -35.7450     0.000     0.999
    2.641  -35.7450     0.000     0.999
    2.688  -35.7450     0.000     0.999
    2.735  -35.7450     0.000     0.999
    2.782  -35.7450     0.000     0.999
    2.829  -35.7450     0.000     0.999
    2.876  -35.7450     0.000     0.999
    2.924  -35.7450     0.000     0.999
    2.971  -35.7450     0.000     0.999
    3.018  -35.7450     0.000     0.999
 
# Band-Index:    4
    3.018  -35.7450     0.000     0.999
    2.971  -35.7450     0.000     0.999
    2.924  -35.7450     0.000     0.999
    2.876  -35.7450     0.000     0.999
    2.829  -35.7450     0.000     0.999
    2.782  -35.7450     0.000     0.999
    2.735  -35.7450     0.000     0.999
    2.688  -35.7450     0.000     0.999
    2.641  -35.7450     0.000     0.999
    2.593  -35.7450     0.000     0.999
    2.546  -35.7450     0.000     0.999
    2.499  -35.7450     0.000     0.999
    2.452  -35.7450     0.000     0.999
    2.405  -35.7450     0.000     0.999
    2.357  -35.7450     0.000     0.999
    2.310  -35.7450     0.000     0.999
    2.263  -35.7450     0.000     0.999
    2.216  -35.7450     0.000     0.999
    2.169  -35.7450     0.000     0.999
    2.121  -35.7450     0.000     0.999
    2.121  -35.7450     0.000     0.999
    2.098  -35.7450     0.000     0.999
    2.074  -35.7450     0.000     0.999
    2.051  -35.7450     0.000     0.999
    2.027  -35.7450     0.000     0.999
    2.003  -35.7450     0.000     0.999
    1.980  -35.7450     0.000     0.999
    1.956  -35.7450     0.000     0.999
    1.933  -35.7450     0.000     0.999
    1.909  -35.7450     0.000     0.999
    1.885  -35.7450     0.000     0.999
    1.862  -35.7450     0.000     0.999
    1.838  -35.7450     0.000     0.999
    1.815  -35.7450     0.000     0.999
    1.791  -35.7450     0.000     0.999
    1.768  -35.7450     0.000     0.999
    1.744  -35.7450     0.000     0.999
    1.720  -35.7450     0.000     0.999
    1.697  -35.7450     0.000     0.999
    1.673  -35.7450     0.000     0.999
    1.673  -35.7450     0.000     0.999
    1.632  -35.7450     0.000     0.999
    1.591  -35.7450     0.000     0.999
    1.551  -35.7450     0.000     0.999
    1.510  -35.7450     0.000     0.999
    1.469  -35.7450     0.000     0.999
    1.428  -35.7450     0.000     0.999
    1.387  -35.7450     0.000     0.999
    1.346  -35.7450     0.000     0.999
    1.305  -35.7450     0.000     0.999
    1.264  -35.7450     0.000     0.999
    1.224  -35.7450     0.000     0.999
    1.183  -35.7450     0.000     0.999
    1.142  -35.7450     0.000     0.999
    1.101  -35.7450     0.000     0.999
    1.060  -35.7450     0.000     0.999
    1.019  -35.7450     0.000     0.999
    0.978  -35.7450     0.000     0.999
    0.937  -35.7450     0.000     0.999
    0.897  -35.7450     0.000     0.999
    0.897  -35.7450     0.000     0.999
    0.849  -35.7450     0.000     0.999
    0.802  -35.7450     0.000     0.999
    0.755  -35.7450     0.000     0.999
    0.708  -35.7450     0.000     0.999
    0.661  -35.7450     0.000     0.999
    0.613  -35.7450     0.000     0.999
    0.566  -35.7450     0.000     0.999
    0.519  -35.7450     0.000     0.999
    0.472  -35.7450     0.000     0.999
    0.425  -35.7450     0.000     0.999
    0.378  -35.7450     0.000     0.999
    0.330  -35.7450     0.000     0.999
    0.283  -35.7450     0.000     0.999
    0.236  -35.7450     0.000     0.999
    0.189  -35.7450     0.000     0.999
    0.142  -35.7450     0.000     0.999
    0.094  -35.7450     0.000     0.999
    0.047  -35.7450     0.000     0.999
    0.000  -35.7450     0.000     0.999
 
# Band-Index:    5
    0.000  -35.0601     0.000     0.999
    0.047  -35.0601     0.000     0.999
    0.094  -35.0601     0.000     0.999
    0.142  -35.0601     0.000     0.999
    0.189  -35.0601     0.000     0.999
    0.236  -35.0601     0.000     0.999
    0.283  -35.0601     0.000     0.999
    0.330  -35.0602     0.000     0.999
    0.378  -35.0602     0.000     0.999
    0.425  -35.0602     0.000     0.999
    0.472  -35.0602     0.000     0.999
    0.519  -35.0602     0.000     0.999
    0.566  -35.0602     0.000     0.999
    0.613  -35.0602     0.000     0.999
    0.661  -35.0603     0.000     0.999
    0.708  -35.0603     0.000     0.999
    0.755  -35.0603     0.000     0.999
    0.802  -35.0603     0.000     0.999
    0.849  -35.0603     0.000     0.999
    0.897  -35.0603     0.000     0.999
    0.897  -35.0603     0.000     0.999
    0.937  -35.0603     0.000     0.999
    0.978  -35.0603     0.000     0.999
    1.019  -35.0603     0.000     0.999
    1.060  -35.0603     0.000     0.999
    1.101  -35.0603     0.000     0.999
    1.142  -35.0602     0.000     0.999
    1.183  -35.0602     0.000     0.999
    1.224  -35.0602     0.000     0.999
    1.264  -35.0602     0.000     0.999
    1.305  -35.0602     0.000     0.999
    1.346  -35.0602     0.000     0.999
    1.387  -35.0602     0.000     0.999
    1.428  -35.0602     0.000     0.999
    1.469  -35.0602     0.000     0.999
    1.510  -35.0601     0.000     0.999
    1.551  -35.0601     0.000     0.999
    1.591  -35.0601     0.000     0.999
    1.632  -35.0601     0.000     0.999
    1.673  -35.0601     0.000     0.999
    1.673  -35.0601     0.000     0.999
    1.697  -35.0601     0.000     0.999
    1.720  -35.0601     0.000     0.999
    1.744  -35.0602     0.000     0.999
    1.768  -35.0601     0.000     0.999
    1.791  -35.0601     0.000     0.999
    1.815  -35.0601     0.000     0.999
    1.838  -35.0601     0.000     0.999
    1.862  -35.0601     0.000     0.999
    1.885  -35.0601     0.000     0.999
    1.909  -35.0601     0.000     0.999
    1.933  -35.0601     0.000     0.999
    1.956  -35.0601     0.000     0.999
    1.980  -35.0601     0.000     0.999
    2.003  -35.0601     0.000     0.999
    2.027  -35.0601     0.000     0.999
    2.051  -35.0601     0.000     0.999
    2.074  -35.0601     0.000     0.999
    2.098  -35.0601     0.000     0.999
    2.121  -35.0601     0.000     0.999
    2.121  -35.0601     0.000     0.999
    2.169  -35.0601     0.000     0.999
    2.216  -35.0601     0.000     0.999
    2.263  -35.0601     0.000     0.999
    2.310  -35.0601     0.000     0.999
    2.357  -35.0601     0.000     0.999
    2.405  -35.0601     0.000     0.999
    2.452  -35.0602     0.000     0.999
    2.499  -35.0602     0.000     0.999
    2.546  -35.0602     0.000     0.999
    2.593  -35.0602     0.000     0.999
    2.641  -35.0602     0.000     0.999
    2.688  -35.0602     0.000     0.999
    2.735  -35.0602     0.000     0.999
    2.782  -35.0603     0.000     0.999
    2.829  -35.0603     0.000     0.999
    2.876  -35.0603     0.000     0.999
    2.924  -35.0603     0.000     0.999
    2.971  -35.0603     0.000     0.999
    3.018  -35.0603     0.000     0.999
 
# Band-Index:    6
    3.018  -35.0603     0.000     0.999
    2.971  -35.0603     0.000     0.999
    2.924  -35.0603     0.000     0.999
    2.876  -35.0603     0.000     0.999
    2.829  -35.0603     0.000     0.999
    2.782  -35.0603     0.000     0.999
    2.735  -35.0602     0.000     0.999
    2.688  -35.0602     0.000     0.999
    2.641  -35.0602     0.000     0.999
    2.593  -35.0602     0.000     0.999
    2.546  -35.0602     0.000     0.999
    2.499  -35.0602     0.000     0.999
    2.452  -35.0601     0.000     0.999
    2.405  -35.0601     0.000     0.999
    2.357  -35.0601     0.000     0.999
    2.310  -35.0601     0.000     0.999
    2.263  -35.0601     0.000     0.999
    2.216  -35.0601     0.000     0.999
    2.169  -35.0601     0.000     0.999
    2.121  -35.0601     0.000     0.999
    2.121  -35.0601     0.000     0.999
    2.098  -35.0601     0.000     0.999
    2.074  -35.0601     0.000     0.999
    2.051  -35.0601     0.000     0.999
    2.027  -35.0601     0.000     0.999
    2.003  -35.0601     0.000     0.999
    1.980  -35.0601     0.000     0.999
    1.956  -35.0601     0.000     0.999
    1.933  -35.0601     0.000     0.999
    1.909  -35.0601     0.000     0.999
    1.885  -35.0601     0.000     0.999
    1.862  -35.0601     0.000     0.999
    1.838  -35.0601     0.000     0.999
    1.815  -35.0601     0.000     0.999
    1.791  -35.0601     0.000     0.999
    1.768  -35.0601     0.000     0.999
    1.744  -35.0601     0.000     0.999
    1.720  -35.0601     0.000     0.999
    1.697  -35.0601     0.000     0.999
    1.673  -35.0601     0.000     0.999
    1.673  -35.0601     0.000     0.999
    1.632  -35.0601     0.000     0.999
    1.591  -35.0601     0.000     0.999
    1.551  -35.0601     0.000     0.999
    1.510  -35.0601     0.000     0.999
    1.469  -35.0601     0.000     0.999
    1.428  -35.0602     0.000     0.999
    1.387  -35.0602     0.000     0.999
    1.346  -35.0602     0.000     0.999
    1.305  -35.0602     0.000     0.999
    1.264  -35.0602     0.000     0.999
    1.224  -35.0602     0.000     0.999
    1.183  -35.0602     0.000     0.999
    1.142  -35.0602     0.000     0.999
    1.101  -35.0602     0.000     0.999
    1.060  -35.0603     0.000     0.999
    1.019  -35.0603     0.000     0.999
    0.978  -35.0603     0.000     0.999
    0.937  -35.0603     0.000     0.999
    0.897  -35.0603     0.000     0.999
    0.897  -35.0603     0.000     0.999
    0.849  -35.0603     0.000     0.999
    0.802  -35.0603     0.000     0.999
    0.755  -35.0603     0.000     0.999
    0.708  -35.0603     0.000     0.999
    0.661  -35.0603     0.000     0.999
    0.613  -35.0602     0.000     0.999
    0.566  -35.0602     0.000     0.999
    0.519  -35.0602     0.000     0.999
    0.472  -35.0602     0.000     0.999
    0.425  -35.0602     0.000     0.999
    0.378  -35.0602     0.000     0.999
    0.330  -35.0601     0.000     0.999
    0.283  -35.0601     0.000     0.999
    0.236  -35.0601     0.000     0.999
    0.189  -35.0601     0.000     0.999
    0.142  -35.0601     0.000     0.999
    0.094  -35.0601     0.000     0.999
    0.047  -35.0601     0.000     0.999
    0.000  -35.0601     0.000     0.999
 
# Band-Index:    7
    0.000  -35.0298     0.000     0.999
    0.047  -35.0298     0.000     0.999
    0.094  -35.0298     0.000     0.999
    0.142  -35.0298     0.000     0.999
    0.189  -35.0298     0.000     0.999
    0.236  -35.0298     0.000     0.999
    0.283  -35.0298     0.000     0.999
    0.330  -35.0298     0.000     0.999
    0.378  -35.0298     0.000     0.999
    0.425  -35.0298     0.000     0.999
    0.472  -35.0298     0.000     0.999
    0.519  -35.0298     0.000     0.999
    0.566  -35.0298     0.000     0.999
    0.613  -35.0298     0.000     0.999
    0.661  -35.0298     0.000     0.999
    0.708  -35.0298     0.000     0.999
    0.755  -35.0298     0.000     0.999
    0.802  -35.0298     0.000     0.999
    0.849  -35.0298     0.000     0.999
    0.897  -35.0298     0.000     0.999
    0.897  -35.0298     0.000     0.999
    0.937  -35.0298     0.000     0.999
    0.978  -35.0298     0.000     0.999
    1.019  -35.0298     0.000     0.999
    1.060  -35.0298     0.000     0.999
    1.101  -35.0298     0.000     0.999
    1.142  -35.0298     0.000     0.999
    1.183  -35.0298     0.000     0.999
    1.224  -35.0298     0.000     0.999
    1.264  -35.0298     0.000     0.999
    1.305  -35.0298     0.000     0.999
    1.346  -35.0298     0.000     0.999
    1.387  -35.0298     0.000     0.999
    1.428  -35.0298     0.000     0.999
    1.469  -35.0298     0.000     0.999
    1.510  -35.0298     0.000     0.999
    1.551  -35.0298     0.000     0.999
    1.591  -35.0298     0.000     0.999
    1.632  -35.0298     0.000     0.999
    1.673  -35.0298     0.000     0.999
    1.673  -35.0298     0.000     0.999
    1.697  -35.0298     0.000     0.999
    1.720  -35.0298     0.000     0.999
    1.744  -35.0298     0.000     0.999
    1.768  -35.0298     0.000     0.999
    1.791  -35.0298     0.000     0.999
    1.815  -35.0298     0.000     0.999
    1.838  -35.0298     0.000     0.999
    1.862  -35.0298     0.000     0.999
    1.885  -35.0298     0.000     0.999
    1.909  -35.0298     0.000     0.999
    1.933  -35.0298     0.000     0.999
    1.956  -35.0298     0.000     0.999
    1.980  -35.0298     0.000     0.999
    2.003  -35.0298     0.000     0.999
    2.027  -35.0298     0.000     0.999
    2.051  -35.0298     0.000     0.999
    2.074  -35.0298     0.000     0.999
    2.098  -35.0298     0.000     0.999
    2.121  -35.0298     0.000     0.999
    2.121  -35.0298     0.000     0.999
    2.169  -35.0298     0.000     0.999
    2.216  -35.0298     0.000     0.999
    2.263  -35.0298     0.000     0.999
    2.310  -35.0298     0.000     0.999
    2.357  -35.0298     0.000     0.999
    2.405  -35.0298     0.000     0.999
    2.452  -35.0298     0.000     0.999
    2.499  -35.0298     0.000     0.999
    2.546  -35.0298     0.000     0.999
    2.593  -35.0298     0.000     0.999
    2.641  -35.0298     0.000     0.999
    2.688  -35.0298     0.000     0.999
    2.735  -35.0298     0.000     0.999
    2.782  -35.0298     0.000     0.999
    2.829  -35.0298     0.000     0.999
    2.876  -35.0298     0.000     0.999
    2.924  -35.0298     0.000     0.999
    2.971  -35.0298     0.000     0.999
    3.018  -35.0298     0.000     0.999
 
# Band-Index:    8
    3.018  -35.0298     0.000     0.999
    2.971  -35.0298     0.000     0.999
    2.924  -35.0298     0.000     0.999
    2.876  -35.0298     0.000     0.999
    2.829  -35.0298     0.000     0.999
    2.782  -35.0298     0.000     0.999
    2.735  -35.0298     0.000     0.999
    2.688  -35.0298     0.000     0.999
    2.641  -35.0298     0.000     0.999
    2.593  -35.0298     0.000     0.999
    2.546  -35.0298     0.000     0.999
    2.499  -35.0298     0.000     0.999
    2.452  -35.0298     0.000     0.999
    2.405  -35.0298     0.000     0.999
    2.357  -35.0298     0.000     0.999
    2.310  -35.0298     0.000     0.999
    2.263  -35.0298     0.000     0.999
    2.216  -35.0298     0.000     0.999
    2.169  -35.0298     0.000     0.999
    2.121  -35.0298     0.000     0.999
    2.121  -35.0298     0.000     0.999
    2.098  -35.0298     0.000     0.999
    2.074  -35.0298     0.000     0.999
    2.051  -35.0298     0.000     0.999
    2.027  -35.0298     0.000     0.999
    2.003  -35.0298     0.000     0.999
    1.980  -35.0298     0.000     0.999
    1.956  -35.0298     0.000     0.999
    1.933  -35.0298     0.000     0.999
    1.909  -35.0298     0.000     0.999
    1.885  -35.0298     0.000     0.999
    1.862  -35.0298     0.000     0.999
    1.838  -35.0298     0.000     0.999
    1.815  -35.0298     0.000     0.999
    1.791  -35.0298     0.000     0.999
    1.768  -35.0298     0.000     0.999
    1.744  -35.0298     0.000     0.999
    1.720  -35.0298     0.000     0.999
    1.697  -35.0298     0.000     0.999
    1.673  -35.0298     0.000     0.999
    1.673  -35.0298     0.000     0.999
    1.632  -35.0298     0.000     0.999
    1.591  -35.0298     0.000     0.999
    1.551  -35.0298     0.000     0.999
    1.510  -35.0298     0.000     0.999
    1.469  -35.0298     0.000     0.999
    1.428  -35.0298     0.000     0.999
    1.387  -35.0298     0.000     0.999
    1.346  -35.0298     0.000     0.999
    1.305  -35.0298     0.000     0.999
    1.264  -35.0298     0.000     0.999
    1.224  -35.0298     0.000     0.999
    1.183  -35.0298     0.000     0.999
    1.142  -35.0298     0.000     0.999
    1.101  -35.0298     0.000     0.999
    1.060  -35.0298     0.000     0.999
    1.019  -35.0298     0.000     0.999
    0.978  -35.0298     0.000     0.999
    0.937  -35.0298     0.000     0.999
    0.897  -35.0298     0.000     0.999
    0.897  -35.0298     0.000     0.999
    0.849  -35.0298     0.000     0.999
    0.802  -35.0298     0.000     0.999
    0.755  -35.0298     0.000     0.999
    0.708  -35.0298     0.000     0.999
    0.661  -35.0298     0.000     0.999
    0.613  -35.0298     0.000     0.999
    0.566  -35.0298     0.000     0.999
    0.519  -35.0298     0.000     0.999
    0.472  -35.0298     0.000     0.999
    0.425  -35.0298     0.000     0.999
    0.378  -35.0298     0.000     0.999
    0.330  -35.0298     0.000     0.999
    0.283  -35.0298     0.000     0.999
    0.236  -35.0298     0.000     0.999
    0.189  -35.0298     0.000     0.999
    0.142  -35.0298     0.000     0.999
    0.094  -35.0298     0.000     0.999
    0.047  -35.0298     0.000     0.999
    0.000  -35.0298     0.000     0.999
 
# Band-Index:    9
    0.000  -35.0144     0.000     0.999
    0.047  -35.0144     0.000     0.999
    0.094  -35.0144     0.000     0.999
    0.142  -35.0144     0.000     0.999
    0.189  -35.0144     0.000     0.999
    0.236  -35.0144     0.000     0.999
    0.283  -35.0144     0.000     0.999
    0.330  -35.0144     0.000     0.999
    0.378  -35.0144     0.000     0.999
    0.425  -35.0144     0.000     0.999
    0.472  -35.0144     0.000     0.999
    0.519  -35.0145     0.000     0.999
    0.566  -35.0145     0.000     0.999
    0.613  -35.0145     0.000     0.999
    0.661  -35.0145     0.000     0.999
    0.708  -35.0145     0.000     0.999
    0.755  -35.0145     0.000     0.999
    0.802  -35.0145     0.000     0.999
    0.849  -35.0145     0.000     0.999
    0.897  -35.0145     0.000     0.999
    0.897  -35.0145     0.000     0.999
    0.937  -35.0145     0.000     0.999
    0.978  -35.0145     0.000     0.999
    1.019  -35.0145     0.000     0.999
    1.060  -35.0145     0.000     0.999
    1.101  -35.0145     0.000     0.999
    1.142  -35.0145     0.000     0.999
    1.183  -35.0145     0.000     0.999
    1.224  -35.0145     0.000     0.999
    1.264  -35.0145     0.000     0.999
    1.305  -35.0144     0.000     0.999
    1.346  -35.0144     0.000     0.999
    1.387  -35.0144     0.000     0.999
    1.428  -35.0144     0.000     0.999
    1.469  -35.0144     0.000     0.999
    1.510  -35.0144     0.000     0.999
    1.551  -35.0144     0.000     0.999
    1.591  -35.0144     0.000     0.999
    1.632  -35.0144     0.000     0.999
    1.673  -35.0144     0.000     0.999
    1.673  -35.0144     0.000     0.999
    1.697  -35.0144     0.000     0.999
    1.720  -35.0144     0.000     0.999
    1.744  -35.0144     0.000     0.999
    1.768  -35.0144     0.000     0.999
    1.791  -35.0144     0.000     0.999
    1.815  -35.0144     0.000     0.999
    1.838  -35.0144     0.000     0.999
    1.862  -35.0144     0.000     0.999
    1.885  -35.0144     0.000     0.999
    1.909  -35.0144     0.000     0.999
    1.933  -35.0144     0.000     0.999
    1.956  -35.0144     0.000     0.999
    1.980  -35.0144     0.000     0.999
    2.003  -35.0144     0.000     0.999
    2.027  -35.0144     0.000     0.999
    2.051  -35.0144     0.000     0.999
    2.074  -35.0144     0.000     0.999
    2.098  -35.0144     0.000     0.999
    2.121  -35.0144     0.000     0.999
    2.121  -35.0144     0.000     0.999
    2.169  -35.0144     0.000     0.999
    2.216  -35.0144     0.000     0.999
    2.263  -35.0144     0.000     0.999
    2.310  -35.0144     0.000     0.999
    2.357  -35.0144     0.000     0.999
    2.405  -35.0144     0.000     0.999
    2.452  -35.0144     0.000     0.999
    2.499  -35.0144     0.000     0.999
    2.546  -35.0144     0.000     0.999
    2.593  -35.0144     0.000     0.999
    2.641  -35.0145     0.000     0.999
    2.688  -35.0145     0.000     0.999
    2.735  -35.0145     0.000     0.999
    2.782  -35.0145     0.000     0.999
    2.829  -35.0145     0.000     0.999
    2.876  -35.0145     0.000     0.999
    2.924  -35.0145     0.000     0.999
    2.971  -35.0145     0.000     0.999
    3.018  -35.0145     0.000     0.999
 
# Band-Index:   10
    3.018  -35.0145     0.000     0.999
    2.971  -35.0145     0.000     0.999
    2.924  -35.0145     0.000     0.999
    2.876  -35.0145     0.000     0.999
    2.829  -35.0145     0.000     0.999
    2.782  -35.0145     0.000     0.999
