  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 112
# Band-Index:    1
    0.000  -24.5255     0.984     0.000
    0.022  -24.5257     0.984     0.000
    0.044  -24.5258     0.984     0.000
    0.066  -24.5259     0.984     0.000
    0.088  -24.5261     0.984     0.000
    0.110  -24.5262     0.984     0.000
    0.132  -24.5263     0.984     0.000
    0.153  -24.5264     0.984     0.000
    0.175  -24.5266     0.984     0.000
    0.197  -24.5267     0.984     0.000
    0.219  -24.5268     0.984     0.000
    0.241  -24.5268     0.984     0.000
    0.263  -24.5269     0.984     0.000
    0.285  -24.5270     0.984     0.000
    0.307  -24.5271     0.984     0.000
    0.329  -24.5271     0.984     0.000
    0.351  -24.5271     0.984     0.000
    0.373  -24.5272     0.984     0.000
    0.395  -24.5272     0.984     0.000
    0.416  -24.5272     0.984     0.000
    0.416  -24.5272     0.984     0.000
    0.461  -24.5272     0.984     0.000
    0.506  -24.5271     0.984     0.000
    0.550  -24.5270     0.984     0.000
    0.595  -24.5268     0.984     0.000
    0.639  -24.5266     0.984     0.000
    0.684  -24.5264     0.984     0.000
    0.728  -24.5261     0.984     0.000
    0.773  -24.5258     0.984     0.000
    0.818  -24.5255     0.984     0.000
    0.862  -24.5252     0.984     0.000
    0.907  -24.5251     0.984     0.000
    0.951  -24.5250     0.984     0.000
    0.996  -24.5248     0.984     0.000
    1.040  -24.5246     0.984     0.000
    1.085  -24.5244     0.984     0.000
    1.130  -24.5242     0.984     0.000
    1.174  -24.5240     0.984     0.000
    1.219  -24.5237     0.984     0.000
    1.263  -24.5234     0.984     0.000
    1.263  -24.5234     0.984     0.000
    1.308  -24.5237     0.984     0.000
    1.353  -24.5240     0.984     0.000
    1.397  -24.5242     0.984     0.000
    1.442  -24.5244     0.984     0.000
    1.486  -24.5246     0.984     0.000
    1.531  -24.5248     0.984     0.000
    1.575  -24.5250     0.984     0.000
    1.620  -24.5251     0.984     0.000
    1.665  -24.5252     0.984     0.000
    1.709  -24.5255     0.984     0.000
    1.754  -24.5258     0.984     0.000
    1.798  -24.5261     0.984     0.000
    1.843  -24.5264     0.984     0.000
    1.887  -24.5266     0.984     0.000
    1.932  -24.5268     0.984     0.000
    1.977  -24.5270     0.984     0.000
    2.021  -24.5271     0.984     0.000
    2.066  -24.5272     0.984     0.000
    2.110  -24.5272     0.984     0.000
    2.110  -24.5272     0.984     0.000
    2.149  -24.5272     0.984     0.000
    2.188  -24.5271     0.984     0.000
    2.227  -24.5270     0.984     0.000
    2.266  -24.5269     0.984     0.000
    2.304  -24.5267     0.984     0.000
    2.343  -24.5266     0.984     0.000
    2.382  -24.5264     0.984     0.000
    2.421  -24.5262     0.984     0.000
    2.460  -24.5260     0.984     0.000
    2.498  -24.5258     0.984     0.000
    2.537  -24.5257     0.984     0.000
    2.576  -24.5255     0.984     0.000
    2.615  -24.5254     0.984     0.000
    2.654  -24.5253     0.984     0.000
    2.693  -24.5252     0.984     0.000
    2.731  -24.5251     0.984     0.000
    2.770  -24.5250     0.984     0.000
    2.809  -24.5250     0.984     0.000
    2.848  -24.5249     0.984     0.000
 
# Band-Index:    2
    2.848  -24.5249     0.984     0.000
    2.809  -24.5249     0.984     0.000
    2.770  -24.5249     0.984     0.000
    2.731  -24.5249     0.984     0.000
    2.693  -24.5250     0.984     0.000
    2.654  -24.5250     0.984     0.000
    2.615  -24.5250     0.984     0.000
    2.576  -24.5251     0.984     0.000
    2.537  -24.5251     0.984     0.000
    2.498  -24.5252     0.984     0.000
    2.460  -24.5255     0.984     0.000
    2.421  -24.5259     0.984     0.000
    2.382  -24.5262     0.984     0.000
    2.343  -24.5265     0.984     0.000
    2.304  -24.5267     0.984     0.000
    2.266  -24.5269     0.984     0.000
    2.227  -24.5270     0.984     0.000
    2.188  -24.5271     0.984     0.000
    2.149  -24.5272     0.984     0.000
    2.110  -24.5272     0.984     0.000
    2.110  -24.5272     0.984     0.000
    2.066  -24.5271     0.984     0.000
    2.021  -24.5271     0.984     0.000
    1.977  -24.5269     0.984     0.000
    1.932  -24.5267     0.984     0.000
    1.887  -24.5265     0.984     0.000
    1.843  -24.5263     0.984     0.000
    1.798  -24.5260     0.984     0.000
    1.754  -24.5257     0.984     0.000
    1.709  -24.5254     0.984     0.000
    1.665  -24.5251     0.984     0.000
    1.620  -24.5249     0.984     0.000
    1.575  -24.5246     0.984     0.000
    1.531  -24.5243     0.984     0.000
    1.486  -24.5241     0.984     0.000
    1.442  -24.5239     0.984     0.000
    1.397  -24.5237     0.984     0.000
    1.353  -24.5236     0.984     0.000
    1.308  -24.5235     0.984     0.000
    1.263  -24.5234     0.984     0.000
    1.263  -24.5234     0.984     0.000
    1.219  -24.5235     0.984     0.000
    1.174  -24.5236     0.984     0.000
    1.130  -24.5237     0.984     0.000
    1.085  -24.5239     0.984     0.000
    1.040  -24.5241     0.984     0.000
    0.996  -24.5243     0.984     0.000
    0.951  -24.5246     0.984     0.000
    0.907  -24.5249     0.984     0.000
    0.862  -24.5251     0.984     0.000
    0.818  -24.5254     0.984     0.000
    0.773  -24.5257     0.984     0.000
    0.728  -24.5260     0.984     0.000
    0.684  -24.5263     0.984     0.000
    0.639  -24.5265     0.984     0.000
    0.595  -24.5267     0.984     0.000
    0.550  -24.5269     0.984     0.000
    0.506  -24.5271     0.984     0.000
    0.461  -24.5271     0.984     0.000
    0.416  -24.5272     0.984     0.000
    0.416  -24.5272     0.984     0.000
    0.395  -24.5272     0.984     0.000
    0.373  -24.5272     0.984     0.000
    0.351  -24.5271     0.984     0.000
