  #K-Path    Energy        Bi        Sb
# NKPTS & NBANDS:  80 112
# Band-Index:    1
    0.000  -24.2941     0.984     0.000
    0.021  -24.2942     0.984     0.000
    0.041  -24.2942     0.984     0.000
    0.062  -24.2943     0.984     0.000
    0.083  -24.2944     0.984     0.000
    0.104  -24.2944     0.984     0.000
    0.124  -24.2945     0.984     0.000
    0.145  -24.2946     0.984     0.000
    0.166  -24.2946     0.984     0.000
    0.186  -24.2947     0.984     0.000
    0.207  -24.2947     0.984     0.000
    0.228  -24.2948     0.984     0.000
    0.248  -24.2948     0.984     0.000
    0.269  -24.2948     0.984     0.000
    0.290  -24.2949     0.984     0.000
    0.311  -24.2949     0.984     0.000
    0.331  -24.2949     0.984     0.000
    0.352  -24.2949     0.984     0.000
    0.373  -24.2949     0.984     0.000
    0.393  -24.2949     0.984     0.000
    0.393  -24.2949     0.984     0.000
    0.437  -24.2949     0.984     0.000
    0.481  -24.2949     0.984     0.000
    0.525  -24.2948     0.984     0.000
    0.569  -24.2947     0.984     0.000
    0.613  -24.2945     0.984     0.000
    0.657  -24.2944     0.984     0.000
    0.701  -24.2942     0.984     0.000
    0.745  -24.2939     0.984     0.000
    0.789  -24.2937     0.984     0.000
    0.833  -24.2937     0.984     0.000
    0.877  -24.2935     0.984     0.000
    0.921  -24.2934     0.984     0.000
    0.965  -24.2932     0.984     0.000
    1.009  -24.2930     0.984     0.000
    1.053  -24.2928     0.984     0.000
    1.097  -24.2926     0.984     0.000
    1.141  -24.2923     0.984     0.000
    1.185  -24.2921     0.984     0.000
    1.229  -24.2919     0.985     0.000
    1.229  -24.2919     0.985     0.000
    1.273  -24.2921     0.984     0.000
    1.317  -24.2923     0.984     0.000
    1.361  -24.2926     0.984     0.000
    1.405  -24.2928     0.984     0.000
    1.449  -24.2930     0.984     0.000
    1.493  -24.2932     0.984     0.000
    1.537  -24.2934     0.984     0.000
    1.581  -24.2935     0.984     0.000
    1.625  -24.2937     0.984     0.000
    1.669  -24.2937     0.984     0.000
    1.713  -24.2939     0.984     0.000
    1.757  -24.2942     0.984     0.000
    1.801  -24.2944     0.984     0.000
    1.845  -24.2945     0.984     0.000
    1.889  -24.2947     0.984     0.000
    1.933  -24.2948     0.984     0.000
    1.977  -24.2949     0.984     0.000
    2.021  -24.2949     0.984     0.000
